rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
34,571970,Max Muncy,LAD,AZ,2026-08-09T00:10:00Z,Scheduled,4,Brandon Pfaadt,694297,R,54.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",56.7,43.9,28.2,90.4,80.0,26.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","platoon edge; pitcher baseline 9.0% barrel, 13.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.6,47.37,90.74,101.4173,0.4788,0.2401,0.3558,71.38,14.48,53.25,35.23,21.1,0.2354,9.01,39.29,89.54,0.4198,0.1666,22.29,,,Chase Field,
35,682987,Spencer Jones,NYY,ATL,2026-08-08T19:05:00Z,Pre-Game,7,Chris Sale,519242,L,54.4,Longshot,Watch List,"Strong Barrel, Good Environment",64.2,21.0,85.7,64.3,50.0,36.7,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 5.7% barrel, 8.9 HR allowed",EV profile; pitcher fly-ball pressure modest,12.1,60.0,94.4,103.616,0.418,0.202,0.31,77.9,80.5,30.3,37.9,5.0,0.17,5.74,33.65,87.34,0.3249,0.1087,26.53,Out To LF,91,Yankee Stadium,
36,683737,Michael Busch,CHC,KC,2026-08-08T23:10:00Z,Scheduled,3,Seth Lugo,607625,R,54.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",45.2,56.8,23.2,92.1,80.0,44.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","platoon edge; pitcher baseline 9.5% barrel, 18.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.78,41.91,89.47,99.6272,0.4493,0.2069,0.3486,68.83,5.43,40.35,34.69,20.0,0.1822,9.49,44.01,90.21,0.4716,0.2009,29.88,,,Kauffman Stadium,
37,608369,Corey Seager,TEX,BAL,2026-08-08T23:15:00Z,Scheduled,3,Kyle Bradish,680694,R,54.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",59.7,35.4,27.6,92.1,80.0,34.5,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,0,Contact streak: 7/20 over last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.81,49.12,91.85,102.6827,0.4801,0.2343,0.3538,72.01,15.58,41.83,30.99,13.3,0.1901,8.52,37.99,88.61,0.3662,0.1401,22.87,,,Globe Life Field,
38,545361,Mike Trout,LAA,MIA,2026-08-08T20:10:00Z,Pre-Game,2,Sandy Alcantara,645261,R,54.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",64.2,34.7,35.0,95.5,50.0,29.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","same-side matchup; pitcher baseline 6.5% barrel, 18.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,16.78,48.04,90.41,103.2045,0.5027,0.2516,0.3818,74.7,49.38,38.12,33.03,21.1,0.2084,6.5,38.56,89.02,0.3919,0.1365,23.82,None,72,loanDepot park,
39,701398,Sal Stewart,CIN,WSH,2026-08-08T22:45:00Z,Scheduled,2,Andrew Alvarez,674841,L,54.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",61.7,22.0,28.2,95.5,78.0,77.4,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 4.4% barrel, 1.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.38,43.47,91.97,101.6267,0.5201,0.2589,0.3639,72.31,27.49,38.43,32.37,19.0,0.2438,4.4,41.71,89.53,0.3486,0.1025,15.94,,,Nationals Park,
40,686527,Dominic Canzone,SEA,TB,2026-08-09T01:50:00Z,Scheduled,3,Griffin Jax,643377,R,54.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",59.3,42.9,25.4,92.1,80.0,4.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","platoon edge; pitcher baseline 9.3% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.08,47.04,91.81,102.7224,0.5134,0.2367,0.3676,74.22,44.09,40.95,27.07,15.9,0.2251,9.33,41.02,88.92,0.4,0.1555,23.72,,,T-Mobile Park,
41,642708,Amed Rosario,NYY,ATL,2026-08-08T19:05:00Z,Pre-Game,4,Chris Sale,519242,L,53.8,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",41.0,21.0,85.7,94.9,78.0,42.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,1,"Last 7 games: 5/18, 1 HR","platoon edge; pitcher baseline 5.7% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.85,40.73,90.78,101.4223,0.4299,0.1727,0.3163,73.52,36.71,38.03,24.0,8.8,0.1922,5.74,33.65,87.34,0.3249,0.1087,26.53,Out To LF,91,Yankee Stadium,
42,806146,George Lombard Jr.,NYY,ATL,2026-08-08T19:05:00Z,Pre-Game,6,Chris Sale,519242,L,53.3,Longshot,Watch List,"Strong Barrel, Good Environment, Platoon Edge",46.9,21.0,85.7,76.2,78.0,45.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,3,3,10,1,"Last 3 games: 3/10, 1 HR","platoon edge; pitcher baseline 5.7% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.3,57.1,83.2,100.2553,0.438,0.186,0.361,71.3,16.7,42.9,28.6,1.0,0.3,5.74,33.65,87.34,0.3249,0.1087,26.53,Out To LF,91,Yankee Stadium,
43,666018,Jonathan Aranda,TB,SEA,2026-08-09T01:50:00Z,Scheduled,2,George Kirby,669923,R,53.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",49.5,42.4,25.4,95.5,80.0,48.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,31,1,Contact streak: 10/31 over last 7 games,"platoon edge; pitcher baseline 7.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.08,48.2,91.53,101.3878,0.473,0.2002,0.3645,70.15,12.27,31.31,30.13,14.7,0.159,7.9,42.5,90.04,0.4004,0.1458,25.64,,,T-Mobile Park,
44,682848,Endy Rodriguez,PIT,NYM,2026-08-08T22:40:00Z,Scheduled,7,Robert Stock,476594,R,53.1,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable, Platoon Edge",39.9,75.1,24.3,59.8,75.0,62.4,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 13.0% barrel, 1.0 HR allowed",lift-pull EV profile; pitcher allows elevated contact,8.2,46.17,92.34,100.3363,0.3691,0.14,0.3113,72.34,22.69,46.21,33.36,4.9,0.1631,13.01,45.03,89.33,0.6059,0.2936,36.99,,,PNC Park,
45,607043,Brandon Nimmo,TEX,BAL,2026-08-08T23:15:00Z,Scheduled,4,Kyle Bradish,680694,R,53.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",50.3,35.4,27.6,90.4,80.0,78.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.48,50.9,91.97,102.1199,0.4743,0.195,0.356,72.2,27.18,31.84,25.77,15.9,0.1712,8.52,37.99,88.61,0.3662,0.1401,22.87,,,Globe Life Field,
46,571970,Max Muncy,ATH,BOS,2026-08-08T20:10:00Z,Pre-Game,5,Jake Bennett,687562,L,52.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Good Environment",56.7,23.1,74.7,81.9,50.0,26.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","same-side matchup; pitcher baseline 5.1% barrel, 5.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.6,47.37,90.74,101.4173,0.4788,0.2401,0.3558,71.38,14.48,53.25,35.23,21.1,0.2354,5.1,36.3,87.8,0.358,0.131,24.7,Out To RF,88,Fenway Park,
47,673548,Seiya Suzuki,CHC,KC,2026-08-08T23:10:00Z,Scheduled,2,Seth Lugo,607625,R,52.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",46.3,56.8,23.2,95.5,50.0,44.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","same-side matchup; pitcher baseline 9.5% barrel, 18.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.98,41.98,89.62,101.1779,0.4426,0.1949,0.3394,73.3,36.9,42.81,30.29,22.9,0.212,9.49,44.01,90.21,0.4716,0.2009,29.88,,,Kauffman Stadium,
48,678882,Ceddanne Rafaela,BOS,ATH,2026-08-08T20:10:00Z,Pre-Game,2,Gage Jump,695611,L,52.3,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",23.2,32.3,74.7,100.0,78.0,93.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,32,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 5.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.68,34.71,87.18,97.8865,0.3775,0.1327,0.2917,70.02,8.97,35.64,26.0,15.3,0.1769,5.5,42.0,90.0,0.383,0.131,26.0,Out To RF,88,Fenway Park,
49,668904,Royce Lewis,MIN,MIL,2026-08-08T23:10:00Z,Scheduled,4,Robert Gasser,688107,L,52.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",45.3,35.6,27.6,90.4,78.0,100.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,28,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.9% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.57,42.47,90.08,101.135,0.4175,0.1775,0.3159,74.65,49.75,46.3,30.57,13.0,0.1797,7.88,35.79,88.27,0.3897,0.1614,27.17,,,American Family Field,
50,643217,Andrew Benintendi,CWS,CLE,2026-08-08T23:15:00Z,Scheduled,5,Gavin Williams,668909,R,52.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",38.0,56.6,27.6,81.9,80.0,66.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.8% barrel, 21.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.7,42.78,88.56,98.794,0.4202,0.1767,0.3172,69.47,4.15,50.1,31.43,14.4,0.1868,10.75,47.52,90.54,0.4071,0.1768,25.79,,,Rate Field,
51,695506,Jac Caglianone,KC,CHC,2026-08-08T23:10:00Z,Scheduled,3,Clay Holmes,605280,R,52.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",57.7,30.9,23.2,92.1,80.0,43.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","platoon edge; pitcher baseline 5.8% barrel, 6.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.26,51.15,91.85,104.7906,0.4737,0.2115,0.3427,77.4,75.74,44.0,22.12,14.7,0.1814,5.75,43.49,89.77,0.3744,0.1255,20.86,,,Kauffman Stadium,
52,660821,Jesus Sanchez,TOR,PHI,2026-08-08T22:05:00Z,Scheduled,6,Aaron Nola,605400,R,52.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",48.8,50.6,34.3,71.7,80.0,28.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,1,"Last 7 games: 3/16, 1 HR","platoon edge; pitcher baseline 9.7% barrel, 25.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.66,45.64,91.02,102.1546,0.4564,0.1909,0.3349,74.4,48.94,35.08,24.72,9.8,0.1664,9.73,42.04,88.91,0.4268,0.1801,27.95,,,Citizens Bank Park,
53,669065,Kyle Stowers,MIA,LAA,2026-08-08T20:10:00Z,Pre-Game,3,Walbert Ureña,700712,R,51.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",60.9,13.8,35.0,96.6,80.0,50.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,1,Contact streak: 9/27 over last 7 games,"platoon edge; pitcher baseline 4.9% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.85,53.75,91.73,103.1862,0.4656,0.2223,0.3435,75.28,54.74,46.06,31.85,18.7,0.2294,4.9,33.2,86.9,0.294,0.095,22.0,None,72,loanDepot park,
54,672960,Kazuma Okamoto,TOR,PHI,2026-08-08T22:05:00Z,Scheduled,3,Aaron Nola,605400,R,51.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",49.7,50.6,34.3,92.1,50.0,7.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,30,0,"Last 7 games: 5/30, 0 HR","same-side matchup; pitcher baseline 9.7% barrel, 25.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.7,44.6,90.5,101.6575,0.411,0.202,0.306,73.2,35.9,50.7,33.0,24.0,0.207,9.73,42.04,88.91,0.4268,0.1801,27.95,,,Citizens Bank Park,
55,592626,Joc Pederson,TEX,BAL,2026-08-08T23:15:00Z,Scheduled,1,Kyle Bradish,680694,R,51.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",48.7,35.4,27.6,88.7,80.0,56.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.83,47.81,91.62,101.9402,0.4378,0.1943,0.3402,72.39,23.87,42.13,29.05,17.4,0.2226,8.52,37.99,88.61,0.3662,0.1401,22.87,,,Globe Life Field,
56,518692,Freddie Freeman,LAD,AZ,2026-08-09T00:10:00Z,Scheduled,3,Brandon Pfaadt,694297,R,51.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",43.0,43.9,28.2,92.1,80.0,42.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,0,Contact streak: 10/25 over last 7 games,"platoon edge; pitcher baseline 9.0% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.49,44.02,90.2,100.5218,0.4838,0.1937,0.3696,70.22,8.4,36.61,27.14,17.7,0.1832,9.01,39.29,89.54,0.4198,0.1666,22.29,,,Chase Field,
57,691016,Tyler Soderstrom,ATH,BOS,2026-08-08T20:10:00Z,Pre-Game,4,Jake Bennett,687562,L,50.8,Longshot,Watch List,"Projected Lineup, Good Environment, Premium Lineup Spot",44.8,23.1,74.7,90.4,50.0,42.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,1,"Last 7 games: 7/25, 1 HR","same-side matchup; pitcher baseline 5.1% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.86,47.35,90.97,102.1298,0.4269,0.1729,0.3347,74.25,42.39,36.63,26.09,20.1,0.2148,5.1,36.3,87.8,0.358,0.131,24.7,Out To RF,88,Fenway Park,
58,605137,Josh Bell,MIN,MIL,2026-08-08T23:10:00Z,Scheduled,3,Robert Gasser,688107,L,50.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",45.3,34.7,27.6,92.1,75.0,74.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 7.9% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.7,43.71,90.12,100.9856,0.4514,0.2024,0.3338,72.33,28.36,41.15,26.71,17.1,0.1751,7.88,35.79,88.27,0.3897,0.1614,27.17,,,American Family Field,
59,663757,Trent Grisham,NYY,ATL,2026-08-08T19:05:00Z,Pre-Game,5,Chris Sale,519242,L,50.6,Longshot,Watch List,"Strong Barrel, Good Environment",46.0,21.0,85.7,86.4,50.0,18.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,1,"Last 7 games: 3/25, 1 HR","same-side matchup; pitcher baseline 5.7% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.77,44.79,90.61,100.7172,0.4462,0.201,0.3455,70.65,8.81,46.47,30.28,18.6,0.1856,5.74,33.65,87.34,0.3249,0.1087,26.53,Out To LF,91,Yankee Stadium,
60,666176,Jo Adell,CLE,CWS,2026-08-08T23:15:00Z,Scheduled,4,Anthony Kay,641743,L,50.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",52.8,39.0,27.6,90.4,78.0,0.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,23,0,"Last 7 games: 2/23, 0 HR","platoon edge; pitcher baseline 8.6% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.49,46.01,90.44,102.6746,0.4762,0.2176,0.3391,77.39,71.41,37.16,27.63,22.3,0.1818,8.6,39.5,88.4,0.406,0.143,21.9,,,Rate Field,
61,677594,Julio Rodriguez,SEA,TB,2026-08-09T01:50:00Z,Scheduled,4,Griffin Jax,643377,R,50.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",46.7,42.9,25.4,90.4,50.0,78.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.3% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.24,44.36,90.47,102.759,0.4762,0.1992,0.3503,76.61,66.99,38.35,26.26,22.2,0.1804,9.33,41.02,88.92,0.4,0.1555,23.72,,,T-Mobile Park,
62,695600,Carter Jensen,KC,CHC,2026-08-08T23:10:00Z,Scheduled,1,Clay Holmes,605280,R,50.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",54.2,30.9,23.2,88.7,80.0,41.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.8% barrel, 6.3 HR allowed",EV profile; pitcher fly-ball pressure modest,13.24,47.66,92.11,102.7246,0.4405,0.1983,0.3322,74.1,39.36,40.51,29.51,12.1,0.2101,5.75,43.49,89.77,0.3744,0.1255,20.86,,,Kauffman Stadium,
63,669003,Garrett Mitchell,MIL,MIN,2026-08-08T23:10:00Z,Scheduled,5,Taj Bradley,671737,R,50.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",48.6,48.0,27.6,81.9,80.0,0.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,23,0,"Last 7 games: 2/23, 0 HR","platoon edge; pitcher baseline 8.9% barrel, 17.6 HR allowed",EV profile; pitcher fly-ball pressure modest,11.53,48.15,92.15,103.5486,0.4138,0.1659,0.3321,77.08,76.88,33.3,17.83,5.6,0.1391,8.87,43.75,90.46,0.3889,0.1582,28.98,,,American Family Field,
64,682829,Elly De La Cruz,CIN,WSH,2026-08-08T22:45:00Z,Scheduled,1,Andrew Alvarez,674841,L,50.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",57.3,21.9,28.2,88.7,75.0,56.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 4.4% barrel, 1.7 HR allowed",EV profile; pitcher fly-ball pressure modest,13.31,49.59,93.1,104.1003,0.4695,0.2017,0.3556,75.17,52.51,35.17,25.45,20.6,0.2152,4.4,41.71,89.53,0.3486,0.1025,15.94,,,Nationals Park,
65,596019,Francisco Lindor,NYM,PIT,2026-08-08T22:40:00Z,Scheduled,2,Bubba Chandler,696149,R,49.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",45.8,33.7,24.3,95.5,75.0,58.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 7.0% barrel, 7.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.25,47.13,91.2,100.3895,0.4491,0.194,0.3429,72.02,22.18,44.13,30.02,16.3,0.192,6.95,38.32,89.29,0.3814,0.1518,25.95,,,PNC Park,
66,671056,Ivan Herrera,STL,COL,2026-08-08T23:15:00Z,Scheduled,3,Kyle Freeland,607536,L,49.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",34.1,60.0,22.1,92.1,78.0,21.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,28,1,"Last 7 games: 4/28, 1 HR","platoon edge; pitcher baseline 10.3% barrel, 21.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.25,42.45,89.8,101.2521,0.4058,0.1541,0.3407,74.02,43.98,37.1,19.03,14.8,0.1513,10.31,44.29,90.54,0.4807,0.1973,29.43,,,Busch Stadium,
67,645277,Ozzie Albies,ATL,NYY,2026-08-08T19:05:00Z,Pre-Game,5,Gerrit Cole,543037,R,49.8,Longshot,Watch List,"Good Environment, Platoon Edge",17.0,45.1,85.7,86.4,75.0,34.4,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","switch hitter; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.55,28.95,87.01,96.7879,0.3625,0.1258,0.2892,68.93,5.95,46.49,31.83,18.1,0.1593,9.5,42.6,90.1,0.376,0.144,32.8,Out To LF,91,Yankee Stadium,
