rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
105,662139,Daulton Varsho,HOU,CWS,2026-09-03T00:10:00Z,Scheduled,5,Davis Martin,663436,R,46.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",35.0,45.0,27.6,81.9,80.0,27.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,1,"Last 7 games: 5/28, 1 HR","platoon edge; pitcher baseline 7.7% barrel, 14.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.18,38.34,87.73,99.5229,0.3953,0.1648,0.299,73.64,35.97,41.01,30.78,13.0,0.1847,7.7,44.46,90.28,0.4307,0.1601,23.48,,,Daikin Park,
106,679822,Justin Foscue,TEX,ATH,2026-09-02T18:35:00Z,Warmup,6,Jacob Lopez,682052,L,46.3,Longshot,Watch List,Platoon Edge,41.7,22.4,42.1,76.2,78.0,63.7,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.8% barrel, 15.0 HR allowed",fly-ball profile; pitcher allows elevated contact,7.84,48.22,90.41,99.5104,0.3965,0.181,0.2869,71.1,10.43,47.9,37.47,7.0,0.195,5.83,30.89,84.94,0.3431,0.1352,33.39,None,74,Globe Life Field,
107,673548,Seiya Suzuki,CHC,MIL,2026-09-02T23:40:00Z,Scheduled,2,Jacob Misiorowski,694819,R,46.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",47.3,18.6,29.8,95.5,50.0,77.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 4.9% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.33,41.7,89.34,101.0989,0.4513,0.2015,0.3443,73.3,37.32,42.39,31.41,26.4,0.2211,4.89,34.63,87.67,0.2782,0.1003,26.41,,,Wrigley Field,
108,665489,Vladimir Guerrero,TOR,CLE,2026-09-02T22:40:00Z,Scheduled,2,Joey Cantillo,676282,L,46.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.8,35.1,27.6,95.5,78.0,9.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 13.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.14,45.31,90.67,103.0412,0.4283,0.1416,0.3462,76.42,63.54,35.39,19.24,11.8,0.1155,7.48,39.7,88.45,0.3651,0.1361,26.67,,,Progressive Field,
109,805808,Kevin McGonigle,DET,MIN,2026-09-02T23:40:00Z,Scheduled,2,Dean Kremer,665152,R,46.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",33.4,44.2,27.1,95.5,80.0,0.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,26,0,"Last 7 games: 3/26, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 17.1 HR allowed",fly-ball profile; pitcher allows elevated contact,7.1,36.9,88.2,98.3121,0.435,0.173,0.352,71.2,16.0,37.0,36.3,14.0,0.14,8.14,36.08,87.96,0.4363,0.1938,32.25,,,Target Field,
110,690993,Colt Keith,DET,MIN,2026-09-02T23:40:00Z,Scheduled,1,Dean Kremer,665152,R,46.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",35.8,44.2,27.1,88.7,80.0,0.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,17,0,"Last 7 games: 0/17, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.01,42.51,89.3,100.2511,0.4328,0.1625,0.3368,71.54,16.2,38.08,25.95,10.2,0.1479,8.14,36.08,87.96,0.4363,0.1938,32.25,,,Target Field,
111,681198,TJ Rumfield,COL,BAL,2026-09-02T19:10:00Z,Pre-Game,4,Trevor Rogers,669432,L,46.0,Longshot,Watch List,"Good Environment, Premium Lineup Spot",12.9,37.7,80.2,94.9,50.0,57.5,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,21,1,Contact streak: 8/21 over last 7 games,"same-side matchup; pitcher baseline 7.3% barrel, 13.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.8,28.1,84.2,96.185,0.38,0.124,0.331,68.5,8.0,41.7,28.4,14.0,0.153,7.32,41.12,88.93,0.3907,0.151,24.46,Out To LF,85,Coors Field,
112,694374,Tim Tawa,AZ,PHI,2026-09-02T19:40:00Z,Pre-Game,6,Andrew Painter,691725,R,46.0,Longshot,Watch List,Strong Barrel,41.1,39.6,41.7,76.2,50.0,30.3,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","same-side matchup; pitcher baseline 8.2% barrel, 17.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.0,44.06,90.39,100.8936,0.3953,0.1634,0.304,73.73,36.0,39.89,26.82,8.4,0.153,8.2,36.1,87.3,0.424,0.17,26.9,None,72,Chase Field,
113,694671,Wyatt Langford,TEX,ATH,2026-09-02T18:35:00Z,Warmup,3,Jacob Lopez,682052,L,45.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",38.1,22.4,42.1,96.6,78.0,21.1,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,0,"Last 7 games: 6/23, 0 HR","platoon edge; pitcher baseline 5.8% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.82,41.05,89.79,100.6403,0.4088,0.1694,0.325,72.75,26.24,42.75,29.13,17.1,0.1949,5.83,30.89,84.94,0.3431,0.1352,33.39,None,74,Globe Life Field,
114,669016,Brandon Marsh,PHI,AZ,2026-09-02T19:40:00Z,Pre-Game,6,Taylor Clarke,664199,R,45.9,Longshot,Watch List,Platoon Edge,36.9,38.5,41.7,76.2,80.0,7.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,0,"Last 7 games: 3/18, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 6.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.33,44.44,89.77,100.0551,0.4166,0.1585,0.3139,71.47,15.51,37.42,26.17,15.2,0.1567,8.74,35.48,87.62,0.4293,0.1784,23.95,None,72,Chase Field,
115,664983,Jake McCarthy,COL,BAL,2026-09-02T19:10:00Z,Pre-Game,1,Trevor Rogers,669432,L,45.7,Longshot,Watch List,"Good Environment, Premium Lineup Spot",15.5,37.7,80.2,93.2,50.0,39.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,31,1,"Last 7 games: 8/31, 1 HR","same-side matchup; pitcher baseline 7.3% barrel, 13.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.23,27.67,85.05,96.7808,0.3964,0.1329,0.3091,70.89,12.91,37.8,21.52,11.0,0.1718,7.32,41.12,88.93,0.3907,0.151,24.46,Out To LF,85,Coors Field,
116,691182,Adael Amador,COL,BAL,2026-09-02T19:10:00Z,Pre-Game,7,Trevor Rogers,669432,L,45.6,Longshot,Watch List,"Good Environment, Platoon Edge, Hot Hitter/Streak",16.8,36.3,80.2,64.3,75.0,72.2,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,6,5,14,2,Hot streak: 2 HR in last 6 games,"switch hitter; pitcher baseline 7.3% barrel, 13.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,8.79,22.95,82.21,92.7801,0.2565,0.1153,0.2506,69.06,3.6,35.79,39.51,1.7,0.3764,7.32,41.12,88.93,0.3907,0.151,24.46,Out To LF,85,Coors Field,
117,680574,Matt McLain,CIN,SD,2026-09-02T16:40:00Z,In Progress,8,Casey Mize,663554,R,45.5,Longshot,Watch List,Good Environment,33.2,42.2,83.3,52.4,50.0,0.8,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","same-side matchup; pitcher baseline 8.4% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.13,38.11,88.45,99.0994,0.3732,0.1546,0.3029,71.0,10.1,36.06,32.8,13.6,0.1419,8.43,38.93,89.3,0.3875,0.156,31.02,Out To LF,94,Great American Ball Park,
118,701807,Carson Benge,NYM,TB,2026-09-02T22:40:00Z,Scheduled,4,Griffin Jax,643377,R,45.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",32.5,42.9,27.6,90.4,80.0,9.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","platoon edge; pitcher baseline 9.3% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.4,39.6,88.8,99.7426,0.434,0.156,0.336,71.0,17.2,32.8,27.3,16.0,0.143,9.33,41.02,88.92,0.4,0.1555,23.72,,,Tropicana Field,
119,606192,Teoscar Hernandez,LAD,STL,2026-09-03T02:10:00Z,Scheduled,6,,,,45.4,Longshot,Watch List,Projected Lineup,42.4,41.2,27.6,71.7,60.0,39.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.89,44.63,89.92,101.2046,0.4238,0.1787,0.317,72.48,25.06,34.57,29.31,15.9,0.1636,,,,,,,,,UNIQLO Field at Dodger Stadium,
120,665862,Jazz Chisholm,NYY,LAA,2026-09-03T01:38:00Z,Scheduled,6,Reid Detmers,672282,L,45.3,Longshot,Watch List,"Projected Lineup, Strong Barrel",43.6,38.9,28.2,71.7,50.0,55.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,1,Contact streak: 7/19 over last 7 games,"same-side matchup; pitcher baseline 7.8% barrel, 13.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.59,43.02,90.26,100.4745,0.404,0.1826,0.31,73.34,33.3,50.72,30.4,22.6,0.1949,7.85,39.44,90.03,0.3637,0.1411,27.85,,,Angel Stadium,
121,666176,Jo Adell,CLE,TOR,2026-09-02T22:40:00Z,Scheduled,4,Dylan Cease,656302,R,45.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",54.0,21.0,27.6,90.4,50.0,20.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","same-side matchup; pitcher baseline 6.2% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.84,46.22,90.72,102.9528,0.479,0.2197,0.3405,77.32,71.55,38.91,27.63,25.1,0.1909,6.15,33.86,86.73,0.3023,0.1093,25.68,,,Progressive Field,
122,672640,Otto Lopez,MIA,KC,2026-09-02T23:40:00Z,Scheduled,2,Noah Cameron,702070,L,45.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",30.1,38.6,23.2,95.5,78.0,40.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,1,"Last 7 games: 8/30, 1 HR","platoon edge; pitcher baseline 7.4% barrel, 15.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.54,40.19,88.85,100.1795,0.4263,0.1475,0.3258,71.7,22.46,33.0,22.43,11.5,0.1325,7.42,37.89,88.53,0.4089,0.1611,26.38,,,Kauffman Stadium,
123,683737,Michael Busch,CHC,MIL,2026-09-02T23:40:00Z,Scheduled,3,Jacob Misiorowski,694819,R,45.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",44.5,18.6,29.8,92.1,80.0,26.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,1,"Last 7 games: 5/29, 1 HR","platoon edge; pitcher baseline 4.9% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.5,41.98,89.47,99.699,0.4423,0.2034,0.3437,68.97,5.78,39.65,34.9,22.1,0.1857,4.89,34.63,87.67,0.2782,0.1003,26.41,,,Wrigley Field,
124,689414,Liam Hicks,TB,NYM,2026-09-02T22:40:00Z,Scheduled,4,Justin Hagenman,663795,R,44.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",8.4,66.6,27.6,90.4,80.0,43.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,22,0,Contact streak: 9/22 over last 7 games,"platoon edge; pitcher baseline 12.3% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.81,27.7,84.81,96.2242,0.3542,0.1004,0.3164,68.03,3.72,41.89,24.29,13.7,0.1396,12.3,50.7,92.1,0.464,0.209,30.1,,,Tropicana Field,
125,678662,Ezequiel Tovar,COL,BAL,2026-09-02T19:10:00Z,Pre-Game,9,Trevor Rogers,669432,L,44.8,Longshot,Watch List,"Good Environment, Platoon Edge",29.3,37.7,80.2,44.8,78.0,15.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,0,"Last 7 games: 4/18, 0 HR","platoon edge; pitcher baseline 7.3% barrel, 13.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.34,35.47,88.07,99.0685,0.3878,0.1534,0.2903,71.95,20.96,37.54,30.2,9.7,0.1309,7.32,41.12,88.93,0.3907,0.151,24.46,Out To LF,85,Coors Field,
126,681082,Bryson Stott,PHI,AZ,2026-09-02T19:40:00Z,Pre-Game,5,Taylor Clarke,664199,R,44.8,Longshot,Watch List,Platoon Edge,25.0,38.5,41.7,86.4,80.0,34.9,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","platoon edge; pitcher baseline 8.7% barrel, 6.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.59,35.38,88.72,98.4259,0.3986,0.1376,0.3242,69.72,6.82,34.52,27.94,10.9,0.1445,8.74,35.48,87.62,0.4293,0.1784,23.95,None,72,Chase Field,
127,668804,Bryan Reynolds,PIT,SF,2026-09-02T22:40:00Z,Scheduled,3,Landen Roupp,694738,R,44.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",45.6,22.3,24.3,92.1,75.0,22.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,0,"Last 7 games: 8/30, 0 HR","switch hitter; pitcher baseline 6.2% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.52,46.91,90.85,101.9032,0.4365,0.1855,0.3457,72.69,28.37,39.31,25.39,15.3,0.157,6.24,31.74,86.93,0.3653,0.1281,22.87,,,PNC Park,
128,665161,Jeremy Pena,HOU,CWS,2026-09-03T00:10:00Z,Scheduled,1,Davis Martin,663436,R,44.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",31.1,45.0,27.6,88.7,50.0,52.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.7% barrel, 14.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.87,40.17,88.55,99.8122,0.4243,0.1515,0.3312,72.23,14.48,45.57,24.29,17.0,0.1891,7.7,44.46,90.28,0.4307,0.1601,23.48,,,Daikin Park,
129,701678,Hao-Yu Lee,DET,MIN,2026-09-02T23:40:00Z,Scheduled,5,Dean Kremer,665152,R,44.5,Longshot,Watch List,Projected Lineup,37.2,44.2,27.1,81.9,50.0,32.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","same-side matchup; pitcher baseline 8.1% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.0,41.3,89.7,100.4251,0.413,0.17,0.306,71.5,22.1,28.6,25.9,8.0,0.157,8.14,36.08,87.96,0.4363,0.1938,32.25,,,Target Field,
130,683734,Andrew Vaughn,MIL,CHC,2026-09-02T23:40:00Z,Scheduled,5,David Peterson,656849,L,44.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",34.1,35.8,29.8,81.9,78.0,32.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,18,0,Contact streak: 6/18 over last 7 games,"platoon edge; pitcher baseline 6.4% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.24,44.34,90.48,100.1215,0.4139,0.143,0.3399,70.53,13.29,34.7,24.97,7.7,0.1458,6.4,42.64,89.55,0.4105,0.1391,19.15,,,Wrigley Field,
131,572233,Christian Walker,HOU,CWS,2026-09-03T00:10:00Z,Scheduled,6,Davis Martin,663436,R,44.2,Longshot,Watch List,"Projected Lineup, Strong Barrel",41.2,45.0,27.6,71.7,50.0,23.4,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,1,"Last 7 games: 4/26, 1 HR","same-side matchup; pitcher baseline 7.7% barrel, 14.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.17,42.74,89.71,101.5673,0.3993,0.1722,0.3049,74.31,43.41,42.13,27.58,24.9,0.1949,7.7,44.46,90.28,0.4307,0.1601,23.48,,,Daikin Park,
132,663586,Austin Riley,ATL,WSH,2026-09-02T17:05:00Z,Delayed,8,Brad Lord,695418,R,44.1,Longshot,Watch List,Strong Barrel,52.6,30.9,46.2,52.4,50.0,10.6,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,0,"Last 7 games: 4/21, 0 HR","same-side matchup; pitcher baseline 6.5% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.82,46.21,91.6,102.7901,0.4153,0.1928,0.3076,75.83,59.01,40.01,31.43,15.3,0.1477,6.47,38.86,87.73,0.3957,0.1495,19.83,In From RF,88,Nationals Park,
133,656775,Cedric Mullins,TB,NYM,2026-09-02T22:40:00Z,Scheduled,7,Justin Hagenman,663795,R,44.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.5,66.6,27.6,59.8,80.0,31.9,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,1,"Last 7 games: 4/19, 1 HR","platoon edge; pitcher baseline 12.3% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.8,33.24,88.1,97.8808,0.3192,0.1257,0.2687,70.96,9.36,45.32,32.08,14.9,0.1561,12.3,50.7,92.1,0.464,0.209,30.1,,,Tropicana Field,
134,668930,Brice Turang,MIL,CHC,2026-09-02T23:40:00Z,Scheduled,2,David Peterson,656849,L,44.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",36.1,35.8,29.8,95.5,50.0,26.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,1,"Last 7 games: 5/29, 1 HR","same-side matchup; pitcher baseline 6.4% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.65,43.27,90.47,100.3395,0.4241,0.1691,0.3371,70.18,13.27,27.58,23.85,17.3,0.1638,6.4,42.64,89.55,0.4105,0.1391,19.15,,,Wrigley Field,
135,672386,Alejandro Kirk,TOR,CLE,2026-09-02T22:40:00Z,Scheduled,3,Joey Cantillo,676282,L,44.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",29.6,35.1,27.6,92.1,78.0,34.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 13.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.69,43.66,89.35,100.4335,0.4044,0.1372,0.3226,71.94,20.0,25.3,21.83,10.1,0.1404,7.48,39.7,88.45,0.3651,0.1361,26.67,,,Progressive Field,
136,596142,Gary Sanchez,MIL,CHC,2026-09-02T23:40:00Z,Scheduled,6,David Peterson,656849,L,44.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",39.3,35.8,29.8,71.7,78.0,18.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,18,1,"Last 7 games: 1/18, 1 HR","platoon edge; pitcher baseline 6.4% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.36,42.26,89.52,100.861,0.4112,0.1852,0.3318,71.71,24.77,46.68,27.09,9.2,0.2108,6.4,42.64,89.55,0.4105,0.1391,19.15,,,Wrigley Field,
137,605141,Mookie Betts,LAD,STL,2026-09-03T02:10:00Z,Scheduled,3,,,,44.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",30.8,41.2,27.6,92.1,60.0,30.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,0,Contact streak: 9/28 over last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.48,36.64,89.73,98.3323,0.4213,0.1497,0.3279,69.53,8.6,39.61,34.22,17.2,0.1627,,,,,,,,,UNIQLO Field at Dodger Stadium,
138,621493,Taylor Ward,SEA,BOS,2026-09-02T20:10:00Z,Pre-Game,5,Patrick Sandoval,663776,L,43.9,Longshot,Watch List,Platoon Edge,31.5,33.1,42.7,86.4,78.0,0.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,0,"Last 7 games: 2/22, 0 HR","platoon edge; pitcher baseline 7.4% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.89,39.62,89.26,99.4365,0.3912,0.1518,0.3358,68.8,4.09,33.66,29.73,15.7,0.1371,7.4,33.8,87.0,0.44,0.167,24.3,In From RF,72,Fenway Park,
139,679529,Spencer Torkelson,DET,MIN,2026-09-02T23:40:00Z,Scheduled,7,Dean Kremer,665152,R,43.7,Longshot,Watch List,"Projected Lineup, Strong Barrel",47.1,44.2,27.1,59.8,50.0,13.6,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 17.1 HR allowed",fly-ball profile; pitcher allows elevated contact,12.59,42.02,89.5,100.0886,0.4098,0.1943,0.3165,73.07,25.95,47.07,35.76,23.3,0.1929,8.14,36.08,87.96,0.4363,0.1938,32.25,,,Target Field,
