hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hitter_hand,barrel_pct,iso,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hard_hit_pct,hr_total,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,pitcher_hr_allowed,pitcher_hr_allowed_vs_lhh,pitcher_hr_allowed_vs_rhh,ballpark,park_hr_factor,weather_temp,wind_speed,wind_direction,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,public_attention,odds
686948,Drake Baldwin,ATL,NYM,2026-07-29T23:10:00Z,Pre-Game,1,Christian Scott,681035,R,L,13.66,0.202,91.7,102.4816,0.5066,0.2283,0.3754,75.02,53.25,31.52,24.41,50.72,19.7,6.9,34.0,87.6,0.366,0.141,28.3,7.0,7.0,7.0,Citi Field,95,80,8,L To R,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.9% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
660670,Ronald Acuña Jr.,ATL,NYM,2026-07-29T23:10:00Z,Pre-Game,2,Christian Scott,681035,R,R,13.74,0.1846,90.95,102.7307,0.5014,0.2447,0.3823,76.12,63.8,36.37,29.42,46.2,11.2,6.9,34.0,87.6,0.366,0.141,28.3,7.0,7.0,7.0,Citi Field,95,80,8,L To R,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","same-side matchup; pitcher baseline 6.9% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
621566,Matt Olson,ATL,NYM,2026-07-29T23:10:00Z,Pre-Game,3,Christian Scott,681035,R,L,14.33,0.2449,92.88,103.8989,0.5039,0.2559,0.3593,74.6,48.23,37.65,32.36,51.2,27.6,6.9,34.0,87.6,0.366,0.141,28.3,7.0,7.0,7.0,Citi Field,95,80,8,L To R,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.9% barrel, 7.0 HR allowed",EV profile; pitcher fly-ball pressure modest,,
671739,Michael Harris II,ATL,NYM,2026-07-29T23:10:00Z,Pre-Game,4,Christian Scott,681035,R,L,11.2,0.1915,90.97,103.592,0.4849,0.197,0.3444,74.72,47.35,36.57,23.54,48.02,19.3,6.9,34.0,87.6,0.366,0.141,28.3,7.0,7.0,7.0,Citi Field,95,80,8,L To R,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,1,"Last 7 games: 7/29, 1 HR","platoon edge; pitcher baseline 6.9% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
645277,Ozzie Albies,ATL,NYM,2026-07-29T23:10:00Z,Pre-Game,5,Christian Scott,681035,R,S,4.62,0.1635,87.01,96.8014,0.3653,0.1272,0.2899,69.0,6.09,47.19,31.69,28.53,17.4,6.9,34.0,87.6,0.366,0.141,28.3,7.0,7.0,7.0,Citi Field,95,80,8,L To R,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,31,3,Hot streak: 3 HR in last 7 games,"switch hitter; pitcher baseline 6.9% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
643289,Mauricio Dubón,ATL,NYM,2026-07-29T23:10:00Z,Pre-Game,6,Christian Scott,681035,R,R,3.58,0.1343,85.97,96.4462,0.3681,0.1078,0.3004,68.83,3.26,31.96,24.6,29.38,9.1,6.9,34.0,87.6,0.366,0.141,28.3,7.0,7.0,7.0,Citi Field,95,80,8,L To R,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","same-side matchup; pitcher baseline 6.9% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
573262,Mike Yastrzemski,ATL,NYM,2026-07-29T23:10:00Z,Pre-Game,7,Christian Scott,681035,R,L,6.89,0.1406,90.38,99.6323,0.3644,0.1379,0.3059,71.27,8.02,43.94,31.82,42.81,9.3,6.9,34.0,87.6,0.366,0.141,28.3,7.0,7.0,7.0,Citi Field,95,80,8,L To R,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,0,"Last 7 games: 2/14, 0 HR","platoon edge; pitcher baseline 6.9% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
663586,Austin Riley,ATL,NYM,2026-07-29T23:10:00Z,Pre-Game,8,Christian Scott,681035,R,R,12.19,0.1449,91.18,102.6995,0.4076,0.1879,0.3055,75.83,59.24,40.43,31.57,45.72,13.2,6.9,34.0,87.6,0.366,0.141,28.3,7.0,7.0,7.0,Citi Field,95,80,8,L To R,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 6.9% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
805347,Jim Jarvis,ATL,NYM,2026-07-29T23:10:00Z,Pre-Game,9,Christian Scott,681035,R,L,5.5,0.141,88.3,98.6937,0.345,0.091,0.284,70.8,10.7,29.1,18.2,38.2,1.0,6.9,34.0,87.6,0.366,0.141,28.3,7.0,7.0,7.0,Citi Field,95,80,8,L To R,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","platoon edge; pitcher baseline 6.9% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
805999,A.J. Ewing,NYM,ATL,2026-07-29T23:10:00Z,Pre-Game,1,Chris Sale,519242,L,L,6.4,0.146,89.2,100.1074,0.395,0.141,0.319,70.2,11.0,32.0,25.6,41.9,7.0,5.88,34.07,87.41,0.3284,0.1108,26.46,8.9,8.9,8.9,Citi Field,95,80,8,L To R,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","same-side matchup; pitcher baseline 5.9% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
