hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hitter_hand,barrel_pct,iso,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hard_hit_pct,hr_total,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,pitcher_hr_allowed,pitcher_hr_allowed_vs_lhh,pitcher_hr_allowed_vs_rhh,ballpark,park_hr_factor,weather_temp,wind_speed,wind_direction,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,public_attention,odds
592885,Christian Yelich,MIL,PIT,2026-07-11T20:05:00Z,Pre-Game,1,Bubba Chandler,696149,R,L,8.41,0.1537,89.22,100.9087,0.3914,0.1625,0.3069,73.19,32.45,35.99,20.56,42.97,12.9,7.58,38.32,89.57,0.3877,0.1581,26.86,7.6,7.6,7.6,PNC Park,94,82,5,R To L,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,30,1,"Last 7 games: 6/30, 1 HR","platoon edge; pitcher baseline 7.6% barrel, 7.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
669003,Garrett Mitchell,MIL,PIT,2026-07-11T20:05:00Z,Pre-Game,2,Bubba Chandler,696149,R,L,12.79,0.1559,92.22,103.7649,0.4327,0.182,0.3377,76.94,75.27,34.21,19.37,48.5,5.6,7.58,38.32,89.57,0.3877,0.1581,26.86,7.6,7.6,7.6,PNC Park,94,82,5,R To L,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 2 vs RotoWire 6,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,0,Contact streak: 8/24 over last 7 games,"platoon edge; pitcher baseline 7.6% barrel, 7.6 HR allowed",EV profile; pitcher fly-ball pressure modest,,
668930,Brice Turang,MIL,PIT,2026-07-11T20:05:00Z,Pre-Game,3,Bubba Chandler,696149,R,L,8.07,0.1792,90.96,100.7153,0.4381,0.1796,0.3427,70.25,12.22,27.16,23.43,45.16,14.5,7.58,38.32,89.57,0.3877,0.1581,26.86,7.6,7.6,7.6,PNC Park,94,82,5,R To L,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,30,1,"Last 7 games: 9/30, 1 HR","platoon edge; pitcher baseline 7.6% barrel, 7.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
661388,William Contreras,MIL,PIT,2026-07-11T20:05:00Z,Pre-Game,4,Bubba Chandler,696149,R,R,6.96,0.1222,90.4,101.4391,0.4266,0.1611,0.3336,73.2,35.21,37.3,23.73,44.16,11.4,7.58,38.32,89.57,0.3877,0.1581,26.86,7.6,7.6,7.6,PNC Park,94,82,5,R To L,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,32,0,"Last 7 games: 6/32, 0 HR","same-side matchup; pitcher baseline 7.6% barrel, 7.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
641343,Jake Bauers,MIL,PIT,2026-07-11T20:05:00Z,Pre-Game,5,Bubba Chandler,696149,R,L,13.56,0.2151,92.12,103.1762,0.4668,0.2167,0.3575,76.71,70.77,39.57,29.56,50.78,14.0,7.58,38.32,89.57,0.3877,0.1581,26.86,7.6,7.6,7.6,PNC Park,94,82,5,R To L,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.6% barrel, 7.6 HR allowed",EV profile; pitcher fly-ball pressure modest,,
800325,Luis Lara,MIL,PIT,2026-07-11T20:05:00Z,Pre-Game,6,Bubba Chandler,696149,R,S,0.0,0.0,87.1,94.2293,0.313,0.041,0.301,70.2,20.0,28.6,14.3,28.6,0.0,7.58,38.32,89.57,0.3877,0.1581,26.86,7.6,7.6,7.6,PNC Park,94,82,5,R To L,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,3,3,11,0,"Last 3 games: 3/11, 0 HR","switch hitter; pitcher baseline 7.6% barrel, 7.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
806198,Cooper Pratt,MIL,PIT,2026-07-11T20:05:00Z,Pre-Game,7,Bubba Chandler,696149,R,R,5.7,0.06,88.6,98.534,0.434,0.108,0.388,70.4,10.6,32.7,14.5,34.5,0.0,7.58,38.32,89.57,0.3877,0.1581,26.86,7.6,7.6,7.6,PNC Park,94,82,5,R To L,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 7 vs RotoWire 8,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,23,0,Contact streak: 10/23 over last 7 games,"same-side matchup; pitcher baseline 7.6% barrel, 7.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
686217,Sal Frelick,MIL,PIT,2026-07-11T20:05:00Z,Pre-Game,8,Bubba Chandler,696149,R,L,2.4,0.0953,85.78,96.4264,0.3299,0.0798,0.2899,68.34,3.72,39.81,19.92,27.68,5.7,7.58,38.32,89.57,0.3877,0.1581,26.86,7.6,7.6,7.6,PNC Park,94,82,5,R To L,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 8 vs RotoWire 7,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","platoon edge; pitcher baseline 7.6% barrel, 7.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
687401,Joey Ortiz,MIL,PIT,2026-07-11T20:05:00Z,Pre-Game,9,Bubba Chandler,696149,R,R,3.42,0.0814,86.86,98.4317,0.3305,0.0883,0.2897,72.61,26.71,28.48,21.01,32.73,4.2,7.58,38.32,89.57,0.3877,0.1581,26.86,7.6,7.6,7.6,PNC Park,94,82,5,R To L,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 7.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
693304,Nick Gonzales,PIT,MIL,2026-07-11T20:05:00Z,Pre-Game,1,Shane Drohan,675660,L,R,3.24,0.0887,86.91,98.5422,0.382,0.1056,0.3183,70.5,12.31,40.51,20.14,37.47,4.3,8.2,38.9,88.1,0.364,0.127,25.4,5.0,5.0,5.0,PNC Park,94,82,5,R To L,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,0,Contact streak: 9/24 over last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
664040,Brandon Lowe,PIT,MIL,2026-07-11T20:05:00Z,Pre-Game,2,Shane Drohan,675660,L,L,12.58,0.2392,90.96,101.6218,0.4668,0.2177,0.3399,73.76,40.47,45.46,33.06,45.76,24.0,8.2,38.9,88.1,0.364,0.127,25.4,5.0,5.0,5.0,PNC Park,94,82,5,R To L,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,32,1,"Last 7 games: 8/32, 1 HR","same-side matchup; pitcher baseline 8.2% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
668804,Bryan Reynolds,PIT,MIL,2026-07-11T20:05:00Z,Pre-Game,3,Shane Drohan,675660,L,S,10.24,0.1843,90.99,102.0424,0.454,0.1953,0.359,72.69,29.21,40.57,24.76,46.98,14.6,8.2,38.9,88.1,0.364,0.127,25.4,5.0,5.0,5.0,PNC Park,94,82,5,R To L,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,3,Hot streak: 3 HR in last 7 games,"switch hitter; pitcher baseline 8.2% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
699013,Esmerlyn Valdez,PIT,MIL,2026-07-11T20:05:00Z,Pre-Game,4,Shane Drohan,675660,L,R,28.0,0.341,91.1,103.6384,0.545,0.313,0.359,75.0,49.7,24.0,40.0,50.0,7.0,8.2,38.9,88.1,0.364,0.127,25.4,5.0,5.0,5.0,PNC Park,94,82,5,R To L,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 5.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,,
656811,Ryan O'Hearn,PIT,MIL,2026-07-11T20:05:00Z,Pre-Game,5,Shane Drohan,675660,L,L,7.81,0.1875,89.61,99.6137,0.4302,0.1656,0.333,71.17,12.13,37.4,28.78,44.25,16.3,8.2,38.9,88.1,0.364,0.127,25.4,5.0,5.0,5.0,PNC Park,94,82,5,R To L,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.2% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
542303,Marcell Ozuna,PIT,MIL,2026-07-11T20:05:00Z,Pre-Game,6,Shane Drohan,675660,L,R,9.47,0.1344,89.76,100.308,0.4179,0.1894,0.3246,73.46,36.64,39.96,30.99,40.96,11.2,8.2,38.9,88.1,0.364,0.127,25.4,5.0,5.0,5.0,PNC Park,94,82,5,R To L,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","platoon edge; pitcher baseline 8.2% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
804668,Rafael Flores Jr.,PIT,MIL,2026-07-11T20:05:00Z,Pre-Game,7,Shane Drohan,675660,L,R,15.44,0.4396,91.58,102.6343,0.7821,0.3984,0.522,74.1,53.88,30.81,34.56,42.06,0.7,8.2,38.9,88.1,0.364,0.127,25.4,5.0,5.0,5.0,PNC Park,94,82,5,R To L,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,3,3,7,1,Contact streak: 3/7 over last 3 games,"platoon edge; pitcher baseline 8.2% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
669707,Jared Triolo,PIT,MIL,2026-07-11T20:05:00Z,Pre-Game,8,Shane Drohan,675660,L,R,3.4,0.0891,87.6,98.4754,0.3256,0.0922,0.2855,70.97,8.42,36.66,21.73,36.38,2.8,8.2,38.9,88.1,0.364,0.127,25.4,5.0,5.0,5.0,PNC Park,94,82,5,R To L,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","platoon edge; pitcher baseline 8.2% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
695257,Billy Cook,PIT,MIL,2026-07-11T20:05:00Z,Pre-Game,9,Shane Drohan,675660,L,R,0.0,0.0231,83.35,94.2324,0.2539,0.0444,0.2042,72.1,25.27,22.12,30.41,26.77,0.0,8.2,38.9,88.1,0.364,0.127,25.4,5.0,5.0,5.0,PNC Park,94,82,5,R To L,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,5,0,"Last 7 games: 1/5, 0 HR","platoon edge; pitcher baseline 8.2% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
687263,Zach Neto,LAA,MIN,2026-07-11T18:10:00Z,In Progress,1,Joe Ryan,657746,R,R,13.58,0.2219,90.09,100.3045,0.4383,0.2209,0.323,71.12,12.53,48.46,36.64,42.19,21.1,11.08,42.74,89.99,0.3711,0.1621,29.82,14.8,14.8,14.8,Target Field,99,86,7,Out To LF,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,1,Contact streak: 9/27 over last 7 games,"same-side matchup; pitcher baseline 11.1% barrel, 14.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,,
545361,Mike Trout,LAA,MIN,2026-07-11T18:10:00Z,In Progress,2,Joe Ryan,657746,R,R,19.37,0.2308,91.11,103.6989,0.5349,0.2838,0.3944,74.77,49.2,39.59,33.66,50.14,20.4,11.08,42.74,89.99,0.3711,0.1621,29.82,14.8,14.8,14.8,Target Field,99,86,7,Out To LF,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 11.1% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
694384,Nolan Schanuel,LAA,MIN,2026-07-11T18:10:00Z,In Progress,3,Joe Ryan,657746,R,L,2.82,0.1229,87.29,96.9554,0.3803,0.1071,0.3242,67.85,6.31,40.31,20.66,31.45,7.8,11.08,42.74,89.99,0.3711,0.1621,29.82,14.8,14.8,14.8,Target Field,99,86,7,Out To LF,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,0,Contact streak: 9/26 over last 7 games,"platoon edge; pitcher baseline 11.1% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
624585,Jorge Soler,LAA,MIN,2026-07-11T18:10:00Z,In Progress,4,Joe Ryan,657746,R,R,11.89,0.1762,88.72,101.5846,0.3842,0.1718,0.301,74.63,48.34,50.56,25.17,41.58,11.3,11.08,42.74,89.99,0.3711,0.1621,29.82,14.8,14.8,14.8,Target Field,99,86,7,Out To LF,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","same-side matchup; pitcher baseline 11.1% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
687093,Vaughn Grissom,LAA,MIN,2026-07-11T18:10:00Z,In Progress,5,Joe Ryan,657746,R,R,6.5,0.144,89.7,100.1077,0.416,0.155,0.336,71.6,19.1,40.6,28.4,42.6,5.0,11.08,42.74,89.99,0.3711,0.1621,29.82,14.8,14.8,14.8,Target Field,99,86,7,Out To LF,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"same-side matchup; pitcher baseline 11.1% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
