rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
46,671056,Ivan Herrera,STL,CHC,2026-07-03T20:05:00Z,Pre-Game,2,David Peterson,656849,L,52.5,Longshot,Watch List,"Projected Lineup, Good Environment, Premium Lineup Spot, Platoon Edge",37.2,35.9,74.8,95.5,78.0,0.0,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.88,43.08,90.01,101.3598,0.428,0.1656,0.3626,74.26,45.32,36.68,19.52,12.7,0.159,6.61,42.29,89.97,0.4112,0.1405,18.45,Out To CF,88,Wrigley Field,
47,666018,Jonathan Aranda,TB,HOU,2026-07-04T00:15:00Z,Scheduled,2,Spencer Arrighetti,681293,R,52.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",48.3,35.7,27.6,95.5,80.0,62.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,1,Contact streak: 10/24 over last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.66,47.36,91.46,101.3786,0.4779,0.2002,0.3757,70.15,12.51,30.68,29.01,13.3,0.173,7.82,35.37,88.12,0.3987,0.1574,28.79,,,Daikin Park,
48,571970,Max Muncy,ATH,MIA,2026-07-04T01:40:00Z,Scheduled,6,Tyler Phillips,663969,R,52.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",57.5,37.9,30.9,71.7,80.0,46.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,1,"Last 7 games: 9/29, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 7.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.95,46.53,90.39,101.4115,0.497,0.2485,0.367,71.41,13.94,51.85,34.88,17.6,0.2396,7.55,42.14,89.27,0.3924,0.1471,25.45,,,Sutter Health Park,
49,686527,Dominic Canzone,SEA,TOR,2026-07-04T02:10:00Z,Scheduled,3,Dylan Cease,656302,R,52.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",64.9,19.4,25.4,92.1,80.0,45.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.7% barrel, 9.8 HR allowed",EV profile; pitcher fly-ball pressure modest,15.34,49.21,92.93,103.4969,0.5351,0.2486,0.3809,74.22,43.14,38.99,26.72,12.4,0.2461,5.73,35.26,87.01,0.31,0.1058,22.46,,,T-Mobile Park,
50,665052,Griffin Conine,MIA,ATH,2026-07-04T01:40:00Z,Scheduled,5,Jack Perkins,678022,R,52.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",54.6,33.3,30.9,81.9,80.0,55.6,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,1,Contact streak: 7/19 over last 7 games,"platoon edge; pitcher baseline 7.4% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.17,51.39,89.29,104.4157,0.4978,0.2145,0.3776,74.19,42.85,46.1,17.81,2.7,0.2112,7.43,37.21,88.71,0.3615,0.1342,32.0,,,Sutter Health Park,
51,669127,Shea Langeliers,ATH,MIA,2026-07-04T01:40:00Z,Scheduled,3,Tyler Phillips,663969,R,52.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.4,37.9,30.9,92.1,50.0,40.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,1,"Last 7 games: 8/30, 1 HR","same-side matchup; pitcher baseline 7.5% barrel, 7.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.54,43.85,91.25,102.2637,0.5029,0.2365,0.3539,74.85,49.4,39.95,31.38,23.3,0.2401,7.55,42.14,89.27,0.3924,0.1471,25.45,,,Sutter Health Park,
52,669003,Garrett Mitchell,MIL,AZ,2026-07-04T01:45:00Z,Scheduled,6,Jose Cabrera,703615,R,51.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge, Hot Hitter/Streak",48.3,42.5,28.2,71.7,80.0,81.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,16,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.81,47.45,91.94,103.3711,0.4096,0.168,0.3272,76.8,73.87,35.47,18.74,4.9,0.1573,9.7,38.7,88.8,0.414,0.173,25.8,,,Chase Field,
53,605137,Josh Bell,MIN,NYY,2026-07-03T23:05:00Z,Scheduled,4,Gerrit Cole,543037,R,51.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",46.1,35.8,38.2,90.4,75.0,47.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 7.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.98,43.78,89.77,100.9856,0.464,0.208,0.3394,72.33,27.97,41.57,26.64,14.3,0.1716,7.5,37.7,89.9,0.369,0.131,33.6,,,Yankee Stadium,
54,668939,Adley Rutschman,BAL,CIN,2026-07-03T23:10:00Z,Scheduled,3,Brady Singer,663903,R,51.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",36.7,56.9,39.3,92.1,75.0,0.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","switch hitter; pitcher baseline 10.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.13,41.68,89.4,99.7647,0.4359,0.1725,0.3425,70.66,13.39,37.63,29.15,8.3,0.181,10.73,41.05,91.0,0.465,0.1996,28.68,,,Great American Ball Park,
55,681297,Colton Cowser,BAL,CIN,2026-07-03T23:10:00Z,Scheduled,7,Brady Singer,663903,R,51.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",45.4,59.0,39.3,59.8,80.0,14.1,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,14,0,"Last 7 games: 3/14, 0 HR","platoon edge; pitcher baseline 10.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.63,38.44,87.82,100.6084,0.4236,0.2135,0.314,74.58,45.97,37.26,31.8,10.4,0.1589,10.73,41.05,91.0,0.465,0.1996,28.68,,,Great American Ball Park,
56,691019,Kyle Teel,CWS,CLE,2026-07-03T23:10:00Z,Scheduled,3,Gavin Williams,668909,R,51.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",33.1,58.8,27.6,92.1,80.0,40.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","platoon edge; pitcher baseline 11.2% barrel, 17.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.63,46.28,86.48,99.7612,0.3432,0.1237,0.3062,71.81,27.84,38.37,22.1,3.1,0.1352,11.24,47.03,90.96,0.4281,0.188,24.11,,,Progressive Field,
57,701807,Carson Benge,NYM,ATL,2026-07-03T23:15:00Z,Scheduled,1,Grant Holmes,656550,R,51.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",37.7,51.9,30.9,88.7,80.0,42.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,32,1,"Last 7 games: 9/32, 1 HR","platoon edge; pitcher baseline 9.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.4,42.3,89.7,100.2673,0.451,0.166,0.346,71.2,17.9,29.9,27.8,10.0,0.143,9.54,43.86,90.8,0.4231,0.1782,26.83,,,Truist Park,
58,665862,Jazz Chisholm,NYY,MIN,2026-07-03T23:05:00Z,Scheduled,5,Mike Paredes,702474,R,50.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",42.4,51.4,38.2,81.9,80.0,4.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","platoon edge; pitcher baseline 7.1% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.59,41.06,90.05,100.2141,0.4012,0.1847,0.3096,73.27,33.5,52.68,29.84,17.7,0.1949,7.1,51.8,91.9,0.459,0.174,30.6,,,Yankee Stadium,
59,502671,Paul Goldschmidt,NYY,MIN,2026-07-03T23:05:00Z,Scheduled,3,Mike Paredes,702474,R,50.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",39.5,51.4,38.2,92.1,50.0,43.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.1% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.45,39.85,87.67,99.7365,0.4472,0.1959,0.3283,71.83,17.21,33.18,27.18,12.8,0.2137,7.1,51.8,91.9,0.459,0.174,30.6,,,Yankee Stadium,
