rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
12,691718,Pete Crow-Armstrong,CHC,STL,2026-07-03T20:05:00Z,Pre-Game,1,Andre Pallante,669467,R,59.0,Longshot,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",53.5,28.7,74.8,93.2,80.0,59.1,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.1% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.42,47.9,90.41,101.9262,0.4792,0.2239,0.3497,74.17,44.18,48.9,34.1,22.6,0.2361,6.11,36.75,88.01,0.3859,0.1398,18.17,Out To CF,88,Wrigley Field,
13,646240,Rafael Devers,SF,COL,2026-07-04T00:10:00Z,Scheduled,4,Ryan Feltner,663372,R,58.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",57.9,40.5,38.7,90.4,80.0,80.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.6% barrel, 6.8 HR allowed",EV profile; pitcher fly-ball pressure modest,12.85,52.6,92.59,102.9861,0.4541,0.2238,0.3292,71.6,19.8,32.3,33.11,21.0,0.2193,7.6,39.34,88.67,0.4351,0.1814,26.92,,,Coors Field,
14,696100,Hunter Goodman,COL,SF,2026-07-04T00:10:00Z,Scheduled,3,,,,58.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",62.1,41.2,38.7,92.1,60.0,73.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,6,Hot streak: 6 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.98,47.11,91.29,103.01,0.473,0.2385,0.3268,75.03,50.75,49.82,32.9,28.2,0.2854,,,,,,,,,Coors Field,
15,695657,Colson Montgomery,CWS,CLE,2026-07-03T23:10:00Z,Scheduled,5,Gavin Williams,668909,R,58.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",58.7,58.8,27.6,81.9,80.0,36.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,1,"Last 7 games: 7/29, 1 HR","platoon edge; pitcher baseline 11.2% barrel, 17.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,14.5,44.57,89.61,102.3522,0.4681,0.2458,0.3326,76.51,68.06,48.88,36.45,21.0,0.2676,11.24,47.03,90.96,0.4281,0.188,24.11,,,Progressive Field,
16,678246,Miguel Vargas,CWS,CLE,2026-07-03T23:10:00Z,Scheduled,2,Gavin Williams,668909,R,57.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",56.1,58.8,27.6,95.5,50.0,60.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 11.2% barrel, 17.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.11,44.49,90.12,100.4903,0.5078,0.2424,0.3771,73.12,34.87,42.74,35.8,18.1,0.2181,11.24,47.03,90.96,0.4281,0.188,24.11,,,Progressive Field,
17,624424,Michael Conforto,CHC,STL,2026-07-03T20:05:00Z,Pre-Game,7,Andre Pallante,669467,R,57.5,Longshot,Watch List,"Strong Barrel, Good Environment, Platoon Edge, Hot Hitter/Streak",55.9,28.7,74.8,64.3,80.0,95.3,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,18,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.1% barrel, 12.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.13,47.36,91.93,101.5601,0.4639,0.2113,0.3524,73.02,33.78,40.45,35.46,8.5,0.2194,6.11,36.75,88.01,0.3859,0.1398,18.17,Out To CF,88,Wrigley Field,
18,663757,Trent Grisham,NYY,MIN,2026-07-03T23:05:00Z,Scheduled,1,Mike Paredes,702474,R,57.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",51.0,51.4,38.2,88.7,80.0,60.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,30,1,Contact streak: 12/30 over last 7 games,"platoon edge; pitcher baseline 7.1% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.66,45.91,90.82,100.8612,0.4686,0.2136,0.363,70.16,7.02,42.9,31.33,15.8,0.1905,7.1,51.8,91.9,0.459,0.174,30.6,,,Yankee Stadium,
19,694212,Samuel Basallo,BAL,CIN,2026-07-03T23:10:00Z,Scheduled,5,Brady Singer,663903,R,57.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",47.6,59.0,39.3,81.9,80.0,61.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.65,44.75,90.71,102.5911,0.4394,0.1952,0.3225,75.01,51.05,41.97,28.98,9.6,0.1853,10.73,41.05,91.0,0.465,0.1996,28.68,,,Great American Ball Park,
20,683737,Michael Busch,CHC,STL,2026-07-03T20:05:00Z,Pre-Game,3,Andre Pallante,669467,R,57.3,Longshot,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",49.1,28.7,74.8,96.6,80.0,45.5,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.1% barrel, 12.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.04,43.38,89.61,99.9878,0.4563,0.2174,0.357,68.69,5.11,39.16,36.37,17.9,0.192,6.11,36.75,88.01,0.3859,0.1398,18.17,Out To CF,88,Wrigley Field,
21,666160,Mickey Moniak,COL,SF,2026-07-04T00:10:00Z,Scheduled,2,,,,57.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",57.2,41.2,38.7,95.5,60.0,77.4,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,3,Hot streak: 3 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,14.01,43.13,89.98,100.7412,0.4837,0.242,0.3293,74.15,43.49,50.51,39.5,17.7,0.3131,,,,,,,,,Coors Field,
22,621439,Byron Buxton,MIN,NYY,2026-07-03T23:05:00Z,Scheduled,2,Gerrit Cole,543037,R,57.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",69.9,36.5,38.2,95.5,50.0,34.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,31,1,"Last 7 games: 7/31, 1 HR","same-side matchup; pitcher baseline 7.5% barrel, 7.0 HR allowed",fly-ball profile; pitcher allows elevated contact,18.26,49.25,91.17,102.4991,0.5161,0.2667,0.3507,74.44,43.5,48.03,36.24,28.0,0.2996,7.5,37.7,89.9,0.369,0.131,33.6,,,Yankee Stadium,
23,805811,Bryce Eldridge,SF,COL,2026-07-04T00:10:00Z,Scheduled,6,Ryan Feltner,663372,R,56.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",70.2,40.5,38.7,71.7,80.0,10.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,0,"Last 7 games: 5/26, 0 HR","platoon edge; pitcher baseline 7.6% barrel, 6.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.55,59.7,93.22,103.4707,0.4925,0.2526,0.3636,72.97,27.88,41.63,35.44,4.2,0.1539,7.6,39.34,88.67,0.4351,0.1814,26.92,,,Coors Field,
24,691406,Junior Caminero,TB,HOU,2026-07-04T00:15:00Z,Scheduled,3,Spencer Arrighetti,681293,R,56.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",64.5,35.7,27.6,92.1,50.0,93.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,29,8,Hot streak: 8 HR in last 7 games,"same-side matchup; pitcher baseline 7.8% barrel, 8.1 HR allowed",EV profile; pitcher fly-ball pressure modest,13.51,52.17,93.24,105.5487,0.5066,0.2362,0.3663,79.55,86.63,45.87,23.35,30.3,0.2661,7.82,35.37,88.12,0.3987,0.1574,28.79,,,Daikin Park,
25,665019,Kody Clemens,MIN,NYY,2026-07-03T23:05:00Z,Scheduled,3,Gerrit Cole,543037,R,55.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",54.2,36.5,38.2,92.1,80.0,69.1,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.5% barrel, 7.0 HR allowed",lift-pull EV profile; pitcher allows elevated contact,12.49,47.25,92.34,101.742,0.465,0.2104,0.3373,71.92,14.03,42.37,32.62,15.5,0.2294,7.5,37.7,89.9,0.369,0.131,33.6,,,Yankee Stadium,
26,672960,Kazuma Okamoto,TOR,SEA,2026-07-04T02:10:00Z,Scheduled,3,Luis Castillo,622491,R,55.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",58.3,52.2,25.4,92.1,50.0,53.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.0% barrel, 13.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.8,49.5,91.6,102.7565,0.445,0.223,0.329,73.2,36.1,51.0,30.6,19.0,0.224,9.98,44.16,90.3,0.4271,0.1723,28.07,,,T-Mobile Park,
27,673548,Seiya Suzuki,CHC,STL,2026-07-03T20:05:00Z,Pre-Game,4,Andre Pallante,669467,R,55.3,Longshot,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Hot Hitter/Streak",45.2,28.7,74.8,94.9,50.0,90.2,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,31,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.1% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.86,43.38,89.97,101.349,0.4426,0.1907,0.3373,73.19,34.33,43.16,29.59,18.7,0.2043,6.11,36.75,88.01,0.3859,0.1398,18.17,Out To CF,88,Wrigley Field,
28,682829,Elly De La Cruz,CIN,BAL,2026-07-03T23:10:00Z,Scheduled,1,Trevor Rogers,669432,L,54.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",58.7,36.0,39.3,88.7,75.0,36.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,1,"Last 7 games: 7/29, 1 HR","switch hitter; pitcher baseline 7.0% barrel, 8.1 HR allowed",EV profile; pitcher fly-ball pressure modest,13.66,50.15,93.38,104.513,0.4681,0.2031,0.3479,74.71,47.52,32.65,27.97,15.7,0.2019,7.04,41.54,89.14,0.397,0.1531,24.95,,,Great American Ball Park,
29,682674,Victor Bericoto,SF,COL,2026-07-04T00:10:00Z,Scheduled,8,Ryan Feltner,663372,R,54.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",70.5,40.5,38.7,47.9,50.0,98.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,22,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.6% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,17.2,51.7,90.0,101.0065,0.528,0.311,0.319,74.4,47.6,37.9,31.0,4.0,0.333,7.6,39.34,88.67,0.4351,0.1814,26.92,,,Coors Field,
30,671277,Luis Garcia,WSH,PIT,2026-07-03T22:45:00Z,Scheduled,2,Mitch Keller,656605,R,54.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",47.1,39.0,28.2,95.5,80.0,100.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,24,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 6.8% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.56,46.71,91.6,101.8933,0.4847,0.2002,0.3446,73.1,33.25,39.75,22.12,16.0,0.2279,6.75,42.19,89.26,0.4279,0.1521,24.05,,,Nationals Park,
31,676475,Alec Burleson,STL,CHC,2026-07-03T20:05:00Z,Pre-Game,5,David Peterson,656849,L,54.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Good Environment",53.3,35.9,74.8,81.9,50.0,18.3,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,1,"Last 7 games: 2/22, 1 HR","same-side matchup; pitcher baseline 6.6% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.62,46.71,91.42,101.6486,0.5207,0.234,0.373,72.89,29.34,42.91,29.08,15.2,0.1907,6.61,42.29,89.97,0.4112,0.1405,18.45,Out To CF,88,Wrigley Field,
32,664023,Ian Happ,CHC,STL,2026-07-03T20:05:00Z,Pre-Game,5,Andre Pallante,669467,R,54.3,Longshot,Watch List,"Strong Barrel, Good Environment, Platoon Edge",49.9,27.3,74.8,86.4,75.0,23.4,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,1,"Last 7 games: 4/26, 1 HR","switch hitter; pitcher baseline 6.1% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.78,43.49,89.86,101.2796,0.4353,0.2154,0.3323,71.98,19.23,43.14,34.56,18.8,0.2134,6.11,36.75,88.01,0.3859,0.1398,18.17,Out To CF,88,Wrigley Field,
33,596019,Francisco Lindor,NYM,ATL,2026-07-03T23:15:00Z,Scheduled,4,Grant Holmes,656550,R,54.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",46.9,50.4,30.9,90.4,75.0,54.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 9.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.39,46.85,91.55,100.6433,0.4575,0.1989,0.3471,72.19,21.79,43.92,29.11,12.1,0.1801,9.54,43.86,90.8,0.4231,0.1782,26.83,,,Truist Park,
34,643217,Andrew Benintendi,CWS,CLE,2026-07-03T23:10:00Z,Scheduled,4,Gavin Williams,668909,R,54.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",41.6,58.8,27.6,90.4,80.0,44.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","platoon edge; pitcher baseline 11.2% barrel, 17.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.4,45.09,88.91,99.0471,0.4342,0.1851,0.3235,69.47,3.94,52.27,31.71,13.0,0.1896,11.24,47.03,90.96,0.4281,0.188,24.11,,,Progressive Field,
35,571970,Max Muncy,LAD,SD,2026-07-04T02:10:00Z,Scheduled,5,Michael King,650633,R,54.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",57.5,41.7,27.6,81.9,80.0,46.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,1,"Last 7 games: 9/29, 1 HR","platoon edge; pitcher baseline 9.7% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.95,46.53,90.39,101.4115,0.497,0.2485,0.367,71.41,13.94,51.85,34.88,17.6,0.2396,9.72,36.14,87.59,0.42,0.173,25.09,,,UNIQLO Field at Dodger Stadium,
36,621566,Matt Olson,ATL,NYM,2026-07-03T23:15:00Z,Scheduled,3,Christian Scott,681035,R,54.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",64.4,28.0,30.9,92.1,80.0,26.4,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,0,"Last 7 games: 8/27, 0 HR","platoon edge; pitcher baseline 6.0% barrel, 5.0 HR allowed",EV profile; pitcher fly-ball pressure modest,13.63,51.69,92.95,104.0357,0.506,0.2531,0.3607,74.67,48.51,35.41,32.64,22.7,0.2372,6.0,33.3,87.9,0.394,0.145,29.1,,,Truist Park,
37,641343,Jake Bauers,MIL,AZ,2026-07-04T01:45:00Z,Scheduled,5,Jose Cabrera,703615,R,54.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",59.2,42.5,28.2,81.9,80.0,27.6,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,1,"Last 7 games: 4/22, 1 HR","platoon edge; pitcher baseline 9.7% barrel, 2.0 HR allowed",EV profile; pitcher fly-ball pressure modest,13.42,50.57,92.19,103.0335,0.4612,0.2146,0.3547,76.71,70.63,37.75,29.91,12.6,0.2088,9.7,38.7,88.8,0.414,0.173,25.8,,,Chase Field,
38,575929,Willson Contreras,BOS,LAA,2026-07-04T01:38:00Z,Scheduled,4,Reid Detmers,672282,L,53.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",57.9,31.7,28.2,90.4,78.0,66.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.1% barrel, 7.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.04,47.04,90.46,103.0337,0.4957,0.2331,0.372,76.49,66.93,45.33,26.25,18.6,0.2292,7.08,38.6,89.54,0.3406,0.1236,27.08,,,Angel Stadium,
39,518692,Freddie Freeman,LAD,SD,2026-07-04T02:10:00Z,Scheduled,3,Michael King,650633,R,53.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",50.1,41.7,27.6,92.1,80.0,63.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,26,1,Contact streak: 11/26 over last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.38,46.19,90.83,101.034,0.5034,0.2154,0.3801,70.25,8.54,36.19,29.52,17.0,0.2063,9.72,36.14,87.59,0.42,0.173,25.09,,,UNIQLO Field at Dodger Stadium,
40,676724,Jared Young,NYM,ATL,2026-07-03T23:15:00Z,Scheduled,5,Grant Holmes,656550,R,53.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",49.0,51.9,30.9,81.9,80.0,30.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","platoon edge; pitcher baseline 9.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.25,45.95,88.52,101.4075,0.4315,0.2109,0.3156,73.44,34.3,41.12,27.79,5.4,0.2257,9.54,43.86,90.8,0.4231,0.1782,26.83,,,Truist Park,
41,669065,Kyle Stowers,MIA,ATH,2026-07-04T01:40:00Z,Scheduled,3,Jack Perkins,678022,R,53.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",57.6,33.3,30.9,92.1,80.0,24.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","platoon edge; pitcher baseline 7.4% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.43,52.84,91.24,103.0519,0.4607,0.2146,0.3428,74.93,51.0,47.32,28.14,13.1,0.2119,7.43,37.21,88.71,0.3615,0.1342,32.0,,,Sutter Health Park,
42,664040,Brandon Lowe,PIT,WSH,2026-07-03T22:45:00Z,Scheduled,4,Foster Griffin,656492,L,52.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",55.3,45.0,28.2,90.4,50.0,50.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.4% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.07,46.39,91.03,101.7759,0.4703,0.2226,0.3427,73.69,40.12,45.46,33.34,23.3,0.2448,10.4,37.4,87.7,0.406,0.168,26.7,,,Nationals Park,
43,683002,Gunnar Henderson,BAL,CIN,2026-07-03T23:10:00Z,Scheduled,1,Brady Singer,663903,R,52.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.2,59.0,39.3,88.7,80.0,12.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,30,0,"Last 7 games: 6/30, 0 HR","platoon edge; pitcher baseline 10.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.97,45.49,90.28,101.1618,0.4019,0.1546,0.3172,74.67,47.17,41.99,24.29,16.3,0.1815,10.73,41.05,91.0,0.465,0.1996,28.68,,,Great American Ball Park,
44,694192,Jackson Chourio,MIL,AZ,2026-07-04T01:45:00Z,Scheduled,2,Jose Cabrera,703615,R,52.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",52.5,42.5,28.2,95.5,50.0,61.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.7% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.57,45.52,91.4,102.2847,0.4561,0.2049,0.328,74.67,48.47,32.48,28.57,14.7,0.2189,9.7,38.7,88.8,0.414,0.173,25.8,,,Chase Field,
45,663886,Tyler Stephenson,CIN,BAL,2026-07-03T23:10:00Z,Scheduled,5,Trevor Rogers,669432,L,52.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",49.8,36.9,39.3,81.9,78.0,59.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,1,Contact streak: 9/23 over last 7 games,"platoon edge; pitcher baseline 7.0% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.12,48.08,90.92,100.6875,0.4298,0.1977,0.3284,70.87,9.52,37.57,33.15,8.1,0.1536,7.04,41.54,89.14,0.397,0.1531,24.95,,,Great American Ball Park,
