rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
11,695670,Harry Ford,WSH,COL,2026-07-21T00:40:00Z,Pre-Game,6,Kyle Freeland,607536,L,64.7,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Good Environment, Platoon Edge",58.3,61.8,71.7,71.7,78.0,56.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,2,3,8,1,Contact streak: 3/8 over last 2 games,"platoon edge; pitcher baseline 10.5% barrel, 19.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,21.5,43.0,87.81,97.9901,0.4052,0.2388,0.3139,68.57,11.44,21.5,43.0,0.7,0.35,10.52,44.78,90.96,0.4898,0.1994,29.5,R To L,97,Coors Field,
12,686948,Drake Baldwin,ATL,SD,2026-07-20T23:15:00Z,Pre-Game,1,JP Sears,676664,L,63.0,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",61.0,55.2,47.4,93.2,50.0,100.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,14,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.6% barrel, 11.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.29,50.65,91.63,102.4548,0.5185,0.2353,0.3796,75.09,53.81,31.94,24.41,18.3,0.202,8.63,45.07,90.6,0.4621,0.1966,36.25,In From RF,89,Truist Park,
13,621566,Matt Olson,ATL,SD,2026-07-20T23:15:00Z,Pre-Game,3,JP Sears,676664,L,63.0,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot",66.0,55.2,47.4,96.6,50.0,57.6,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.6% barrel, 11.8 HR allowed",EV profile; pitcher allows elevated contact,14.33,52.11,92.95,104.0698,0.5095,0.258,0.3614,74.6,48.16,37.16,32.15,26.9,0.2519,8.63,45.07,90.6,0.4621,0.1966,36.25,In From RF,89,Truist Park,
14,677800,Wilyer Abreu,BOS,BAL,2026-07-20T23:10:00Z,Pre-Game,3,Shane Baz,669358,R,62.8,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",54.3,41.5,66.2,96.6,80.0,85.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,5,Hot streak: 5 HR in last 7 games,"platoon edge; pitcher baseline 8.0% barrel, 14.1 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.93,43.29,90.38,101.3185,0.4806,0.2243,0.3469,73.89,38.45,37.48,37.87,17.1,0.2024,8.03,40.8,89.91,0.4,0.1504,24.8,Out To LF,79,Fenway Park,
15,690993,Colt Keith,DET,CHC,2026-07-21T00:05:00Z,Pre-Game,3,Jameson Taillon,592791,R,62.5,Tier 3,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",37.8,64.6,77.8,96.6,80.0,42.0,Yes,No,3,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,1,"Last 7 games: 5/18, 1 HR","platoon edge; pitcher baseline 12.4% barrel, 21.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.22,43.21,89.51,100.2889,0.437,0.1709,0.3305,71.61,17.07,38.64,27.98,9.5,0.1465,12.44,38.37,88.44,0.4905,0.2411,36.19,Out To LF,82,Wrigley Field,
16,678554,Curtis Mead,WSH,COL,2026-07-21T00:40:00Z,Pre-Game,2,Kyle Freeland,607536,L,62.4,Tier 3,Watch List,"Projected Lineup, Good Environment, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",38.0,61.8,71.7,95.5,78.0,77.4,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.5% barrel, 19.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.33,40.19,87.85,99.7866,0.4347,0.1796,0.3408,72.81,30.48,43.61,31.21,12.8,0.2049,10.52,44.78,90.96,0.4898,0.1994,29.5,R To L,97,Coors Field,
17,624413,Pete Alonso,BAL,BOS,2026-07-20T23:10:00Z,Pre-Game,2,Payton Tolle,801139,L,62.0,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",68.1,30.0,66.2,100.0,78.0,27.6,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,1,"Last 7 games: 4/22, 1 HR","platoon edge; pitcher baseline 6.9% barrel, 7.1 HR allowed",EV profile; pitcher fly-ball pressure modest,14.42,54.33,93.64,103.8787,0.5251,0.2556,0.379,74.95,50.18,37.13,30.88,26.1,0.2268,6.89,35.57,87.87,0.3637,0.1408,28.93,Out To LF,79,Fenway Park,
18,683737,Michael Busch,CHC,DET,2026-07-21T00:05:00Z,Pre-Game,3,Jack Flaherty,656427,R,61.8,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",46.9,48.9,77.8,92.1,80.0,57.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,29,1,Contact streak: 11/29 over last 7 games,"platoon edge; pitcher baseline 9.0% barrel, 13.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.27,42.47,89.47,99.7111,0.4549,0.2125,0.3556,68.69,5.04,39.16,35.67,18.6,0.1899,8.97,46.25,90.4,0.3948,0.1597,29.8,Out To LF,82,Wrigley Field,
19,575929,Willson Contreras,BOS,BAL,2026-07-20T23:10:00Z,Pre-Game,4,Shane Baz,669358,R,61.7,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",61.4,41.5,66.2,94.9,50.0,74.5,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 8.0% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.53,47.46,90.6,103.1672,0.5174,0.2499,0.3825,76.7,68.68,45.54,28.42,21.4,0.2446,8.03,40.8,89.91,0.4,0.1504,24.8,Out To LF,79,Fenway Park,
20,805808,Kevin McGonigle,DET,CHC,2026-07-21T00:05:00Z,Pre-Game,1,Jameson Taillon,592791,R,61.3,Tier 3,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",34.5,64.6,77.8,93.2,80.0,50.8,Yes,No,1,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 12.4% barrel, 21.2 HR allowed",fly-ball profile; pitcher allows elevated contact,7.9,37.1,87.9,98.4576,0.444,0.176,0.363,71.2,16.9,38.6,35.0,9.0,0.143,12.44,38.37,88.44,0.4905,0.2411,36.19,Out To LF,82,Wrigley Field,
21,696100,Hunter Goodman,COL,WSH,2026-07-21T00:40:00Z,Pre-Game,4,Andrew Alvarez,674841,L,61.3,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",62.2,21.8,71.7,94.9,78.0,89.2,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 4.5% barrel, 1.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,16.19,46.69,91.15,103.0437,0.4828,0.2413,0.3359,75.1,51.17,48.84,31.22,30.3,0.2854,4.54,41.29,89.18,0.3479,0.1046,14.19,R To L,97,Coors Field,
22,663586,Austin Riley,ATL,SD,2026-07-20T23:15:00Z,Pre-Game,4,JP Sears,676664,L,61.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",49.6,55.2,47.4,94.9,78.0,83.2,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.6% barrel, 11.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.05,44.88,90.9,102.3642,0.4097,0.1886,0.3076,75.76,58.68,39.94,32.13,13.2,0.1512,8.63,45.07,90.6,0.4621,0.1966,36.25,In From RF,89,Truist Park,
23,681481,Kerry Carpenter,DET,CHC,2026-07-21T00:05:00Z,Pre-Game,6,Jameson Taillon,592791,R,61.2,Tier 3,Watch List,"Strong Barrel, Good Environment, Platoon Edge",48.8,64.6,77.8,76.2,80.0,0.0,Yes,No,6,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,16,0,"Last 7 games: 0/16, 0 HR","platoon edge; pitcher baseline 12.4% barrel, 21.2 HR allowed",fly-ball profile; pitcher allows elevated contact,11.2,46.1,90.49,99.846,0.4237,0.2032,0.3091,71.83,16.38,43.23,38.14,16.9,0.2317,12.44,38.37,88.44,0.4905,0.2411,36.19,Out To LF,82,Wrigley Field,
24,646240,Rafael Devers,SF,KC,2026-07-20T23:40:00Z,Pre-Game,4,Michael Wacha,608379,R,61.0,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",58.0,35.1,68.7,94.9,80.0,52.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.6% barrel, 14.3 HR allowed",EV profile; pitcher fly-ball pressure modest,12.85,51.83,92.52,103.0568,0.459,0.2266,0.3334,71.74,21.55,33.98,33.6,24.5,0.2284,6.63,35.86,88.13,0.413,0.1605,27.48,Out To CF,96,Kauffman Stadium,
25,679529,Spencer Torkelson,DET,CHC,2026-07-21T00:05:00Z,Pre-Game,7,Jameson Taillon,592791,R,60.9,Tier 3,Watch List,"Strong Barrel, Good Environment",53.0,64.6,77.8,64.3,50.0,55.0,Yes,No,5,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 7 vs RotoWire 5,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,27,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 12.4% barrel, 21.2 HR allowed",fly-ball profile; pitcher allows elevated contact,14.41,43.7,89.92,100.5041,0.4301,0.2111,0.3242,73.07,25.42,47.35,36.53,21.9,0.2153,12.44,38.37,88.44,0.4905,0.2411,36.19,Out To LF,82,Wrigley Field,
26,547180,Bryce Harper,PHI,LAD,2026-07-20T23:10:00Z,Pre-Game,3,Emmet Sheehan,686218,R,60.5,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",52.7,45.6,73.3,96.6,80.0,9.8,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.39,46.45,90.46,102.0192,0.5011,0.2289,0.3806,74.27,46.82,39.17,27.87,22.1,0.2302,9.82,40.06,89.37,0.3831,0.1612,29.1,Out To LF,82,Citizens Bank Park,
27,669127,Shea Langeliers,ATH,AZ,2026-07-21T01:40:00Z,Scheduled,3,Mitch Bratt,683352,L,60.4,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",58.5,58.7,28.2,92.1,78.0,56.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.0% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.96,44.9,91.6,102.5213,0.4973,0.2351,0.3511,74.78,49.33,39.81,31.1,24.7,0.2408,10.0,50.0,89.5,0.481,0.218,35.0,,,Chase Field,
28,545361,Mike Trout,LAA,STL,2026-07-21T02:10:00Z,Scheduled,2,Kyle Leahy,681517,R,60.4,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",69.7,55.9,28.2,95.5,50.0,37.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","same-side matchup; pitcher baseline 10.6% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,18.46,48.74,90.76,103.4252,0.5251,0.2726,0.3909,74.77,49.41,39.66,33.24,20.4,0.2252,10.57,48.51,91.06,0.4513,0.1789,22.89,,,Angel Stadium,
29,693307,Dillon Dingler,DET,CHC,2026-07-21T00:05:00Z,Pre-Game,5,Jameson Taillon,592791,R,60.3,Tier 3,Watch List,"Strong Barrel, Good Environment",48.7,64.6,77.8,86.4,50.0,9.3,Yes,No,2,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 5 vs RotoWire 2,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","same-side matchup; pitcher baseline 12.4% barrel, 21.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.67,46.26,89.79,101.0878,0.5023,0.2165,0.3664,71.91,16.56,40.66,28.78,17.2,0.2128,12.44,38.37,88.44,0.4905,0.2411,36.19,Out To LF,82,Wrigley Field,
30,691718,Pete Crow-Armstrong,CHC,DET,2026-07-21T00:05:00Z,Pre-Game,1,Jack Flaherty,656427,R,60.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",51.4,48.9,77.8,88.7,80.0,0.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","platoon edge; pitcher baseline 9.0% barrel, 13.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.49,46.29,89.92,101.7046,0.4666,0.2162,0.3462,74.1,43.76,49.53,34.45,24.0,0.2347,8.97,46.25,90.4,0.3948,0.1597,29.8,Out To LF,82,Wrigley Field,
31,621439,Byron Buxton,MIN,CLE,2026-07-20T22:40:00Z,Pre-Game,2,Tanner Bibee,676440,R,59.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",70.2,47.5,39.1,100.0,50.0,16.6,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","same-side matchup; pitcher baseline 8.9% barrel, 22.1 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,18.4,49.46,91.24,102.4996,0.5161,0.2667,0.3507,74.44,43.5,48.24,35.89,28.0,0.2989,8.94,39.89,89.27,0.4249,0.1744,27.41,In From CF,83,Progressive Field,
32,673548,Seiya Suzuki,CHC,DET,2026-07-21T00:05:00Z,Pre-Game,2,Jack Flaherty,656427,R,59.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Good Environment, Premium Lineup Spot",46.5,48.9,77.8,95.5,50.0,63.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,26,1,Contact streak: 11/26 over last 7 games,"same-side matchup; pitcher baseline 9.0% barrel, 13.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.56,43.38,89.83,101.4121,0.4461,0.1928,0.3394,73.33,36.08,43.23,30.08,20.1,0.2071,8.97,46.25,90.4,0.3948,0.1597,29.8,Out To LF,82,Wrigley Field,
33,695657,Colson Montgomery,CWS,TEX,2026-07-21T00:05:00Z,Pre-Game,4,Jacob deGrom,594798,R,59.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",56.5,49.8,41.1,94.9,80.0,44.8,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","platoon edge; pitcher baseline 9.0% barrel, 19.0 HR allowed",fly-ball profile; pitcher allows elevated contact,14.01,44.01,89.26,102.1321,0.4667,0.2395,0.3319,76.51,67.99,49.44,35.19,23.1,0.2641,9.02,43.37,90.52,0.3945,0.1665,30.09,None,72,Globe Life Field,
