player,team,opponent,batting_order,pitcher,pitcher_hand,hitter_hand,barrel_pct,iso,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hard_hit_pct,hr_total,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,pitcher_hr_allowed,pitcher_hr_allowed_vs_lhh,pitcher_hr_allowed_vs_rhh,ballpark,park_hr_factor,weather_temp,wind_speed,wind_direction,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,public_attention,odds
Vinnie Pasquantino,KC,TEX,4,Nathan Eovaldi,R,L,7.3,0.132,88.7,98.934708421,.394,.148,.316,70.2,8.3,44.3,27.1,37,6,8.3,40.1,88.7,.430,.175,24.9,14,14,14,Kauffman Stadium,92,89,14,Out To LF,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,,
Salvador Perez,KC,TEX,5,Nathan Eovaldi,R,R,8.4,0.141,88.6,99.889624737,.390,.167,.291,71.4,15.8,39.5,30.5,40,9,8.3,40.1,88.7,.430,.175,24.9,14,14,14,Kauffman Stadium,92,89,14,Out To LF,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,,
Jac Caglianone,KC,TEX,6,Nathan Eovaldi,R,L,15.3,0.153,93.9,106.58337,.458,.196,.347,76.7,69.4,38.9,24.4,59.5,6,8.3,40.1,88.7,.430,.175,24.9,14,14,14,Kauffman Stadium,92,89,14,Out To LF,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,,
Michael Massey,KC,TEX,7,Nathan Eovaldi,R,L,8.8,0.197,91.1,99.272527143,.404,.186,.281,72.1,15.4,43.9,43,43.9,6,8.3,40.1,88.7,.430,.175,24.9,14,14,14,Kauffman Stadium,92,89,14,Out To LF,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,,
Isaac Collins,KC,TEX,8,Nathan Eovaldi,R,S,7.3,0.091,88,99.461188361,.300,.085,.301,73.5,34.4,41.9,27.4,37.9,3,8.3,40.1,88.7,.430,.175,24.9,14,14,14,Kauffman Stadium,92,89,14,Out To LF,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,,
Kyle Isbel,KC,TEX,9,Nathan Eovaldi,R,L,3.1,0.111,88.5,98.726978966,.323,.087,.272,71.7,17.9,29.9,17.3,33.9,3,8.3,40.1,88.7,.430,.175,24.9,14,14,14,Kauffman Stadium,92,89,14,Out To LF,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,,
Ronald Acuña Jr.,ATL,CWS,1,Brandon Eisert,L,R,13.2,0.171,90.1,101.782000694,.494,.238,.380,76,62,36.8,29.9,43.8,7,5.1,43.6,90.3,.332,.123,30.8,1,1,1,Rate Field,100,84,8,Out To RF,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,,
Michael Harris II,ATL,CWS,2,Brandon Eisert,L,L,15.2,0.217,93,104.877790114,.556,.249,.386,75,51.1,32.4,25.7,53.1,13,5.1,43.6,90.3,.332,.123,30.8,1,1,1,Rate Field,100,84,8,Out To RF,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,,
Matt Olson,ATL,CWS,3,Brandon Eisert,L,L,14,0.272,93.7,104.628938144,.533,.271,.371,74.8,50.4,34,34,53.1,17,5.1,43.6,90.3,.332,.123,30.8,1,1,1,Rate Field,100,84,8,Out To RF,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,,
Ozzie Albies,ATL,CWS,4,Brandon Eisert,L,S,4.6,0.167,87,97.054248182,.387,.136,.307,68.9,5.8,43.5,31.4,28.7,10,5.1,43.6,90.3,.332,.123,30.8,1,1,1,Rate Field,100,84,8,Out To RF,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,,
Mauricio Dubón,ATL,CWS,5,Brandon Eisert,L,R,5.9,0.154,87,96.757069785,.390,.129,.313,69.1,2.9,29.4,27.3,28.9,6,5.1,43.6,90.3,.332,.123,30.8,1,1,1,Rate Field,100,84,8,Out To RF,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,,
Dominic Smith,ATL,CWS,6,Brandon Eisert,L,L,8.4,0.173,88.9,98.499945763,.472,.180,.354,68.6,4.4,26.4,35.5,35.5,6,5.1,43.6,90.3,.332,.123,30.8,1,1,1,Rate Field,100,84,8,Out To RF,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,,
Austin Riley,ATL,CWS,7,Brandon Eisert,L,R,10.2,0.150,91,101.833686988,.401,.186,.305,75.5,55.2,44,31.3,44.6,8,5.1,43.6,90.3,.332,.123,30.8,1,1,1,Rate Field,100,84,8,Out To RF,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,,
Mike Yastrzemski,ATL,CWS,8,Brandon Eisert,L,L,4.1,0.123,90.6,99.1478135,.331,.096,.299,70.9,5.3,47.1,28.9,39.7,3,5.1,43.6,90.3,.332,.123,30.8,1,1,1,Rate Field,100,84,8,Out To RF,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,,
Austin Wynns,ATL,CWS,9,Brandon Eisert,L,R,6.1,0.000,85.5,96.596043125,.337,.130,.265,71.8,19.7,36.4,30.3,24.2,0,5.1,43.6,90.3,.332,.123,30.8,1,1,1,Rate Field,100,84,8,Out To RF,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,,
Sam Antonacci,CWS,ATL,1,Grant Holmes,R,L,6.7,0.093,87.8,98.036693433,.433,.125,.375,70,10.4,27.2,19.1,36,1,10.4,46.2,90.8,.437,.191,26.6,12,12,12,Rate Field,100,84,8,Out To RF,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,,
Miguel Vargas,CWS,ATL,2,Grant Holmes,R,R,14.1,0.247,89.8,101.049332174,.523,.264,.392,74,43.9,40.8,35.3,45.7,15,10.4,46.2,90.8,.437,.191,26.6,12,12,12,Rate Field,100,84,8,Out To RF,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,,
Andrew Benintendi,CWS,ATL,3,Grant Holmes,R,L,10.7,0.166,88.9,99.171623077,.435,.184,.324,69.5,4.6,53.8,32.6,47,6,10.4,46.2,90.8,.437,.191,26.6,12,12,12,Rate Field,100,84,8,Out To RF,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,,
Jacob Gonzalez,CWS,ATL,4,Grant Holmes,R,L,7.7,0.150,91.2,102.909217143,.476,.242,.353,72.7,23.8,46.2,30.8,53.8,1,10.4,46.2,90.8,.437,.191,26.6,12,12,12,Rate Field,100,84,8,Out To RF,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,,
Chase Meidroth,CWS,ATL,5,Grant Holmes,R,R,5.6,0.118,87.7,97.45345046,.336,.106,.290,67.1,1.3,39.6,21.4,36.3,5,10.4,46.2,90.8,.437,.191,26.6,12,12,12,Rate Field,100,84,8,Out To RF,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,,
Braden Montgomery,CWS,ATL,6,Grant Holmes,R,S,,,,,,,,,,,,,,10.4,46.2,90.8,.437,.191,26.6,12,12,12,Rate Field,100,84,8,Out To RF,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,,
Tristan Peters,CWS,ATL,7,Grant Holmes,R,L,4.5,0.141,86.5,97.404176949,.357,.107,.299,69.4,5.5,48.5,20.9,26.1,2,10.4,46.2,90.8,.437,.191,26.6,12,12,12,Rate Field,100,84,8,Out To RF,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,,
Luisangel Acuña,CWS,ATL,8,Grant Holmes,R,R,3.3,0.018,89.4,99.825412889,.305,.069,.268,72,27.6,35.9,18.5,38,0,10.4,46.2,90.8,.437,.191,26.6,12,12,12,Rate Field,100,84,8,Out To RF,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,,
Drew Romo,CWS,ATL,9,Grant Holmes,R,S,9.3,0.261,84.6,96.748005556,.343,.150,.283,69.6,6,40.7,33.3,29.6,5,10.4,46.2,90.8,.437,.191,26.6,12,12,12,Rate Field,100,84,8,Out To RF,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,,
Jake McCarthy,COL,CHC,1,Colin Rea,R,L,5.8,0.171,84.6,95.982614923,.394,.137,.308,71.2,12.7,37.4,23,24.5,4,12.4,45.3,91.3,.489,.211,26.4,9,9,9,Coors Field,120,88,18,Out To RF,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,,
Willi Castro,COL,CHC,2,Colin Rea,R,S,5.5,0.104,88.8,100.304132381,.350,.128,.291,72.7,24,45.7,33.1,44.9,3,12.4,45.3,91.3,.489,.211,26.4,9,9,9,Coors Field,120,88,18,Out To RF,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,,
TJ Rumfield,COL,CHC,3,Colin Rea,R,L,7.1,0.150,85.3,97.7672225,.411,.155,.330,69.2,10.6,47.8,25.5,35.3,7,12.4,45.3,91.3,.489,.211,26.4,9,9,9,Coors Field,120,88,18,Out To RF,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,,
Hunter Goodman,COL,CHC,4,Colin Rea,R,R,15.5,0.273,91,102.858606197,.442,.217,.319,75.3,54,53.1,34.3,46.9,17,12.4,45.3,91.3,.489,.211,26.4,9,9,9,Coors Field,120,88,18,Out To RF,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,,
Troy Johnston,COL,CHC,5,Colin Rea,R,L,3,0.116,89,98.34153037,.398,.112,.329,69.8,4.6,35.2,22.4,36.4,2,12.4,45.3,91.3,.489,.211,26.4,9,9,9,Coors Field,120,88,18,Out To RF,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,,
Ezequiel Tovar,COL,CHC,6,Colin Rea,R,R,8.2,0.114,87.9,99.02596038,.394,.160,.296,71.8,18.2,37.7,30.2,35.8,4,12.4,45.3,91.3,.489,.211,26.4,9,9,9,Coors Field,120,88,18,Out To RF,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,,
Cole Carrigg,COL,CHC,7,Colin Rea,R,S,,,,,,,,,,,,,,12.4,45.3,91.3,.489,.211,26.4,9,9,9,Coors Field,120,88,18,Out To RF,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,,
Kyle Karros,COL,CHC,8,Colin Rea,R,R,6.7,0.110,89.9,100.301007313,.384,.130,.335,70.2,5.5,37.8,20.7,43,3,12.4,45.3,91.3,.489,.211,26.4,9,9,9,Coors Field,120,88,18,Out To RF,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,,
Edouard Julien,COL,CHC,9,Colin Rea,R,L,6.7,0.078,90.7,99.889015385,.394,.148,.330,71.5,15.2,36.5,21.2,49,2,12.4,45.3,91.3,.489,.211,26.4,9,9,9,Coors Field,120,88,18,Out To RF,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,,
Fernando Tatis Jr.,SD,CIN,1,Chase Burns,R,R,10.1,0.053,90.3,103.752617872,.413,.130,.349,75.4,58.4,27.7,19.1,50,1,9.2,39.4,89.3,.349,.149,29.4,9,9,9,Petco Park,91,70,7,Out To RF,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,,
Jackson Merrill,SD,CIN,2,Chase Burns,R,L,10.1,0.125,89.8,100.579370366,.427,.187,.318,73.5,31.9,37.3,26,46.2,6,9.2,39.4,89.3,.349,.149,29.4,9,9,9,Petco Park,91,70,7,Out To RF,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,,
Manny Machado,SD,CIN,3,Chase Burns,R,R,8,0.170,89.8,100.786175747,.387,.165,.303,74.4,40.9,42.5,24.1,42.5,11,9.2,39.4,89.3,.349,.149,29.4,9,9,9,Petco Park,91,70,7,Out To RF,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,,
Gavin Sheets,SD,CIN,4,Chase Burns,R,L,9.6,0.224,89.5,100.149291029,.428,.185,.336,74.6,46.9,39.3,25.2,45.9,10,9.2,39.4,89.3,.349,.149,29.4,9,9,9,Petco Park,91,70,7,Out To RF,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,,
Will Wagner,SD,CIN,5,Chase Burns,R,L,,,,,,,,,,,,,,9.2,39.4,89.3,.349,.149,29.4,9,9,9,Petco Park,91,70,7,Out To RF,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,,
Samad Taylor,SD,CIN,6,Chase Burns,R,R,0,0.000,81.8,89.664495,.229,.037,.288,68.1,11.1,60,0,20,0,9.2,39.4,89.3,.349,.149,29.4,9,9,9,Petco Park,91,70,7,Out To RF,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,,
Bryce Johnson,SD,CIN,7,Chase Burns,R,S,0,0.050,79.2,89.849768333,.182,.021,.189,67.9,3.1,26.9,26.9,7.7,0,9.2,39.4,89.3,.349,.149,29.4,9,9,9,Petco Park,91,70,7,Out To RF,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,,
Freddy Fermin,SD,CIN,8,Chase Burns,R,R,2.3,0.125,86.4,96.050924762,.284,.088,.261,70,7.1,42,28.4,26.1,3,9.2,39.4,89.3,.349,.149,29.4,9,9,9,Petco Park,91,70,7,Out To RF,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,,
Sung-Mun Song,SD,CIN,9,Chase Burns,R,L,8.3,0.032,83.8,94.6994725,.332,.120,.311,70.6,5,33.3,41.7,20.8,0,9.2,39.4,89.3,.349,.149,29.4,9,9,9,Petco Park,91,70,7,Out To RF,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,,
