rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
11,686948,Drake Baldwin,ATL,BAL,2026-07-26T17:35:00Z,Pre-Game,1,Shane Baz,669358,R,62.7,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",59.7,40.6,56.1,93.2,80.0,92.6,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.87,50.3,91.63,102.4448,0.5094,0.2318,0.3754,75.02,53.25,31.94,24.76,19.7,0.2055,7.75,41.22,89.84,0.3972,0.1476,24.66,R To L,83,Oriole Park at Camden Yards,
12,606466,Ketel Marte,AZ,WSH,2026-07-26T17:35:00Z,Pre-Game,4,Miles Mikolas,571945,R,62.1,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",51.4,56.5,64.2,94.9,75.0,37.8,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","switch hitter; pitcher baseline 10.0% barrel, 23.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.26,44.9,90.94,102.6225,0.5004,0.2119,0.3676,74.74,45.64,50.1,27.85,21.0,0.2088,9.97,41.66,89.72,0.4962,0.2165,27.86,Out To LF,84,Nationals Park,
13,621566,Matt Olson,ATL,BAL,2026-07-26T17:35:00Z,Pre-Game,3,Shane Baz,669358,R,62.1,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",64.3,40.6,56.1,96.6,80.0,40.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","platoon edge; pitcher baseline 7.8% barrel, 14.1 HR allowed",EV profile; pitcher fly-ball pressure modest,13.98,51.2,92.81,103.8622,0.5018,0.2531,0.3586,74.6,48.37,37.3,32.22,27.6,0.2463,7.75,41.22,89.84,0.3972,0.1476,24.66,R To L,83,Oriole Park at Camden Yards,
14,678246,Miguel Vargas,CWS,HOU,2026-07-26T18:10:00Z,Scheduled,3,Ronel Blanco,669854,R,61.4,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Pitcher Vulnerable, Premium Lineup Spot",54.4,88.5,27.6,92.1,50.0,14.1,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 28.8% barrel, 3.5 HR allowed",fly-ball profile; pitcher allows elevated contact,12.97,44.14,90.19,100.4119,0.4896,0.2305,0.3687,73.05,35.08,42.67,36.22,19.5,0.216,28.77,52.9,92.13,0.5297,0.3342,62.13,,,Rate Field,
15,660271,Shohei Ohtani,LAD,NYM,2026-07-26T17:40:00Z,Pre-Game,1,Freddy Peralta,642547,R,61.0,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",81.1,32.2,37.8,93.2,80.0,12.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,30,0,"Last 7 games: 6/30, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 18.2 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.6,55.06,93.99,104.3092,0.5909,0.3057,0.4117,75.03,53.08,47.61,33.04,31.9,0.2686,6.57,37.44,87.86,0.3638,0.1382,27.08,In From CF,82,Citi Field,
16,621439,Byron Buxton,MIN,ATH,2026-07-26T18:10:00Z,Scheduled,2,Jeffrey Springs,605488,L,60.4,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",69.4,49.4,27.1,95.5,78.0,22.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,0,"Last 7 games: 6/22, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 27.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,17.91,49.81,91.38,102.4436,0.5154,0.2646,0.3507,74.44,43.99,48.03,34.98,28.0,0.287,9.43,36.25,88.16,0.4464,0.1967,32.86,,,Target Field,
17,691023,Jordan Walker,STL,CIN,2026-07-26T18:15:00Z,Pre-Game,3,Andrew Abbott,671096,L,60.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",58.0,39.7,65.1,96.6,78.0,19.5,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,0,"Last 7 games: 7/28, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 16.9 HR allowed",EV profile; pitcher fly-ball pressure modest,12.93,49.86,93.21,105.1718,0.4582,0.1984,0.3382,78.87,83.26,38.17,22.93,17.2,0.1862,7.51,37.06,89.2,0.406,0.1576,28.07,Out To CF,94,Busch Stadium,
18,624413,Pete Alonso,BAL,ATL,2026-07-26T17:35:00Z,Pre-Game,2,Reynaldo López,625643,R,59.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",68.1,41.2,56.1,100.0,50.0,13.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,0,"Last 7 games: 6/29, 0 HR","same-side matchup; pitcher baseline 6.8% barrel, 7.3 HR allowed",EV profile; pitcher fly-ball pressure modest,14.28,54.54,93.78,104.0211,0.5279,0.2549,0.3804,74.88,49.48,36.71,30.67,26.1,0.2233,6.81,40.06,88.43,0.4894,0.1797,26.67,R To L,83,Oriole Park at Camden Yards,
19,686611,Dylan Crews,WSH,AZ,2026-07-26T17:35:00Z,Pre-Game,3,Kohl Drake,684442,L,59.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",41.7,53.3,64.2,96.6,78.0,59.6,Yes,No,4,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 3 vs RotoWire 4,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 15.4% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.59,41.43,90.33,101.4893,0.4182,0.1804,0.3231,73.65,34.69,33.45,29.24,8.6,0.1503,15.4,46.2,87.7,0.415,0.129,30.8,Out To LF,84,Nationals Park,
20,663993,Nathaniel Lowe,CIN,STL,2026-07-26T18:15:00Z,Pre-Game,5,Kyle Leahy,681517,R,59.5,Longshot,Watch List,"Strong Barrel, Platoon Edge, Hot Hitter/Streak",41.0,54.9,65.1,86.4,80.0,74.5,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.08,41.08,89.0,100.9463,0.4367,0.1842,0.3352,74.03,38.51,37.69,26.27,13.8,0.2027,10.43,48.44,90.85,0.4478,0.1782,22.19,Out To CF,94,Busch Stadium,
21,596146,Max Kepler,AZ,WSH,2026-07-26T17:35:00Z,Pre-Game,5,Miles Mikolas,571945,R,59.4,Longshot,Watch List,"Strong Barrel, Platoon Edge",44.6,58.2,64.2,86.4,80.0,36.0,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,1,"Last 7 games: 5/21, 1 HR","platoon edge; pitcher baseline 10.0% barrel, 23.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.62,46.24,89.54,100.0317,0.4122,0.1965,0.3068,71.3,15.3,42.9,32.73,6.8,0.1687,9.97,41.66,89.72,0.4962,0.2165,27.86,Out To LF,84,Nationals Park,
22,682928,CJ Abrams,WSH,AZ,2026-07-26T17:35:00Z,Pre-Game,4,Kohl Drake,684442,L,59.1,Longshot,Watch List,"Premium Lineup Spot, Hot Hitter/Streak",42.2,53.3,64.2,94.9,50.0,100.0,Yes,No,3,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 4 vs RotoWire 3,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,14,29,5,Hot streak: 5 HR in last 7 games,"same-side matchup; pitcher baseline 15.4% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.98,41.37,89.47,100.1242,0.4472,0.1903,0.3377,72.75,26.9,43.94,29.22,23.2,0.2376,15.4,46.2,87.7,0.415,0.129,30.8,Out To LF,84,Nationals Park,
23,545361,Mike Trout,LAA,SF,2026-07-26T20:05:00Z,Scheduled,2,Carson Whisenhunt,687931,L,58.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",67.9,51.0,19.3,95.5,78.0,17.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","platoon edge; pitcher baseline 7.9% barrel, 2.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,17.97,48.67,90.76,103.482,0.5174,0.2642,0.3895,74.77,49.41,39.87,32.12,20.4,0.2168,7.88,43.42,90.23,0.4743,0.2046,37.18,,,Oracle Park,
24,671739,Michael Harris II,ATL,BAL,2026-07-26T17:35:00Z,Pre-Game,4,Shane Baz,669358,R,58.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",50.3,40.6,56.1,94.9,80.0,65.2,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.41,47.67,90.83,103.5768,0.4849,0.1977,0.3444,74.65,46.72,36.29,23.68,19.3,0.1943,7.75,41.22,89.84,0.3972,0.1476,24.66,R To L,83,Oriole Park at Camden Yards,
25,701762,Nick Kurtz,ATH,MIN,2026-07-26T18:10:00Z,Scheduled,2,Connor Prielipp,687570,L,58.5,Longshot,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot",75.2,45.4,27.1,95.5,50.0,18.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,26,1,"Last 7 games: 2/26, 1 HR","same-side matchup; pitcher baseline 9.4% barrel, 8.0 HR allowed",EV profile; pitcher fly-ball pressure modest,18.22,56.14,93.33,105.6398,0.502,0.2563,0.3741,77.97,78.58,33.9,30.7,24.8,0.2583,9.4,39.6,90.2,0.407,0.171,26.0,,,Target Field,
26,668709,JJ Bleday,CIN,STL,2026-07-26T18:15:00Z,Pre-Game,3,Kyle Leahy,681517,R,58.5,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",40.4,54.9,65.1,96.6,80.0,29.2,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 10.4% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.55,40.66,88.91,100.0678,0.4262,0.1844,0.3383,73.24,28.8,45.67,32.29,16.1,0.2242,10.43,48.44,90.85,0.4478,0.1782,22.19,Out To CF,94,Busch Stadium,
27,805811,Bryce Eldridge,SF,LAA,2026-07-26T20:05:00Z,Scheduled,2,José Soriano,667755,R,58.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",73.7,36.6,19.3,95.5,80.0,31.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,1,"Last 7 games: 5/24, 1 HR","platoon edge; pitcher baseline 7.8% barrel, 12.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,16.74,59.07,93.5,103.6185,0.4988,0.2638,0.3671,73.11,29.35,41.42,38.31,7.0,0.163,7.83,40.78,89.51,0.3803,0.1369,18.68,,,Oracle Park,
28,664040,Brandon Lowe,PIT,CHC,2026-07-26T17:35:00Z,Scheduled,2,Jameson Taillon,592791,R,57.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",53.1,65.0,24.3,95.5,80.0,6.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","platoon edge; pitcher baseline 12.5% barrel, 22.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.51,45.97,91.03,101.5593,0.4591,0.2114,0.3357,73.76,40.19,46.44,33.13,24.0,0.2252,12.51,38.86,88.51,0.487,0.239,37.03,,,PNC Park,
29,553993,Eugenio Suárez,CIN,STL,2026-07-26T18:15:00Z,Pre-Game,4,Kyle Leahy,681517,R,57.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",40.1,54.9,65.1,94.9,50.0,70.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 10.4% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.85,37.17,89.01,99.995,0.3776,0.1799,0.285,71.81,20.83,47.47,33.41,24.5,0.228,10.43,48.44,90.85,0.4478,0.1782,22.19,Out To CF,94,Busch Stadium,
30,682988,Tyler Locklear,AZ,WSH,2026-07-26T17:35:00Z,Pre-Game,8,Miles Mikolas,571945,R,57.4,Longshot,Watch List,Strong Barrel,58.1,58.2,64.2,52.4,50.0,56.6,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,5,6,16,1,Contact streak: 6/16 over last 5 games,"same-side matchup; pitcher baseline 10.0% barrel, 23.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,18.18,39.46,87.69,99.9944,0.56,0.2662,0.4081,72.62,31.63,29.16,19.27,1.6,0.2011,9.97,41.66,89.72,0.4962,0.2165,27.86,Out To LF,84,Nationals Park,
31,676369,Nelson Velázquez,STL,CIN,2026-07-26T18:15:00Z,Pre-Game,7,Andrew Abbott,671096,L,57.3,Longshot,Watch List,"Strong Barrel, Platoon Edge",66.6,39.7,65.1,64.3,78.0,0.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,13,0,"Last 7 games: 0/13, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 16.9 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,11.6,65.1,94.6,102.8714,0.501,0.248,0.357,74.8,53.1,46.5,32.6,4.0,0.231,7.51,37.06,89.2,0.406,0.1576,28.07,Out To CF,94,Busch Stadium,
32,682985,Riley Greene,DET,KC,2026-07-26T17:40:00Z,Pre-Game,4,Luinder Avila,679883,R,57.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",64.3,19.3,51.6,94.9,80.0,60.7,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.2% barrel, 4.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,16.05,49.84,91.16,102.8701,0.4945,0.2389,0.36,75.67,58.6,39.89,33.17,21.3,0.1993,5.21,33.46,87.53,0.3431,0.1214,22.4,R To L,77,Comerica Park,
33,694192,Jackson Chourio,MIL,COL,2026-07-26T18:10:00Z,Scheduled,2,Kyle Freeland,607536,L,56.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",50.3,62.1,27.6,95.5,78.0,18.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 20.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.8,45.03,91.4,102.0811,0.4484,0.2,0.3231,74.39,45.67,32.62,28.08,15.4,0.1923,10.45,44.71,90.89,0.4933,0.2029,29.43,,,American Family Field,
