rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,808959,Munetaka Murakami,CWS,COL,2026-09-25T23:40:00Z,Pre-Game,4,Tomoyuki Sugano,608372,R,69.1,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",75.0,68.7,31.1,94.9,80.0,54.7,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 11.8% barrel, 31.6 HR allowed",lift-pull EV profile; pitcher allows elevated contact,19.2,56.0,93.7,104.3067,0.452,0.253,0.346,74.7,49.9,46.8,38.0,33.0,0.263,11.8,42.53,90.77,0.5359,0.2357,30.07,In From LF,63,Rate Field,
2,660271,Shohei Ohtani,LAD,SF,2026-09-26T02:15:00Z,Pre-Game,1,Yunior Marte,805074,R,67.7,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",80.1,49.5,57.8,93.2,80.0,9.8,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","platoon edge; pitcher baseline 11.1% barrel, 3.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.67,54.22,93.85,104.5037,0.5867,0.3022,0.4089,75.03,53.08,46.35,32.13,37.5,0.2721,11.1,41.3,88.4,0.435,0.184,28.6,Out To CF,61,Oracle Park,
3,670541,Yordan Alvarez,HOU,ATH,2026-09-26T01:40:00Z,Pre-Game,2,Jacob Lopez,682052,L,65.7,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Good Environment, Premium Lineup Spot, Hot Hitter/Streak",78.0,28.6,73.9,95.5,50.0,81.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.6% barrel, 19.9 HR allowed",lift-pull EV profile; pitcher allows elevated contact,15.41,53.53,94.42,104.8074,0.6127,0.3042,0.428,76.1,61.66,40.95,35.89,30.5,0.2466,6.6,32.36,85.22,0.3599,0.145,34.72,Out To CF,82,Sutter Health Park,
4,621566,Matt Olson,ATL,MIA,2026-09-25T23:10:00Z,Warmup,3,Eury Pérez,691587,R,62.6,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",65.5,48.9,35.0,96.6,80.0,65.2,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.1% barrel, 17.6 HR allowed",EV profile; pitcher allows elevated contact,14.4,52.46,92.74,103.7282,0.5018,0.2531,0.3551,74.53,47.33,37.72,32.92,37.4,0.2414,10.05,41.6,89.1,0.3842,0.17,30.94,None,72,loanDepot park,
5,695600,Carter Jensen,KC,CLE,2026-09-25T23:40:00Z,Pre-Game,1,Gavin Williams,668909,R,61.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",59.5,54.4,40.7,93.2,80.0,43.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","platoon edge; pitcher baseline 10.7% barrel, 25.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.29,48.57,92.53,102.9961,0.4699,0.2207,0.3497,74.1,38.94,41.63,31.19,18.4,0.2262,10.68,45.84,90.19,0.3973,0.1747,25.79,R To L,64,Kauffman Stadium,
6,695506,Jac Caglianone,KC,CLE,2026-09-25T23:40:00Z,Pre-Game,3,Gavin Williams,668909,R,60.3,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",57.5,54.4,40.7,96.6,80.0,29.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,0,"Last 7 games: 7/22, 0 HR","platoon edge; pitcher baseline 10.7% barrel, 25.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.98,50.73,91.99,104.6877,0.4793,0.2122,0.3455,77.19,73.43,44.35,22.26,18.2,0.1828,10.68,45.84,90.19,0.3973,0.1747,25.79,R To L,64,Kauffman Stadium,
7,608369,Corey Seager,TEX,MIN,2026-09-26T00:10:00Z,Pre-Game,3,Joe Ryan,657746,R,60.1,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",61.3,52.0,37.6,96.6,80.0,21.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,29,1,"Last 7 games: 4/29, 1 HR","platoon edge; pitcher baseline 10.5% barrel, 22.5 HR allowed",lift-pull EV profile; pitcher allows elevated contact,14.6,49.68,92.06,102.5153,0.506,0.2455,0.3643,71.8,15.09,41.27,30.85,19.6,0.2027,10.52,40.99,89.64,0.3977,0.174,30.45,In From RF,69,Target Field,
8,700250,Ben Rice,NYY,BAL,2026-09-25T20:10:00Z,Scheduled,2,Brandon Young,687064,R,60.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",63.4,43.0,38.2,95.5,80.0,48.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 2 vs RotoWire 4,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 19.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.49,50.43,92.25,102.4471,0.5236,0.2527,0.3819,72.84,27.38,44.75,31.09,36.5,0.2643,7.82,40.24,89.26,0.4117,0.1637,26.66,,,Yankee Stadium,
9,641343,Jake Bauers,MIL,STL,2026-09-25T23:40:00Z,Pre-Game,4,Michael McGreevy,700241,R,60.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",60.1,52.2,41.1,94.9,80.0,19.5,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 18.3 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,13.91,50.36,92.05,102.9833,0.4668,0.2188,0.368,76.5,69.44,40.2,30.33,20.3,0.2053,9.15,40.73,90.01,0.4689,0.19,26.76,None,72,American Family Field,
10,660670,Ronald Acuña Jr.,ATL,MIA,2026-09-25T23:10:00Z,Warmup,2,Eury Pérez,691587,R,59.7,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",59.8,48.9,35.0,100.0,50.0,88.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 10.1% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.02,46.9,90.6,103.0876,0.5119,0.2489,0.3781,75.91,61.55,36.02,28.65,20.3,0.2084,10.05,41.6,89.1,0.3842,0.17,30.94,None,72,loanDepot park,
11,669257,Will Smith,LAD,SF,2026-09-26T02:15:00Z,Pre-Game,4,Yunior Marte,805074,R,59.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",51.2,49.5,57.8,94.9,50.0,87.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 11.1% barrel, 3.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.55,42.27,89.62,100.1576,0.5002,0.227,0.3857,69.84,6.38,31.3,39.5,12.1,0.18,11.1,41.3,88.4,0.435,0.184,28.6,Out To CF,61,Oracle Park,
