rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
164,622268,Donovan Walton,ATH,TB,2026-08-12T19:05:00Z,Pre-Game,1,Drew Rasmussen,656876,R,42.8,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",14.4,29.4,67.4,93.2,80.0,12.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,10,0,"Last 7 games: 2/10, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.66,35.26,88.82,97.7583,0.3597,0.097,0.3034,67.71,0.28,36.44,20.41,2.1,0.1148,6.58,36.09,88.71,0.3561,0.1271,22.96,Out To CF,81,Sutter Health Park,
165,701675,Nathan Church,STL,PHI,2026-08-12T18:15:00Z,Pre-Game,5,Zack Wheeler,554430,R,42.7,Longshot,Watch List,"Good Environment, Platoon Edge",17.3,23.9,70.6,86.4,80.0,27.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,0,"Last 7 games: 7/23, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.55,34.64,86.97,98.0137,0.342,0.1123,0.2778,69.67,8.27,35.2,20.06,6.6,0.1081,6.36,34.66,86.91,0.3151,0.1156,25.95,Out To CF,93,Busch Stadium,
166,669224,Austin Wells,NYY,SEA,2026-08-12T23:05:00Z,Scheduled,9,Bryce Miller,682243,R,42.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",37.9,37.3,38.2,40.2,80.0,52.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,1,Contact streak: 7/20 over last 7 games,"platoon edge; pitcher baseline 7.5% barrel, 14.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.03,44.01,89.69,100.6132,0.3801,0.1654,0.2982,72.98,27.53,45.89,33.42,11.9,0.1512,7.51,36.14,88.62,0.3804,0.1533,31.93,,,Yankee Stadium,
167,668939,Adley Rutschman,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,5,José Soriano,667755,R,42.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",33.1,35.1,30.4,81.9,75.0,9.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","switch hitter; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.15,40.7,89.26,99.5151,0.4219,0.1599,0.3404,70.56,13.05,38.75,28.38,8.3,0.1698,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
168,518692,Freddie Freeman,LAD,KC,2026-08-13T02:10:00Z,Scheduled,3,Daniel Lynch IV,663738,L,42.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",42.5,25.7,27.6,92.1,50.0,16.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","same-side matchup; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.42,43.74,90.13,100.4975,0.4824,0.1923,0.3689,70.15,8.26,36.54,27.07,17.7,0.179,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
169,673357,Luis Robert,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,5,Tyler Mahle,641816,R,42.3,Longshot,Watch List,Projected Lineup,32.1,37.0,30.9,81.9,50.0,44.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","same-side matchup; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.38,39.29,89.05,101.4219,0.3805,0.1485,0.3014,76.37,64.61,46.65,26.89,7.7,0.1291,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
170,543807,George Springer,TOR,BOS,2026-08-12T23:07:00Z,Scheduled,4,Ranger Suarez,624133,L,42.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",40.4,18.0,30.4,90.4,78.0,5.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","platoon edge; pitcher baseline 5.1% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.76,41.37,88.95,100.1884,0.4352,0.1862,0.3361,73.24,34.74,41.44,27.14,18.0,0.1866,5.08,33.06,86.64,0.3496,0.1089,22.56,,,Rogers Centre,
171,605141,Mookie Betts,LAD,KC,2026-08-13T02:10:00Z,Scheduled,5,Daniel Lynch IV,663738,L,42.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",32.8,25.7,27.6,81.9,78.0,52.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"platoon edge; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.83,37.69,90.08,98.4859,0.4283,0.1553,0.3293,69.46,8.53,39.82,34.57,15.8,0.1641,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
172,694384,Nolan Schanuel,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,3,Cal Quantrill,615698,R,42.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",13.7,48.5,28.2,92.1,80.0,34.4,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","platoon edge; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.1,31.73,87.5,97.0675,0.3859,0.1113,0.3298,67.96,5.83,41.08,22.13,8.5,0.118,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
173,681047,Christian Franklin,BAL,MIN,2026-08-12T17:40:00Z,In Progress,8,Zebby Matthews,805673,R,42.1,Longshot,Watch List,Strong Barrel,30.7,56.3,44.1,52.4,50.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,12,0,"Last 7 games: 1/12, 0 HR","same-side matchup; pitcher baseline 11.6% barrel, 15.5 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.5,25.0,88.2,96.1334,0.239,0.115,0.232,75.4,72.7,25.0,37.5,0.0,0.084,11.58,40.06,90.11,0.4463,0.1872,27.66,In From CF,86,Target Field,
174,666139,Josh Lowe,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,8,Cal Quantrill,615698,R,42.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",34.5,48.5,28.2,47.9,80.0,19.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,0,"Last 7 games: 4/16, 0 HR","platoon edge; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.93,38.55,88.95,99.3806,0.3875,0.1625,0.2952,73.66,36.92,36.97,31.36,8.9,0.1411,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
175,687093,Vaughn Grissom,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,5,Cal Quantrill,615698,R,41.9,Longshot,Watch List,Projected Lineup,28.9,48.5,28.2,81.9,50.0,9.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","same-side matchup; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.8,39.4,88.4,99.4792,0.398,0.141,0.32,71.6,19.7,40.7,25.8,7.0,0.138,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
176,605170,Victor Caratini,MIN,BAL,2026-08-12T17:40:00Z,In Progress,7,Shane Baz,669358,R,41.8,Longshot,Watch List,Platoon Edge,30.4,38.8,44.1,64.3,75.0,2.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,15,0,"Last 7 games: 2/15, 0 HR","switch hitter; pitcher baseline 7.5% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.86,39.79,89.26,98.995,0.3907,0.1504,0.3206,71.39,16.15,37.57,24.53,8.5,0.1205,7.47,41.36,89.98,0.3951,0.1483,24.94,In From CF,86,Target Field,
177,680700,Richie Palacios,TB,ATH,2026-08-12T19:05:00Z,Pre-Game,8,Jack Perkins,678022,R,41.8,Longshot,Watch List,Platoon Edge,15.3,42.9,67.4,52.4,80.0,35.6,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,14,0,Contact streak: 5/14 over last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 11.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.71,32.83,87.24,96.9286,0.3674,0.1018,0.3257,68.77,3.45,34.78,21.19,3.8,0.1155,9.67,37.56,88.01,0.3832,0.1566,34.52,Out To CF,81,Sutter Health Park,
178,621020,Dansby Swanson,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,8,Jackson Kent,800600,L,41.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",37.8,41.2,28.2,47.9,78.0,30.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.48,42.83,89.73,99.9002,0.4084,0.1743,0.3135,71.32,8.4,46.36,29.19,19.1,0.1793,,,,,,,,,Nationals Park,
179,702222,Justin Crawford,PHI,STL,2026-08-12T18:15:00Z,Pre-Game,9,Kyle Leahy,681517,R,41.7,Longshot,Watch List,"Good Environment, Platoon Edge",10.8,54.3,70.6,44.8,80.0,21.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,0,"Last 7 games: 5/19, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.5,35.1,87.3,98.264,0.322,0.063,0.284,69.0,5.4,27.2,17.0,2.0,0.089,10.43,47.18,90.78,0.4492,0.1754,21.84,Out To CF,93,Busch Stadium,
180,665966,Carlos Narváez,BAL,MIN,2026-08-12T17:40:00Z,In Progress,9,Zebby Matthews,805673,R,41.6,Longshot,Watch List,No major boost,32.6,56.3,44.1,44.8,50.0,0.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,20,0,"Last 7 games: 2/20, 0 HR","same-side matchup; pitcher baseline 11.6% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.77,38.58,91.1,100.2197,0.339,0.1361,0.2748,72.02,19.53,31.46,30.8,6.6,0.1087,11.58,40.06,90.11,0.4463,0.1872,27.66,In From CF,86,Target Field,
181,701678,Hao-Yu Lee,DET,CLE,2026-08-12T22:40:00Z,Scheduled,7,Foster Griffin,656492,L,41.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",33.3,42.9,27.6,59.8,78.0,15.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,9,0,"Last 7 games: 2/9, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 21.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.8,39.5,89.0,99.7217,0.388,0.154,0.289,71.1,19.1,29.9,27.2,6.0,0.154,9.2,37.6,87.9,0.411,0.161,25.8,,,Comerica Park,
182,672640,Otto Lopez,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,3,Carmen Mlodzinski,669387,R,41.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",30.1,40.8,21.5,92.1,50.0,22.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,0,"Last 7 games: 8/30, 0 HR","same-side matchup; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.4,40.4,88.92,100.2836,0.4256,0.1475,0.3258,71.77,23.37,32.37,22.22,10.8,0.1416,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
183,680776,Jarren Duran,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,8,José Soriano,667755,R,41.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",38.8,36.4,30.4,47.9,80.0,29.2,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.84,41.55,90.33,102.1164,0.3918,0.1536,0.3064,74.98,50.1,39.53,22.44,16.0,0.1636,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
184,663604,Brandon Lockridge,MIL,SD,2026-08-12T20:10:00Z,Pre-Game,7,Robbie Ray,592662,L,41.3,Longshot,Watch List,Platoon Edge,10.1,47.4,59.6,64.3,78.0,32.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,9,0,Contact streak: 3/9 over last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,1.99,33.26,86.33,98.822,0.2895,0.0579,0.2691,72.36,31.06,25.81,13.38,0.0,0.0512,8.69,39.87,89.67,0.4046,0.1695,33.87,Out To RF,74,Petco Park,
185,687462,Spencer Horwitz,PIT,MIA,2026-08-12T22:40:00Z,Scheduled,5,Janson Junk,676083,R,41.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.5,44.5,21.5,81.9,80.0,2.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","platoon edge; pitcher baseline 7.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.95,33.62,87.05,97.6614,0.3839,0.1486,0.3281,68.75,5.25,40.64,28.12,10.3,0.1613,7.87,43.17,90.69,0.4257,0.1641,23.43,,,loanDepot park,
186,691788,Joe Mack,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,8,Carmen Mlodzinski,669387,R,41.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",39.4,40.8,21.5,47.9,80.0,24.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,1,"Last 7 games: 3/19, 1 HR","platoon edge; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.6,40.1,88.7,100.0121,0.424,0.189,0.31,74.3,42.4,49.7,24.8,11.0,0.189,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
187,680574,Matt McLain,CIN,CWS,2026-08-12T23:40:00Z,Scheduled,9,Luis Castillo,622491,R,41.1,Longshot,Watch List,Projected Lineup,32.9,53.9,27.6,40.2,50.0,61.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.9% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.06,37.41,88.1,98.8548,0.3806,0.1574,0.3089,71.0,9.96,33.47,33.22,11.5,0.1412,9.91,42.9,90.16,0.4418,0.18,28.07,,,Rate Field,
188,805300,Jakob Marsee,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,1,Carmen Mlodzinski,669387,R,41.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",19.7,40.8,21.5,88.7,80.0,37.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,0,Contact streak: 7/19 over last 7 games,"platoon edge; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.88,36.22,87.64,98.5185,0.3531,0.1162,0.3155,70.5,6.14,40.53,24.03,5.7,0.13,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
189,645277,Ozzie Albies,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,4,Zac Thornton,804267,L,41.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",17.6,41.7,30.9,90.4,75.0,22.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,1,"Last 7 games: 3/20, 1 HR","switch hitter; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.69,29.23,87.08,96.7997,0.3639,0.1286,0.2913,68.86,5.95,46.56,32.04,18.8,0.1621,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
190,807799,Masataka Yoshida,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,6,José Soriano,667755,R,40.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.5,36.4,30.4,71.7,80.0,52.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"platoon edge; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.5,40.43,89.01,99.3899,0.3805,0.1143,0.321,71.69,19.23,44.2,21.46,4.7,0.1269,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
191,694497,Evan Carter,TEX,LAA,2026-08-13T02:10:00Z,Scheduled,5,George Klassen,691946,R,40.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",21.4,45.7,28.2,81.9,80.0,0.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,19,0,"Last 7 games: 0/19, 0 HR","platoon edge; pitcher baseline 13.8% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.76,35.79,87.26,98.6973,0.3334,0.1225,0.294,71.02,17.86,39.26,28.19,7.1,0.1345,13.8,31.0,86.5,0.441,0.168,24.1,,,Angel Stadium,
192,608348,Carson Kelly,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,7,Jackson Kent,800600,L,40.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",26.9,41.2,28.2,59.8,78.0,48.1,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,1,"Last 7 games: 7/22, 1 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.87,37.29,87.54,98.7978,0.3893,0.1498,0.3168,70.75,8.4,39.29,25.5,10.0,0.1342,,,,,,,,,Nationals Park,
193,695731,Braden Montgomery,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,6,Rhett Lowder,695076,R,40.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.4,49.4,27.6,71.7,75.0,25.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","switch hitter; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.6,40.1,89.1,99.9437,0.356,0.12,0.306,69.5,9.0,33.6,20.4,4.0,0.142,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
194,678882,Ceddanne Rafaela,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,2,José Soriano,667755,R,40.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",23.2,36.4,30.4,95.5,50.0,37.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,32,1,"Last 7 games: 8/32, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.68,34.64,87.11,97.9084,0.3817,0.1334,0.2931,70.02,8.9,35.43,25.93,16.0,0.1769,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
195,679845,Nick Loftin,KC,LAD,2026-08-13T02:10:00Z,Scheduled,6,Eric Lauer,641778,L,40.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",16.1,56.3,27.6,71.7,78.0,12.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 19.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.83,30.15,87.15,96.8656,0.3513,0.1151,0.3017,69.05,4.68,45.2,27.03,4.7,0.149,10.41,37.42,89.06,0.4596,0.2077,36.9,,,UNIQLO Field at Dodger Stadium,
196,685133,Wade Meckler,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,1,Cal Quantrill,615698,R,40.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",10.7,48.5,28.2,88.7,80.0,30.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"platoon edge; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.7,29.4,86.0,96.1524,0.363,0.106,0.308,68.8,2.2,34.6,19.1,3.0,0.107,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
197,593428,Xander Bogaerts,SD,MIL,2026-08-12T20:10:00Z,Pre-Game,8,Dustin May,669160,R,40.4,Longshot,Watch List,No major boost,26.5,42.2,59.6,52.4,50.0,14.6,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.85,39.76,88.65,99.8678,0.3822,0.1292,0.3207,72.31,27.66,43.8,22.99,9.6,0.1056,7.52,45.34,90.25,0.3992,0.1476,24.52,Out To RF,74,Petco Park,
198,686555,Isaac Collins,KC,LAD,2026-08-13T02:10:00Z,Scheduled,7,Eric Lauer,641778,L,40.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.1,54.2,27.6,59.8,75.0,2.5,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","switch hitter; pitcher baseline 10.4% barrel, 19.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.53,40.02,88.59,99.9587,0.3387,0.1025,0.3094,73.33,29.92,40.12,26.37,6.9,0.1333,10.41,37.42,89.06,0.4596,0.2077,36.9,,,UNIQLO Field at Dodger Stadium,
