rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
69,665489,Vladimir Guerrero,TOR,KC,2026-09-05T23:10:00Z,Scheduled,2,Seth Lugo,607625,R,49.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",39.7,53.4,23.2,95.5,50.0,44.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","same-side matchup; pitcher baseline 8.7% barrel, 20.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.42,45.45,90.74,103.1006,0.4325,0.1451,0.3476,76.42,63.33,35.11,19.38,12.5,0.1204,8.65,43.66,90.14,0.4632,0.1904,28.9,,,Kauffman Stadium,
70,521692,Salvador Perez,KC,TOR,2026-09-05T23:10:00Z,Scheduled,4,Max Scherzer,453286,R,49.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",46.2,47.6,23.2,90.4,50.0,43.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","same-side matchup; pitcher baseline 10.1% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.51,43.55,89.16,100.6979,0.4528,0.2058,0.3192,71.99,21.93,41.28,31.06,21.6,0.1708,10.09,35.47,88.02,0.4249,0.189,33.53,,,Kauffman Stadium,
71,681393,Connor Norby,COL,STL,2026-09-06T00:10:00Z,Scheduled,2,Matthew Liberatore,669461,L,49.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",27.8,55.9,38.7,95.5,78.0,14.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","platoon edge; pitcher baseline 9.9% barrel, 23.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.51,36.68,87.39,98.1487,0.3617,0.1452,0.2979,70.21,8.2,41.19,34.44,6.6,0.1317,9.9,42.22,90.39,0.4566,0.1899,29.29,,,Coors Field,
72,683737,Michael Busch,CHC,MIA,2026-09-05T20:10:00Z,Scheduled,4,Ryan Gusto,687473,R,49.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",44.4,45.0,21.5,90.4,80.0,18.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,30,1,"Last 7 games: 3/30, 1 HR","platoon edge; pitcher baseline 8.3% barrel, 10.7 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.43,42.05,89.54,99.6974,0.4402,0.202,0.3416,68.97,5.85,39.86,35.04,22.1,0.1843,8.31,44.02,89.83,0.4246,0.162,25.21,,,loanDepot park,
73,699302,Hector Rodriguez,CIN,MIL,2026-09-05T22:40:00Z,Scheduled,1,Dustin May,669160,R,49.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",32.5,42.5,39.3,88.7,80.0,56.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.1,34.5,88.6,99.795,0.354,0.152,0.277,74.7,51.1,41.8,29.1,5.0,0.24,7.73,44.43,90.04,0.3999,0.149,24.73,,,Great American Ball Park,
74,650490,Yandy Diaz,TB,TEX,2026-09-05T23:05:00Z,Scheduled,1,Jacob deGrom,594798,R,49.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",41.8,47.3,27.6,88.7,50.0,57.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,29,1,Contact streak: 11/29 over last 7 games,"same-side matchup; pitcher baseline 8.5% barrel, 19.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.6,49.28,91.6,103.2167,0.453,0.167,0.3547,73.57,37.65,23.39,19.44,22.2,0.1701,8.46,43.58,90.31,0.3875,0.1588,29.53,,,Globe Life Field,
75,643217,Andrew Benintendi,CWS,MIN,2026-09-05T23:10:00Z,Scheduled,4,Taj Bradley,671737,R,49.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",37.2,47.9,27.6,90.4,80.0,26.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","platoon edge; pitcher baseline 8.8% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.49,42.15,88.7,98.7825,0.4118,0.1718,0.3123,69.61,4.57,49.61,31.99,15.8,0.1812,8.8,43.33,90.32,0.3864,0.1578,29.19,,,Rate Field,
76,518692,Freddie Freeman,LAD,WSH,2026-09-06T01:10:00Z,Scheduled,2,Cade Cavalli,676917,R,49.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",41.1,33.5,27.6,95.5,80.0,54.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,22,1,Contact streak: 8/22 over last 7 games,"platoon edge; pitcher baseline 6.6% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.93,42.97,90.06,100.2939,0.4789,0.1895,0.3675,70.08,8.19,35.98,27.7,18.4,0.1748,6.6,41.45,88.75,0.3783,0.1347,21.89,,,UNIQLO Field at Dodger Stadium,
77,683002,Gunnar Henderson,BAL,BOS,2026-09-05T23:05:00Z,Scheduled,3,Sonny Gray,543243,R,48.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",37.0,37.2,32.1,92.1,80.0,57.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.6% barrel, 18.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.55,45.28,90.28,101.2986,0.404,0.1511,0.3242,74.6,46.75,40.87,23.03,20.5,0.1752,7.56,38.95,89.11,0.388,0.1383,22.78,,,Oriole Park at Camden Yards,
78,687952,Christian Encarnacion-Strand,BAL,BOS,2026-09-05T23:05:00Z,Scheduled,6,Sonny Gray,543243,R,48.8,Longshot,Watch List,"Projected Lineup, Strong Barrel",56.6,37.2,32.1,71.7,50.0,37.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,1,"Last 7 games: 5/20, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 18.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.46,41.97,90.7,101.7925,0.4855,0.2451,0.3231,73.81,37.95,45.04,30.35,7.4,0.218,7.56,38.95,89.11,0.388,0.1383,22.78,,,Oriole Park at Camden Yards,
79,686469,Vinnie Pasquantino,KC,TOR,2026-09-05T23:10:00Z,Scheduled,5,Max Scherzer,453286,R,48.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",38.1,47.6,23.2,81.9,80.0,52.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.1% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.56,42.25,90.06,100.1259,0.4238,0.1728,0.3277,71.03,14.68,43.84,28.51,15.9,0.1571,10.09,35.47,88.02,0.4249,0.189,33.53,,,Kauffman Stadium,
80,592518,Manny Machado,SD,NYY,2026-09-05T23:15:00Z,Scheduled,3,Carlos Rodón,607074,L,48.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",47.9,32.8,22.6,92.1,78.0,32.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,0,Contact streak: 9/27 over last 7 games,"platoon edge; pitcher baseline 7.0% barrel, 10.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.38,46.74,91.22,101.917,0.4446,0.1897,0.3386,74.64,44.23,39.31,27.45,24.9,0.1843,6.97,37.64,89.44,0.3517,0.1317,27.74,,,Petco Park,
81,664034,Ty France,SD,NYY,2026-09-05T23:15:00Z,Scheduled,4,Carlos Rodón,607074,L,48.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",41.9,32.8,22.6,90.4,78.0,76.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.0% barrel, 10.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.96,46.79,91.18,101.0353,0.4257,0.1723,0.3294,71.77,19.95,35.38,25.53,16.1,0.1849,6.97,37.64,89.44,0.3517,0.1317,27.74,,,Petco Park,
82,691182,Adael Amador,COL,STL,2026-09-06T00:10:00Z,Scheduled,6,Matthew Liberatore,669461,L,48.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge, Hot Hitter/Streak",27.1,54.2,38.7,71.7,75.0,78.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,20,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 9.9% barrel, 23.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.8,28.97,83.96,96.3521,0.3319,0.1524,0.2795,69.55,5.63,39.43,40.77,1.7,0.3372,9.9,42.22,90.39,0.4566,0.1899,29.29,,,Coors Field,
83,592626,Joc Pederson,TEX,TB,2026-09-05T23:05:00Z,Scheduled,1,Drew Rasmussen,656876,R,48.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",49.4,29.0,27.6,88.7,80.0,28.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,1,"Last 7 games: 3/16, 1 HR","platoon edge; pitcher baseline 6.0% barrel, 14.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.62,49.35,91.97,102.0333,0.428,0.1922,0.3339,72.53,25.27,42.76,30.52,19.5,0.2156,6.02,37.14,88.99,0.3568,0.125,23.03,,,Globe Life Field,
84,668904,Royce Lewis,MIN,CWS,2026-09-05T23:10:00Z,Scheduled,5,Anthony Kay,641743,L,48.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",41.4,40.8,27.6,81.9,78.0,43.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","platoon edge; pitcher baseline 8.5% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.52,40.86,89.8,100.6792,0.407,0.1649,0.3103,74.72,50.31,46.86,29.94,13.7,0.1629,8.5,39.1,88.3,0.413,0.154,22.2,,,Rate Field,
85,683748,Victor Mesa,TB,TEX,2026-09-05T23:05:00Z,Scheduled,6,Jacob deGrom,594798,R,48.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",43.0,47.3,27.6,71.7,80.0,23.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,0,"Last 7 games: 5/18, 0 HR","platoon edge; pitcher baseline 8.5% barrel, 19.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.18,40.1,89.84,99.8941,0.4178,0.1879,0.3186,73.72,32.6,41.15,34.26,7.3,0.2008,8.46,43.58,90.31,0.3875,0.1588,29.53,,,Globe Life Field,
86,666160,Mickey Moniak,COL,STL,2026-09-06T00:10:00Z,Scheduled,7,Matthew Liberatore,669461,L,47.9,Longshot,Watch List,"Projected Lineup, Strong Barrel",46.5,55.9,38.7,59.8,50.0,9.8,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","same-side matchup; pitcher baseline 9.9% barrel, 23.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,10.93,42.5,89.56,100.2505,0.4249,0.1958,0.2992,74.19,43.39,45.89,37.75,21.9,0.2487,9.9,42.22,90.39,0.4566,0.1899,29.29,,,Coors Field,
87,694212,Samuel Basallo,BAL,BOS,2026-09-05T23:05:00Z,Scheduled,5,Sonny Gray,543243,R,47.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",46.7,37.2,32.1,81.9,80.0,0.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,19,0,"Last 7 games: 2/19, 0 HR","platoon edge; pitcher baseline 7.6% barrel, 18.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.56,43.0,90.01,101.9599,0.4233,0.1952,0.3106,74.8,48.72,41.97,29.05,13.1,0.186,7.56,38.95,89.11,0.388,0.1383,22.78,,,Oriole Park at Camden Yards,
88,680869,Zack Gelof,ATH,SEA,2026-09-06T01:40:00Z,Scheduled,3,George Kirby,669923,R,47.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",39.0,40.7,25.4,92.1,50.0,79.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.3% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.91,44.05,88.8,99.7357,0.3739,0.1704,0.2813,73.29,27.78,39.11,28.29,11.8,0.1722,7.34,41.73,89.83,0.4004,0.1444,24.66,,,T-Mobile Park,
89,680664,Eduardo Valencia,DET,CLE,2026-09-05T22:10:00Z,Scheduled,6,Parker Messick,800048,L,47.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",64.0,18.3,27.6,71.7,78.0,15.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","platoon edge; pitcher baseline 5.0% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,19.3,47.4,89.5,102.0652,0.495,0.255,0.319,73.1,29.4,36.8,24.6,6.0,0.314,4.96,31.55,87.54,0.3379,0.1142,21.12,,,Progressive Field,
90,553993,Eugenio Suarez,CIN,MIL,2026-09-05T22:40:00Z,Scheduled,6,Dustin May,669160,R,47.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",40.6,42.5,39.3,71.7,50.0,68.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.7% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.85,38.64,88.87,99.9412,0.3755,0.1778,0.2934,72.02,21.88,48.45,34.18,28.7,0.2322,7.73,44.43,90.04,0.3999,0.149,24.73,,,Great American Ball Park,
91,676724,Jared Young,NYM,SF,2026-09-05T20:10:00Z,Scheduled,5,Anthony Molina,683627,R,47.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",38.1,47.0,24.8,81.9,80.0,14.6,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","platoon edge; pitcher baseline 8.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.19,43.08,88.17,100.67,0.407,0.1794,0.3037,73.37,33.04,40.77,27.02,6.8,0.2089,8.02,39.51,87.49,0.4975,0.2112,35.39,,,Citi Field,
92,694249,Cole Carrigg,COL,STL,2026-09-06T00:10:00Z,Scheduled,5,Matthew Liberatore,669461,L,47.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.0,54.2,38.7,81.9,75.0,40.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","switch hitter; pitcher baseline 9.9% barrel, 23.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.3,34.0,87.3,98.2656,0.388,0.136,0.32,73.4,36.2,45.7,28.7,6.0,0.177,9.9,42.22,90.39,0.4566,0.1899,29.29,,,Coors Field,
93,668930,Brice Turang,MIL,CIN,2026-09-05T22:40:00Z,Scheduled,2,Andrew Abbott,671096,L,46.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",35.5,43.4,39.3,95.5,50.0,14.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.58,42.92,90.4,100.2884,0.4213,0.1677,0.335,70.18,13.2,27.37,23.64,17.3,0.1624,8.14,36.99,89.13,0.4214,0.166,28.49,,,Great American Ball Park,
94,671732,Lawrence Butler,ATH,SEA,2026-09-06T01:40:00Z,Scheduled,4,George Kirby,669923,R,46.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",35.8,40.7,25.4,90.4,80.0,28.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,0,"Last 7 games: 8/26, 0 HR","platoon edge; pitcher baseline 7.3% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.08,46.01,90.01,101.9543,0.3821,0.1444,0.3162,73.63,37.53,34.4,21.44,14.7,0.1476,7.34,41.73,89.83,0.4004,0.1444,24.66,,,T-Mobile Park,
95,683357,Owen Caissie,MIA,CHC,2026-09-05T20:10:00Z,Scheduled,5,Javier Assad,665871,R,46.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",44.3,39.2,21.5,81.9,80.0,12.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,15,0,"Last 7 games: 3/15, 0 HR","platoon edge; pitcher baseline 6.0% barrel, 11.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.72,37.64,89.89,100.2532,0.374,0.1699,0.2782,74.81,54.3,31.18,29.92,9.4,0.1813,6.02,43.97,89.62,0.4253,0.1565,26.5,,,loanDepot park,
96,804606,Konnor Griffin,PIT,LAA,2026-09-05T22:40:00Z,Scheduled,5,Yusei Kikuchi,579328,L,46.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",30.8,54.4,24.3,81.9,78.0,22.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,0,"Last 7 games: 8/30, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 12.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.1,37.0,87.8,100.4346,0.392,0.152,0.305,75.6,57.3,41.4,17.9,5.0,0.128,9.75,44.72,91.14,0.4532,0.1906,24.31,,,PNC Park,
97,701807,Carson Benge,NYM,SF,2026-09-05T20:10:00Z,Scheduled,4,Anthony Molina,683627,R,46.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",31.9,47.0,24.8,90.4,80.0,20.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","platoon edge; pitcher baseline 8.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.3,39.2,88.7,99.6781,0.434,0.155,0.338,71.0,17.2,32.5,27.1,16.0,0.142,8.02,39.51,87.49,0.4975,0.2112,35.39,,,Citi Field,
98,665862,Jazz Chisholm,NYY,SD,2026-09-05T23:15:00Z,Scheduled,6,Robbie Ray,592662,L,46.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",43.3,49.7,22.6,71.7,50.0,45.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,1,"Last 7 games: 6/20, 1 HR","same-side matchup; pitcher baseline 9.0% barrel, 20.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.52,43.02,90.26,100.4636,0.4033,0.1819,0.31,73.27,33.16,50.72,30.26,22.6,0.1942,9.04,39.8,89.74,0.4088,0.1758,34.29,,,Petco Park,
99,681508,Mickey Gasper,BOS,BAL,2026-09-05T23:05:00Z,Scheduled,2,Chris Bassitt,605135,R,46.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",30.2,29.0,32.1,95.5,75.0,87.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,21,3,Hot streak: 3 HR in last 7 games,"switch hitter; pitcher baseline 6.2% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.25,35.54,88.43,98.6368,0.3943,0.1573,0.3249,71.58,12.35,40.31,31.55,5.5,0.1734,6.19,36.25,87.7,0.414,0.1378,23.14,,,Oriole Park at Camden Yards,
100,701538,Jackson Merrill,SD,NYY,2026-09-05T23:15:00Z,Scheduled,5,Carlos Rodón,607074,L,46.2,Longshot,Watch List,"Projected Lineup, Strong Barrel",51.6,32.8,22.6,81.9,50.0,39.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","same-side matchup; pitcher baseline 7.0% barrel, 10.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.09,45.84,90.54,100.7979,0.4774,0.2165,0.3393,72.88,27.19,37.35,30.13,20.2,0.1818,6.97,37.64,89.44,0.3517,0.1317,27.74,,,Petco Park,
101,695734,Daylen Lile,WSH,LAD,2026-09-06T01:10:00Z,Scheduled,4,Tyler Glasnow,607192,R,46.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",35.1,31.0,27.6,90.4,80.0,63.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.9% barrel, 6.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.79,38.84,88.76,99.048,0.4441,0.1705,0.3347,70.71,9.64,41.36,33.11,16.7,0.1885,7.86,37.75,89.39,0.3135,0.1245,25.42,,,UNIQLO Field at Dodger Stadium,
102,694673,Abimelec Ortiz,WSH,LAD,2026-09-06T01:10:00Z,Scheduled,2,Tyler Glasnow,607192,R,45.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",39.3,31.0,27.6,95.5,80.0,13.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","platoon edge; pitcher baseline 7.9% barrel, 6.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.5,36.6,89.1,99.2202,0.421,0.195,0.294,75.5,58.8,43.7,32.4,5.0,0.192,7.86,37.75,89.39,0.3135,0.1245,25.42,,,UNIQLO Field at Dodger Stadium,
