rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,670541,Yordan Alvarez,HOU,TEX,2026-07-11T23:05:00Z,Pre-Game,2,Kumar Rocker,677958,R,70.3,Tier 2,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",85.3,46.8,41.1,100.0,80.0,72.0,Yes,No,2,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 9.6 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,17.3,53.39,94.7,105.1769,0.6603,0.342,0.4476,76.1,61.46,41.09,37.64,22.8,0.2634,8.79,44.0,89.8,0.443,0.1752,22.09,None,72,Globe Life Field,
2,545361,Mike Trout,LAA,MIN,2026-07-11T18:10:00Z,In Progress,2,Joe Ryan,657746,R,69.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",73.3,51.2,68.1,100.0,50.0,79.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 11.1% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,19.37,50.14,91.11,103.6989,0.5349,0.2838,0.3944,74.77,49.2,39.59,33.66,20.4,0.2308,11.08,42.74,89.99,0.3711,0.1621,29.82,Out To LF,86,Target Field,
3,695578,James Wood,WSH,NYY,2026-07-11T20:05:00Z,Warmup,1,Cam Schlittler,693645,R,67.6,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",85.4,34.9,40.2,93.2,80.0,95.7,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 9.4 HR allowed",EV profile; pitcher fly-ball pressure modest,20.88,59.1,94.86,106.4795,0.5819,0.3072,0.4121,76.56,66.2,29.91,26.48,27.5,0.2652,8.06,39.22,88.09,0.3609,0.1407,26.81,In From LF,86,Nationals Park,
4,660271,Shohei Ohtani,LAD,AZ,2026-07-12T01:10:00Z,Scheduled,1,Brandon Pfaadt,694297,R,67.0,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",81.2,52.5,27.6,88.7,80.0,77.4,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 10.8% barrel, 13.4 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.74,54.36,93.99,104.2711,0.593,0.3078,0.4159,75.03,53.43,48.52,32.9,31.2,0.277,10.76,41.46,89.82,0.4457,0.1925,21.24,,,UNIQLO Field at Dodger Stadium,
5,656941,Kyle Schwarber,PHI,DET,2026-07-11T22:10:00Z,Pre-Game,2,Casey Mize,663554,R,66.3,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",82.2,34.5,44.6,100.0,80.0,60.7,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.5% barrel, 9.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,19.82,55.33,93.74,104.6945,0.5432,0.2973,0.3863,77.16,76.12,55.19,34.58,39.2,0.3167,7.52,36.97,88.67,0.3665,0.1427,29.27,In From CF,82,Comerica Park,
6,680664,Eduardo Valencia,DET,PHI,2026-07-11T22:10:00Z,Pre-Game,6,Cristopher Sánchez,650911,L,66.3,Tier 3,Watch List,"Elite Power, Strong Barrel, Platoon Edge",91.1,36.1,44.6,76.2,78.0,63.3,Yes,No,8,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 6 vs RotoWire 8,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,2,3,5,1,Contact streak: 3/5 over last 2 games,"platoon edge; pitcher baseline 8.0% barrel, 11.3 HR allowed",EV profile; pitcher fly-ball pressure modest,33.3,100.0,100.1,101.4313,0.738,0.488,0.463,72.0,27.3,0.0,33.3,1.0,0.6,8.01,42.81,89.21,0.3604,0.1319,17.67,In From CF,82,Comerica Park,
7,699013,Esmerlyn Valdez,PIT,MIL,2026-07-11T20:05:00Z,Pre-Game,4,Shane Drohan,675660,L,65.3,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",78.0,32.8,47.8,94.9,78.0,83.6,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 5.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,28.0,50.0,91.1,103.6384,0.545,0.313,0.359,75.0,49.7,24.0,40.0,7.0,0.341,8.2,38.9,88.1,0.364,0.127,25.4,R To L,82,PNC Park,
8,624413,Pete Alonso,BAL,KC,2026-07-11T23:05:00Z,Pre-Game,4,Noah Cameron,702070,L,65.0,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",68.4,42.9,68.1,90.4,78.0,44.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","platoon edge; pitcher baseline 8.4% barrel, 12.4 HR allowed",EV profile; pitcher fly-ball pressure modest,14.42,54.05,93.64,103.884,0.5293,0.2591,0.379,74.95,49.83,37.48,31.09,25.4,0.2268,8.4,38.31,88.74,0.4408,0.1751,25.4,Out To LF,82,Oriole Park at Camden Yards,
9,808959,Munetaka Murakami,CWS,ATH,2026-07-11T18:10:00Z,In Progress,2,Gage Jump,695611,L,63.8,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",84.7,31.6,40.1,100.0,50.0,74.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 5.6% barrel, 4.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,20.5,59.0,94.2,104.8426,0.522,0.304,0.373,75.2,54.8,44.3,41.0,20.0,0.317,5.6,38.7,89.5,0.399,0.142,28.2,In From LF,79,Rate Field,
10,805811,Bryce Eldridge,SF,COL,2026-07-11T20:05:00Z,Warmup,6,Kyle Freeland,607536,L,63.2,Tier 3,Watch List,Strong Barrel,73.1,63.2,40.3,76.2,50.0,53.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.7% barrel, 18.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,16.53,58.79,93.22,103.7255,0.5121,0.268,0.3734,72.97,27.53,41.98,36.21,5.6,0.1602,10.73,45.41,91.03,0.4968,0.2029,29.71,Varies,63,Oracle Park,
11,671218,Heliot Ramos,SF,COL,2026-07-11T20:05:00Z,Warmup,1,Kyle Freeland,607536,L,63.0,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",56.4,63.2,40.3,93.2,78.0,62.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,31,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.7% barrel, 18.5 HR allowed",EV profile; pitcher fly-ball pressure modest,14.12,49.92,92.22,103.4121,0.4744,0.2065,0.3396,72.74,29.44,35.2,24.35,11.9,0.1839,10.73,45.41,91.03,0.4968,0.2029,29.71,Varies,63,Oracle Park,
12,646240,Rafael Devers,SF,COL,2026-07-11T20:05:00Z,Warmup,4,Kyle Freeland,607536,L,63.0,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",58.8,63.2,40.3,94.9,50.0,91.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 10.7% barrel, 18.5 HR allowed",EV profile; pitcher fly-ball pressure modest,12.85,52.11,92.52,103.0334,0.4702,0.2329,0.339,71.67,20.85,33.91,33.25,23.8,0.2319,10.73,45.41,91.03,0.4968,0.2029,29.71,Varies,63,Oracle Park,
13,686527,Dominic Canzone,SEA,TB,2026-07-11T20:10:00Z,Pre-Game,3,Griffin Jax,643377,R,62.5,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",64.5,49.5,41.1,96.6,80.0,49.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 10.5 HR allowed",EV profile; pitcher fly-ball pressure modest,15.2,49.14,92.79,103.3768,0.5309,0.2486,0.3767,74.29,44.33,40.11,26.79,13.8,0.2426,10.45,42.42,89.06,0.4374,0.1807,22.53,None,72,Tropicana Field,
14,669065,Kyle Stowers,MIA,CLE,2026-07-11T20:10:00Z,Warmup,3,Tanner Bibee,676440,R,62.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",60.6,50.2,35.0,96.6,80.0,83.6,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 9.4% barrel, 22.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.27,53.89,91.59,103.1769,0.467,0.2209,0.3449,75.07,52.19,47.81,28.98,15.9,0.2308,9.36,40.87,89.48,0.434,0.1807,27.34,None,72,loanDepot park,
15,695506,Jac Caglianone,KC,BAL,2026-07-11T23:05:00Z,Pre-Game,3,Kyle Bradish,680694,R,61.3,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",61.2,35.2,68.1,96.6,80.0,34.2,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,31,1,"Last 7 games: 7/31, 1 HR","platoon edge; pitcher baseline 8.8% barrel, 9.3 HR allowed",EV profile; pitcher fly-ball pressure modest,14.24,52.83,92.2,105.1066,0.48,0.2185,0.3476,77.33,74.55,43.02,23.03,12.6,0.1856,8.8,37.08,88.61,0.3627,0.1408,22.1,Out To LF,82,Oriole Park at Camden Yards,
16,665019,Kody Clemens,MIN,LAA,2026-07-11T18:10:00Z,In Progress,4,Ryan Johnson,696270,R,61.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",54.1,43.8,68.1,94.9,80.0,42.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,1,"Last 7 games: 7/25, 1 HR","platoon edge; pitcher baseline 8.2% barrel, 6.8 HR allowed",lift-pull EV profile; pitcher allows elevated contact,12.63,46.9,92.34,101.7244,0.4636,0.209,0.338,71.99,14.31,43.56,32.27,16.9,0.2378,8.15,39.01,88.66,0.4332,0.1791,35.07,Out To LF,86,Target Field,
