hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hitter_hand,barrel_pct,iso,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hard_hit_pct,hr_total,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,pitcher_hr_allowed,pitcher_hr_allowed_vs_lhh,pitcher_hr_allowed_vs_rhh,ballpark,park_hr_factor,weather_temp,wind_speed,wind_direction,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,public_attention,odds
660271,Shohei Ohtani,LAD,NYY,2026-07-19T23:20:00Z,Scheduled,1,,,,L,19.16,0.2798,93.92,104.2964,0.6007,0.3141,0.418,75.1,53.43,47.68,33.11,54.29,31.9,,,,,,,,,,Yankee Stadium,119,,,,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,3,Hot streak: 3 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,,
681624,Andy Pages,LAD,NYY,2026-07-19T23:20:00Z,Scheduled,2,,,,R,8.47,0.196,88.95,100.2268,0.4427,0.177,0.3335,72.88,26.89,36.5,29.49,42.59,20.0,,,,,,,,,,Yankee Stadium,119,,,,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,22,1,Contact streak: 8/22 over last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
518692,Freddie Freeman,LAD,NYY,2026-07-19T23:20:00Z,Scheduled,3,,,,L,10.47,0.1986,90.62,100.8553,0.4894,0.2063,0.371,70.32,8.96,36.33,29.45,45.14,17.7,,,,,,,,,,Yankee Stadium,119,,,,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
605141,Mookie Betts,LAD,NYY,2026-07-19T23:20:00Z,Scheduled,4,,,,R,7.25,0.1697,90.08,98.5765,0.4297,0.1574,0.3314,69.28,7.72,39.82,35.34,38.04,13.7,,,,,,,,,,Yankee Stadium,119,,,,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,,
691777,Max Muncy,LAD,NYY,2026-07-19T23:20:00Z,Scheduled,5,,,,R,10.8,0.1678,89.69,101.5962,0.3663,0.1528,0.2866,74.08,44.98,43.1,23.63,43.67,6.2,,,,,,,,,,Yankee Stadium,119,,,,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
663656,Kyle Tucker,LAD,NYY,2026-07-19T23:20:00Z,Scheduled,6,,,,L,7.3,0.1497,89.33,98.9121,0.4172,0.1521,0.3461,71.51,21.08,44.08,31.44,39.42,11.5,,,,,,,,,,Yankee Stadium,119,,,,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
606192,Teoscar Hernandez,LAD,NYY,2026-07-19T23:20:00Z,Scheduled,7,,,,R,10.66,0.1622,90.2,101.0294,0.434,0.1864,0.3265,72.41,24.91,32.61,30.57,45.96,13.1,,,,,,,,,,Yankee Stadium,119,,,,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,21,0,"Last 7 games: 2/21, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
687221,Dalton Rushing,LAD,NYY,2026-07-19T23:20:00Z,Scheduled,8,,,,L,12.25,0.1879,89.54,101.5901,0.4091,0.1732,0.3194,72.61,17.61,48.03,27.76,43.76,8.2,,,,,,,,,,Yankee Stadium,119,,,,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
669242,Tommy Edman,LAD,NYY,2026-07-19T23:20:00Z,Scheduled,9,,,,S,6.32,0.1472,89.14,100.1334,0.439,0.1265,0.3609,70.55,12.98,44.0,22.3,38.22,4.6,,,,,,,,,,Yankee Stadium,119,,,,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,0,Contact streak: 9/25 over last 7 games,"switch hitter; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
663757,Trent Grisham,NYY,LAD,2026-07-19T23:20:00Z,Scheduled,1,Will Klein,694361,R,L,11.82,0.1975,91.1,101.1264,0.4679,0.2122,0.3609,70.51,8.63,44.93,31.75,47.1,17.2,3.72,38.86,88.65,0.3158,0.0838,13.37,1.4,1.4,1.4,Yankee Stadium,119,,,,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 3.7% barrel, 1.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
