rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,686527,Dominic Canzone,SEA,LAD,2026-07-31T02:10:00Z,Pre-Game,3,Roki Sasaki,808963,R,67.9,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",63.1,58.0,54.6,96.6,80.0,85.2,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 11.3% barrel, 15.8 HR allowed",EV profile; pitcher fly-ball pressure modest,14.71,48.58,92.3,103.0809,0.5323,0.25,0.3767,74.29,44.58,41.23,27.07,15.9,0.2419,11.31,44.35,90.32,0.4314,0.1915,28.56,L To R,83,UNIQLO Field at Dodger Stadium,
2,701762,Nick Kurtz,ATH,BOS,2026-07-31T01:40:00Z,Pre-Game,1,Sonny Gray,543243,R,65.6,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",75.0,38.1,69.9,93.2,80.0,18.3,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,17,1,"Last 7 games: 1/17, 1 HR","platoon edge; pitcher baseline 8.1% barrel, 15.9 HR allowed",EV profile; pitcher fly-ball pressure modest,18.29,55.51,93.19,105.5705,0.5027,0.2577,0.3741,77.9,78.14,34.67,30.91,25.5,0.2604,8.05,38.46,89.11,0.3929,0.1432,22.43,Out To RF,90,Sutter Health Park,
3,805811,Bryce Eldridge,SF,SD,2026-07-31T01:40:00Z,Pre-Game,3,JP Sears,676664,L,62.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot",72.1,52.4,45.6,96.6,50.0,18.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,25,1,"Last 7 games: 2/25, 1 HR","same-side matchup; pitcher baseline 8.8% barrel, 12.5 HR allowed",lift-pull EV profile; pitcher allows elevated contact,16.6,58.23,93.43,103.4977,0.4883,0.2575,0.3629,73.07,28.57,41.91,37.47,7.7,0.1637,8.77,43.88,90.39,0.4313,0.1847,36.25,L To R,75,Petco Park,
4,571970,Max Muncy,LAD,SEA,2026-07-31T02:10:00Z,Pre-Game,4,Bryan Woo,693433,R,60.5,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",57.0,40.3,54.6,94.9,80.0,65.8,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.3% barrel, 16.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.74,46.53,90.6,101.3009,0.49,0.245,0.3628,71.38,14.27,52.97,35.09,20.4,0.241,7.35,42.71,89.45,0.38,0.1478,27.71,L To R,83,UNIQLO Field at Dodger Stadium,
5,571771,Enrique Hernández,LAD,SEA,2026-07-31T02:10:00Z,Pre-Game,9,Bryan Woo,693433,R,59.5,Longshot,Watch List,"Elite Power, Strong Barrel",83.9,40.3,54.6,44.8,50.0,63.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,2,4,4,1,Contact streak: 4/4 over last 2 games,"same-side matchup; pitcher baseline 7.3% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,37.85,63.78,91.28,102.6817,1.0429,0.5965,0.6321,71.94,18.23,47.72,27.22,3.7,0.9239,7.35,42.71,89.45,0.38,0.1478,27.71,L To R,83,UNIQLO Field at Dodger Stadium,
6,575929,Willson Contreras,BOS,ATH,2026-07-31T01:40:00Z,Pre-Game,4,Mason Barnett,686930,R,59.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",59.6,45.0,69.9,94.9,50.0,12.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","same-side matchup; pitcher baseline 9.3% barrel, 4.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.18,47.11,90.6,103.155,0.502,0.2394,0.3783,76.77,68.94,44.91,28.63,21.4,0.2348,9.33,42.36,88.92,0.4109,0.1684,30.43,Out To RF,90,Sutter Health Park,
7,646240,Rafael Devers,SF,SD,2026-07-31T01:40:00Z,Pre-Game,4,JP Sears,676664,L,59.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",57.8,52.4,45.6,94.9,50.0,60.7,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.8% barrel, 12.5 HR allowed",EV profile; pitcher allows elevated contact,12.57,52.04,92.59,103.0894,0.4618,0.2259,0.3369,71.81,21.14,33.84,33.11,25.9,0.2298,8.77,43.88,90.39,0.4313,0.1847,36.25,L To R,75,Petco Park,
8,677800,Wilyer Abreu,BOS,ATH,2026-07-31T01:40:00Z,Pre-Game,3,Mason Barnett,686930,R,58.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",51.1,45.0,69.9,96.6,80.0,0.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,28,0,"Last 7 games: 2/28, 0 HR","platoon edge; pitcher baseline 9.3% barrel, 4.4 HR allowed",fly-ball profile; pitcher allows elevated contact,12.16,42.66,90.03,101.13,0.4624,0.2138,0.3364,73.89,38.45,37.34,37.17,17.1,0.1933,9.33,42.36,88.92,0.4109,0.1684,30.43,Out To RF,90,Sutter Health Park,
9,671218,Heliot Ramos,SF,SD,2026-07-31T01:40:00Z,Pre-Game,2,JP Sears,676664,L,58.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",51.8,52.4,45.6,100.0,78.0,15.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,31,0,"Last 7 games: 7/31, 0 HR","platoon edge; pitcher baseline 8.8% barrel, 12.5 HR allowed",EV profile; pitcher allows elevated contact,12.72,48.87,92.15,102.9916,0.4541,0.1918,0.3291,72.78,29.81,34.71,22.81,12.6,0.1615,8.77,43.88,90.39,0.4313,0.1847,36.25,L To R,75,Petco Park,
10,663728,Cal Raleigh,SEA,LAD,2026-07-31T02:10:00Z,Pre-Game,6,Roki Sasaki,808963,R,57.7,Longshot,Watch List,"Strong Barrel, Platoon Edge",52.3,56.3,54.6,76.2,75.0,26.4,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","switch hitter; pitcher baseline 11.3% barrel, 15.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,14.11,38.47,89.27,100.3953,0.4175,0.2236,0.3143,75.06,53.86,53.73,42.01,25.7,0.2027,11.31,44.35,90.32,0.4314,0.1915,28.56,L To R,83,UNIQLO Field at Dodger Stadium,
