rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
11,701762,Nick Kurtz,ATH,SF,2026-06-25T19:45:00Z,Pre-Game,2,Landen Roupp,694738,R,58.9,Longshot,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",77.8,18.6,40.8,100.0,80.0,28.1,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","platoon edge; pitcher baseline 5.3% barrel, 6.8 HR allowed",EV profile; pitcher fly-ball pressure modest,18.43,56.42,93.89,105.725,0.5209,0.2682,0.3874,77.97,79.28,33.69,30.84,24.1,0.2793,5.33,31.88,87.49,0.3471,0.1134,20.98,Varies,64,Oracle Park,
12,608369,Corey Seager,TEX,TOR,2026-06-25T23:07:00Z,Pre-Game,2,Kevin Gausman,592332,R,58.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",60.4,38.3,43.9,95.5,80.0,44.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.0% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.23,47.44,91.71,102.5382,0.4906,0.2441,0.3545,72.18,16.72,42.18,30.29,12.6,0.1957,8.01,37.83,88.39,0.393,0.1571,26.44,None,72,Rogers Centre,
13,676475,Alec Burleson,STL,AZ,2026-06-25T23:45:00Z,Pre-Game,3,Zac Gallen,668678,R,58.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",53.0,54.7,36.6,96.6,80.0,30.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"platoon edge; pitcher baseline 9.4% barrel, 18.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.27,46.78,91.56,101.6237,0.5235,0.2347,0.3751,72.82,28.29,42.63,29.15,14.5,0.1921,9.42,43.28,90.24,0.4704,0.185,28.13,In From CF,85,Busch Stadium,
14,502671,Paul Goldschmidt,NYY,BOS,2026-06-25T23:10:00Z,Pre-Game,3,Connelly Early,813349,L,58.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",42.7,43.3,64.7,92.1,78.0,77.4,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.9% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.8,41.11,88.09,99.9944,0.4682,0.2071,0.3395,71.76,17.14,34.44,28.51,12.8,0.2284,8.88,40.98,89.65,0.3778,0.154,31.38,Out To LF,78,Fenway Park,
15,669477,Casey Schmitt,SF,ATH,2026-06-25T19:45:00Z,Pre-Game,3,Jeffrey Springs,605488,L,57.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",49.0,49.0,40.8,96.6,78.0,63.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,28,1,Contact streak: 13/28 over last 7 games,"platoon edge; pitcher baseline 9.6% barrel, 23.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.66,43.87,89.5,100.6627,0.4969,0.2108,0.3525,72.19,25.5,40.78,32.03,14.8,0.2088,9.57,36.25,87.95,0.4429,0.196,32.3,Varies,64,Oracle Park,
16,646240,Rafael Devers,SF,ATH,2026-06-25T19:45:00Z,Pre-Game,4,Jeffrey Springs,605488,L,57.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",54.2,49.0,40.8,94.9,50.0,79.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.6% barrel, 23.1 HR allowed",EV profile; pitcher allows elevated contact,11.87,51.97,92.38,102.954,0.4387,0.2091,0.3229,71.67,20.29,33.49,31.78,18.9,0.2074,9.57,36.25,87.95,0.4429,0.196,32.3,Varies,64,Oracle Park,
17,695578,James Wood,WSH,PHI,2026-06-25T22:45:00Z,Scheduled,1,Cristopher Sánchez,650911,L,57.4,Longshot,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot",85.3,33.6,28.2,88.7,50.0,0.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,29,0,"Last 7 games: 3/29, 0 HR","same-side matchup; pitcher baseline 7.7% barrel, 8.5 HR allowed",EV profile; pitcher fly-ball pressure modest,21.44,59.45,95.35,106.442,0.5707,0.2995,0.4051,76.28,64.31,28.93,27.53,23.3,0.2435,7.66,41.97,89.21,0.3534,0.1291,17.46,,,Nationals Park,
18,677800,Wilyer Abreu,BOS,NYY,2026-06-25T23:10:00Z,Pre-Game,3,Cam Schlittler,693645,R,57.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",50.1,30.5,64.7,96.6,80.0,59.1,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.2% barrel, 5.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.74,42.52,90.03,100.9419,0.4659,0.2103,0.3385,73.75,37.96,37.34,36.89,13.6,0.1856,7.15,39.5,88.23,0.3497,0.1288,26.04,Out To LF,78,Fenway Park,
19,691023,Jordan Walker,STL,AZ,2026-06-25T23:45:00Z,Pre-Game,4,Zac Gallen,668678,R,57.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",59.3,54.7,36.6,94.9,50.0,22.4,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","same-side matchup; pitcher baseline 9.4% barrel, 18.4 HR allowed",EV profile; pitcher fly-ball pressure modest,12.79,50.77,93.42,105.0731,0.4652,0.204,0.3382,78.73,83.19,37.54,24.75,14.4,0.189,9.42,43.28,90.24,0.4704,0.185,28.13,In From CF,85,Busch Stadium,
20,682626,Francisco Alvarez,NYM,CHC,2026-06-25T23:10:00Z,Scheduled,6,Matthew Boyd,571510,L,56.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge, Hot Hitter/Streak",59.3,47.1,24.8,71.7,78.0,92.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 9.3% barrel, 7.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.6,48.0,91.49,102.9785,0.4748,0.2241,0.3449,74.28,44.37,42.44,25.66,8.9,0.1854,9.35,46.96,88.99,0.4295,0.1769,21.37,,,Citi Field,
