rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,691406,Junior Caminero,TB,TOR,2026-07-23T19:07:00Z,In Progress,3,Shane Bieber,669456,R,69.3,Tier 3,Watch List,"Strong Barrel, Pitcher Vulnerable, Premium Lineup Spot",63.9,74.3,68.4,96.6,50.0,42.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,0,Contact streak: 10/25 over last 7 games,"same-side matchup; pitcher baseline 11.9% barrel, 7.3 HR allowed",EV profile; pitcher fly-ball pressure modest,13.58,51.54,92.96,105.4656,0.5094,0.2355,0.3684,79.41,86.07,46.57,23.14,33.8,0.2696,11.88,51.7,92.15,0.5602,0.2558,27.64,Out To CF,68,Rogers Centre,
2,683748,Victor Mesa Jr.,TB,TOR,2026-07-23T19:07:00Z,In Progress,4,Shane Bieber,669456,R,65.8,Tier 3,Watch List,"Strong Barrel, Pitcher Vulnerable, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",40.3,74.3,68.4,94.9,80.0,78.7,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 11.9% barrel, 7.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.18,39.82,89.14,100.137,0.4213,0.1809,0.3312,73.68,34.16,44.44,27.96,5.9,0.2218,11.88,51.7,92.15,0.5602,0.2558,27.64,Out To CF,68,Rogers Centre,
3,666018,Jonathan Aranda,TB,TOR,2026-07-23T19:07:00Z,In Progress,2,Shane Bieber,669456,R,65.7,Tier 3,Watch List,"Strong Barrel, Pitcher Vulnerable, Premium Lineup Spot, Platoon Edge",48.5,74.3,68.4,100.0,80.0,7.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","platoon edge; pitcher baseline 11.9% barrel, 7.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.8,47.78,91.6,101.3107,0.4667,0.1967,0.3645,70.08,12.16,30.61,30.34,14.0,0.1646,11.88,51.7,92.15,0.5602,0.2558,27.64,Out To CF,68,Rogers Centre,
4,621439,Byron Buxton,MIN,CLE,2026-07-23T17:10:00Z,In Progress,2,Gavin Williams,668909,R,62.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot",69.5,59.4,36.6,100.0,50.0,21.1,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,0,"Last 7 games: 6/23, 0 HR","same-side matchup; pitcher baseline 11.1% barrel, 20.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,17.98,49.32,91.31,102.4484,0.5175,0.266,0.3521,74.44,43.43,48.1,35.47,28.0,0.294,11.1,47.59,90.82,0.426,0.1873,25.3,In From CF,72,Progressive Field,
5,650490,Yandy Díaz,TB,TOR,2026-07-23T19:07:00Z,In Progress,1,Shane Bieber,669456,R,60.7,Tier 3,Watch List,"Pitcher Vulnerable, Premium Lineup Spot",41.7,74.3,68.4,93.2,50.0,26.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,1,"Last 7 games: 5/29, 1 HR","same-side matchup; pitcher baseline 11.9% barrel, 7.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.53,49.07,91.6,103.3296,0.4548,0.1656,0.3593,73.81,38.73,22.55,20.14,17.3,0.1673,11.88,51.7,92.15,0.5602,0.2558,27.64,Out To CF,68,Rogers Centre,
6,682998,Corbin Carroll,AZ,STL,2026-07-23T21:15:00Z,Pre-Game,2,Michael McGreevy,700241,R,60.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",56.0,52.9,35.6,100.0,80.0,45.5,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.4% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.75,48.01,91.68,102.4745,0.4702,0.2166,0.3524,75.26,55.05,44.99,29.76,19.8,0.2512,9.43,40.94,90.29,0.4801,0.1984,25.36,In From RF,81,Busch Stadium,
7,665019,Kody Clemens,MIN,CLE,2026-07-23T17:10:00Z,In Progress,5,Gavin Williams,668909,R,59.2,Longshot,Watch List,"Strong Barrel, Platoon Edge",53.2,59.4,36.6,86.4,80.0,52.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 11.1% barrel, 20.9 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,12.56,46.48,92.27,101.6393,0.4517,0.2041,0.3289,72.06,14.52,43.91,32.97,18.3,0.2364,11.1,47.59,90.82,0.426,0.1873,25.3,In From CF,72,Progressive Field,
8,682985,Riley Greene,DET,KC,2026-07-23T22:40:00Z,Pre-Game,4,Randy Dobnak,677976,R,59.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",61.7,41.4,38.1,94.9,80.0,54.7,Yes,No,4,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.4% barrel, 1.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.35,49.07,91.09,102.8669,0.4826,0.2305,0.3537,75.67,58.6,40.17,32.47,21.3,0.2007,6.44,45.17,92.09,0.4458,0.1583,19.4,In From LF,73,Comerica Park,
9,596146,Max Kepler,AZ,STL,2026-07-23T21:15:00Z,Pre-Game,5,Michael McGreevy,700241,R,56.6,Longshot,Watch List,"Strong Barrel, Platoon Edge",51.5,52.9,35.6,86.4,80.0,46.0,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","platoon edge; pitcher baseline 9.4% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.23,48.41,90.52,100.6038,0.443,0.2175,0.3215,71.16,15.58,42.62,32.59,6.8,0.1764,9.43,40.94,90.29,0.4801,0.1984,25.36,In From RF,81,Busch Stadium,
10,606466,Ketel Marte,AZ,STL,2026-07-23T21:15:00Z,Pre-Game,1,Michael McGreevy,700241,R,56.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",52.0,51.5,35.6,93.2,75.0,37.8,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","switch hitter; pitcher baseline 9.4% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.4,45.32,90.94,102.7183,0.5039,0.214,0.3697,74.67,45.36,50.24,27.64,21.0,0.2123,9.43,40.94,90.29,0.4801,0.1984,25.36,In From RF,81,Busch Stadium,
