rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,695578,James Wood,WSH,HOU,2026-07-07T22:45:00Z,Pre-Game,1,Tatsuya Imai,837227,R,71.8,Tier 2,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",84.9,52.7,40.2,93.2,80.0,97.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 10.7% barrel, 8.0 HR allowed",EV profile; pitcher fly-ball pressure modest,20.88,58.96,94.93,106.3963,0.5756,0.3037,0.4086,76.42,65.5,29.14,26.62,26.1,0.2568,10.7,46.3,90.6,0.41,0.179,24.0,In From RF,82,Nationals Park,
2,660271,Shohei Ohtani,LAD,COL,2026-07-08T02:10:00Z,Pre-Game,1,Michael Lorenzen,547179,R,71.2,Tier 2,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",80.4,51.3,64.6,88.7,80.0,61.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 16.6 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.53,54.29,93.99,104.2713,0.5923,0.3043,0.418,75.03,52.94,49.29,32.06,29.8,0.2707,8.52,44.31,90.07,0.4664,0.1826,26.22,Out To RF,76,UNIQLO Field at Dodger Stadium,
3,665742,Juan Soto,NYM,KC,2026-07-07T23:10:00Z,Pre-Game,2,Seth Lugo,607625,R,68.3,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",72.6,60.3,36.3,100.0,80.0,64.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 16.5 HR allowed",lift-pull EV profile; pitcher allows elevated contact,15.75,51.1,93.1,103.2605,0.6059,0.3035,0.4297,72.48,29.84,39.46,31.56,26.2,0.2669,10.4,43.73,90.63,0.4814,0.2079,30.72,In From LF,71,Citi Field,
4,656941,Kyle Schwarber,PHI,CIN,2026-07-07T23:10:00Z,Pre-Game,2,Andrew Abbott,671096,L,68.0,Tier 3,Watch List,"Elite Power, Strong Barrel, Good Environment, Premium Lineup Spot",82.2,41.9,77.8,100.0,50.0,12.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","same-side matchup; pitcher baseline 7.8% barrel, 16.2 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,19.75,55.61,93.74,104.7822,0.5432,0.2959,0.387,77.16,76.19,55.19,34.93,37.8,0.3132,7.79,37.83,89.34,0.4179,0.1653,27.93,Out To RF,85,Great American Ball Park,
5,596146,Max Kepler,AZ,SD,2026-07-08T01:40:00Z,Pre-Game,5,Germán Márquez,608566,R,64.7,Tier 3,Watch List,"Strong Barrel, Platoon Edge",66.6,63.7,44.6,86.4,80.0,28.9,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,1,"Last 7 games: 4/21, 1 HR","platoon edge; pitcher baseline 10.7% barrel, 12.5 HR allowed",fly-ball profile; pitcher allows elevated contact,15.17,48.41,89.4,100.2775,0.5641,0.3176,0.3516,70.6,15.58,32.33,40.92,6.1,0.1743,10.68,46.54,90.02,0.5012,0.225,34.52,L To R,71,Petco Park,
6,696100,Hunter Goodman,COL,LAD,2026-07-08T02:10:00Z,Pre-Game,3,Justin Wrobleski,680736,L,63.7,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",60.1,41.9,64.6,96.6,78.0,70.6,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.7% barrel, 7.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.7,45.92,91.01,102.8022,0.4702,0.2336,0.3282,75.03,50.75,48.77,31.71,28.2,0.2784,6.74,45.56,91.02,0.4087,0.1472,28.35,Out To RF,76,UNIQLO Field at Dodger Stadium,
7,624413,Pete Alonso,BAL,CHC,2026-07-07T22:35:00Z,Pre-Game,4,Matthew Boyd,571510,L,63.5,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",68.4,51.4,43.1,94.9,78.0,36.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,1,"Last 7 games: 6/25, 1 HR","platoon edge; pitcher baseline 9.9% barrel, 8.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.14,54.33,93.92,103.8986,0.5286,0.2584,0.3783,74.95,49.97,38.18,30.81,24.7,0.2261,9.91,47.45,89.76,0.4351,0.1776,24.24,In From RF,80,Oriole Park at Camden Yards,
8,670541,Yordan Alvarez,HOU,WSH,2026-07-07T22:45:00Z,Pre-Game,2,Andrew Alvarez,674841,L,63.3,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",85.9,23.2,40.2,100.0,50.0,95.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,28,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 4.8% barrel, 1.7 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,17.51,53.53,94.77,105.2063,0.6631,0.3441,0.4497,76.1,60.97,40.88,37.92,22.1,0.2655,4.75,42.69,89.67,0.3437,0.1004,13.07,In From RF,82,Nationals Park,
9,606466,Ketel Marte,AZ,SD,2026-07-08T01:40:00Z,Pre-Game,1,Germán Márquez,608566,R,63.1,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",55.4,62.4,44.6,93.2,75.0,66.9,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 10.7% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.17,46.65,91.36,103.1269,0.5221,0.2245,0.3802,74.67,46.06,50.73,27.29,20.3,0.2221,10.68,46.54,90.02,0.5012,0.225,34.52,L To R,71,Petco Park,
10,677951,Bobby Witt Jr.,KC,NYM,2026-07-07T23:10:00Z,Pre-Game,2,Cionel Pérez,672335,L,62.8,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",59.8,55.9,36.3,100.0,78.0,64.8,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 5.1 HR allowed",EV profile; pitcher fly-ball pressure modest,12.64,52.0,93.3,103.8933,0.5227,0.2171,0.386,73.88,41.84,29.61,26.85,15.3,0.1843,10.39,49.17,91.37,0.4556,0.1929,19.53,In From LF,71,Citi Field,
