rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
105,682848,Endy Rodríguez,PIT,MIA,2026-06-13T20:05:00Z,Pre-Game,6,Lake Bachar,669199,R,50.2,Longshot,Watch List,"Strong Barrel, Platoon Edge",43.9,41.7,47.3,76.2,75.0,24.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,1,"Last 7 games: 3/19, 1 HR","switch hitter; pitcher baseline 8.0% barrel, 6.5 HR allowed",fly-ball profile; pitcher allows elevated contact,10.79,43.44,91.43,99.4298,0.3831,0.1645,0.3253,71.92,19.4,40.19,36.23,1.4,0.1491,7.97,41.85,90.37,0.3654,0.1612,34.09,L To R,81,PNC Park,
106,572233,Christian Walker,HOU,KC,2026-06-13T23:10:00Z,Scheduled,5,Noah Cameron,702070,L,50.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",48.5,42.1,23.2,81.9,78.0,39.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","platoon edge; pitcher baseline 8.4% barrel, 9.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.92,45.68,90.62,102.0237,0.4252,0.1897,0.3154,74.17,41.55,42.41,29.47,20.0,0.2313,8.4,39.92,89.02,0.4198,0.1688,25.96,,,Kauffman Stadium,
107,687221,Dalton Rushing,LAD,CWS,2026-06-13T20:10:00Z,Pre-Game,8,Sean Burke,680732,R,49.7,Longshot,Watch List,"Strong Barrel, Platoon Edge",42.4,39.6,59.6,52.4,80.0,54.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,1,Contact streak: 9/25 over last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 11.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.06,41.73,89.05,101.2084,0.4413,0.1879,0.3397,72.61,17.75,47.26,26.5,6.8,0.2173,7.77,38.15,89.32,0.3961,0.1557,29.3,L To R,81,Rate Field,
108,805808,Kevin McGonigle,DET,CLE,2026-06-13T20:10:00Z,Pre-Game,2,Joey Cantillo,676282,L,49.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",36.6,42.0,53.6,95.5,50.0,30.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","same-side matchup; pitcher baseline 8.7% barrel, 10.7 HR allowed",fly-ball profile; pitcher allows elevated contact,8.6,37.1,88.1,98.652,0.45,0.181,0.366,71.5,19.1,39.3,35.5,4.0,0.131,8.74,38.93,88.52,0.3994,0.1634,30.87,L To R,81,Progressive Field,
109,669004,MJ Melendez,NYM,ATL,2026-06-13T20:10:00Z,Pre-Game,8,Martín Pérez,527048,L,49.5,Longshot,Watch List,Strong Barrel,48.0,45.1,62.8,52.4,50.0,30.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","same-side matchup; pitcher baseline 9.9% barrel, 6.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,10.48,52.76,93.0,101.5943,0.3002,0.145,0.2528,73.78,36.77,54.22,43.16,3.1,0.161,9.89,39.61,88.76,0.4199,0.1737,27.07,Out To RF,84,Citi Field,
110,622761,Jorge Mateo,ATL,NYM,2026-06-13T20:10:00Z,Pre-Game,7,Sean Manaea,640455,L,49.4,Longshot,Watch List,Platoon Edge,39.2,39.4,62.8,64.3,78.0,30.3,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,15,1,"Last 7 games: 3/15, 1 HR","platoon edge; pitcher baseline 8.8% barrel, 7.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.0,45.45,88.87,101.5813,0.4153,0.1636,0.3082,73.16,30.37,38.72,29.72,3.1,0.1576,8.83,38.89,88.4,0.4045,0.1589,24.69,Out To RF,84,Citi Field,
111,656555,Rhys Hoskins,CLE,DET,2026-06-13T20:10:00Z,Pre-Game,4,Tarik Skubal,669373,L,49.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",39.4,27.1,53.6,94.9,78.0,26.4,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","platoon edge; pitcher baseline 6.1% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.28,44.51,89.01,100.1442,0.3463,0.1529,0.3098,71.84,18.35,56.44,32.45,7.8,0.186,6.14,40.0,88.76,0.351,0.1051,24.15,L To R,81,Progressive Field,
112,607043,Brandon Nimmo,TEX,BOS,2026-06-13T20:10:00Z,Pre-Game,4,Ranger Suarez,624133,L,49.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",51.4,23.0,56.2,90.4,50.0,22.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","same-side matchup; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.34,51.46,91.97,102.1984,0.4771,0.2027,0.3567,72.44,27.27,30.51,27.38,12.4,0.1551,6.34,32.43,87.2,0.3622,0.1201,23.47,L To R,84,Fenway Park,
113,669394,Jake Burger,TEX,BOS,2026-06-13T20:10:00Z,Pre-Game,6,Ranger Suarez,624133,L,49.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",46.4,23.0,56.2,71.7,78.0,57.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,21,1,Contact streak: 8/21 over last 7 games,"platoon edge; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.82,47.59,90.12,102.8176,0.4283,0.1823,0.3135,74.88,52.94,41.88,26.5,12.5,0.1823,6.34,32.43,87.2,0.3622,0.1201,23.47,L To R,84,Fenway Park,
114,672640,Otto Lopez,MIA,PIT,2026-06-13T20:05:00Z,Pre-Game,2,Bubba Chandler,696149,R,49.1,Longshot,Watch List,Premium Lineup Spot,35.4,40.9,47.3,100.0,50.0,40.1,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,31,0,Contact streak: 12/31 over last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 6.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.24,43.2,89.83,101.0993,0.4508,0.1601,0.3377,71.98,24.59,32.44,22.22,8.0,0.136,8.42,36.99,89.85,0.3989,0.1714,28.26,L To R,81,PNC Park,
115,682818,Yohendrick Piñango,TOR,NYY,2026-06-13T19:07:00Z,Pre-Game,7,Cam Schlittler,693645,R,49.0,Longshot,Watch List,Platoon Edge,38.4,33.1,67.9,64.3,80.0,39.5,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,1,"Last 7 games: 6/23, 1 HR","platoon edge; pitcher baseline 7.4% barrel, 5.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.0,44.8,91.3,102.1842,0.422,0.141,0.321,75.5,55.4,31.0,19.5,4.0,0.147,7.36,40.97,88.58,0.3567,0.1344,27.02,Out To RF,71,Rogers Centre,
116,669003,Garrett Mitchell,MIL,PHI,2026-06-13T23:10:00Z,Scheduled,6,Aaron Nola,605400,R,48.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",46.3,45.4,27.6,71.7,80.0,26.4,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,0,"Last 7 games: 8/27, 0 HR","platoon edge; pitcher baseline 9.1% barrel, 13.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.95,47.03,91.73,103.4986,0.3851,0.1561,0.3181,76.52,73.03,30.43,17.9,2.1,0.1328,9.1,40.71,88.63,0.4303,0.1745,25.64,,,American Family Field,
117,691718,Pete Crow-Armstrong,CHC,SF,2026-06-14T02:05:00Z,Scheduled,1,Trevor McDonald,686790,R,48.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",53.9,21.3,19.3,88.7,80.0,70.4,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 3.9% barrel, 2.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.7,46.92,90.83,101.9184,0.4757,0.2246,0.3427,74.1,42.92,47.64,33.96,17.0,0.2011,3.87,39.93,89.65,0.3557,0.1094,11.7,,,Oracle Park,
118,666176,Jo Adell,LAA,TB,2026-06-14T02:07:00Z,Scheduled,6,Griffin Jax,643377,R,48.9,Longshot,Watch List,"Projected Lineup, Strong Barrel",53.3,43.7,28.2,71.7,50.0,41.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,1,"Last 7 games: 8/29, 1 HR","same-side matchup; pitcher baseline 9.8% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.07,46.92,91.07,102.8837,0.4797,0.2155,0.3398,77.39,71.23,38.7,27.7,18.1,0.1748,9.82,39.97,88.43,0.4262,0.1709,22.67,,,Angel Stadium,
119,680869,Zack Gelof,ATH,COL,2026-06-14T02:05:00Z,Scheduled,7,Kyle Freeland,607536,L,48.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",36.5,59.2,27.6,59.8,78.0,60.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.6% barrel, 15.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.77,42.58,88.52,99.4551,0.3613,0.1641,0.2666,73.22,26.45,39.67,26.47,6.2,0.1638,9.61,45.06,90.89,0.5038,0.2001,28.66,,,Las Vegas Ballpark,
120,702284,Cole Young,SEA,WSH,2026-06-13T20:05:00Z,Pre-Game,1,Cade Cavalli,676917,R,48.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",24.8,32.2,67.2,93.2,80.0,47.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,32,1,"Last 7 games: 10/32, 1 HR","platoon edge; pitcher baseline 6.9% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.39,36.49,87.88,98.89,0.3998,0.1366,0.3243,71.61,22.93,45.48,26.31,4.7,0.1017,6.88,39.91,88.68,0.3937,0.1382,21.75,Out To RF,86,Nationals Park,
121,687462,Spencer Horwitz,PIT,MIA,2026-06-13T20:05:00Z,Pre-Game,1,Lake Bachar,669199,R,48.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",25.2,42.4,47.3,93.2,80.0,56.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.0% barrel, 6.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.88,34.25,86.7,97.6019,0.3867,0.1507,0.3274,68.78,6.26,39.17,27.14,9.6,0.1718,7.97,41.85,90.37,0.3654,0.1612,34.09,L To R,81,PNC Park,
122,668715,Spencer Steer,CIN,AZ,2026-06-13T20:10:00Z,Pre-Game,5,Michael Soroka,647336,R,48.6,Longshot,Watch List,Strong Barrel,41.7,33.9,61.3,86.4,50.0,18.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,23,1,"Last 7 games: 1/23, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.59,36.91,88.77,98.9239,0.4492,0.1987,0.3427,70.76,7.03,48.06,31.0,13.3,0.1786,7.61,35.43,88.15,0.3895,0.1497,27.8,L To R,81,Great American Ball Park,
123,686797,Brooks Lee,MIN,STL,2026-06-13T18:10:00Z,Warmup,5,Matthew Liberatore,669461,L,48.5,Longshot,Watch List,Platoon Edge,19.8,54.5,45.6,86.4,75.0,63.8,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,3,Hot streak: 3 HR in last 7 games,"switch hitter; pitcher baseline 9.8% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.24,32.55,87.9,97.2223,0.3495,0.1239,0.2785,69.78,8.56,40.24,27.95,12.5,0.1669,9.76,43.2,91.3,0.4664,0.1864,29.01,In From LF,69,Target Field,
124,665750,Leody Taveras,BAL,SD,2026-06-13T20:05:00Z,Pre-Game,5,Randy Vásquez,681190,R,48.4,Longshot,Watch List,Platoon Edge,17.2,68.2,47.6,86.4,75.0,7.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","switch hitter; pitcher baseline 12.7% barrel, 11.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.93,31.42,87.38,98.4025,0.3398,0.1096,0.2866,72.25,24.0,32.67,22.35,2.3,0.1046,12.72,44.69,90.64,0.5286,0.2378,29.51,In From LF,85,Oriole Park at Camden Yards,
125,650402,Gleyber Torres,DET,CLE,2026-06-13T20:10:00Z,Pre-Game,1,Joey Cantillo,676282,L,48.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",25.4,42.0,53.6,88.7,78.0,44.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","platoon edge; pitcher baseline 8.7% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.64,33.47,86.78,97.5509,0.4116,0.1524,0.3483,68.45,5.08,21.93,27.52,7.6,0.1177,8.74,38.93,88.52,0.3994,0.1634,30.87,L To R,81,Progressive Field,
126,608070,José Ramírez,CLE,DET,2026-06-13T20:10:00Z,Pre-Game,2,Tarik Skubal,669373,L,48.1,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",35.3,26.4,53.6,100.0,75.0,27.1,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,1,"Last 7 games: 5/28, 1 HR","switch hitter; pitcher baseline 6.1% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.79,42.18,89.95,100.2075,0.446,0.1641,0.3518,70.34,13.61,49.22,30.25,16.0,0.1899,6.14,40.0,88.76,0.351,0.1051,24.15,L To R,81,Progressive Field,
127,650490,Yandy Diaz,TB,LAA,2026-06-14T02:07:00Z,Scheduled,4,José Soriano,667755,R,48.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",44.1,37.5,28.2,90.4,50.0,63.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,29,1,Contact streak: 13/29 over last 7 games,"same-side matchup; pitcher baseline 8.5% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.51,47.88,91.46,103.1043,0.4688,0.1782,0.367,73.67,37.47,20.8,21.89,15.9,0.196,8.46,40.36,89.37,0.3761,0.139,21.2,,,Angel Stadium,
128,686469,Vinnie Pasquantino,KC,HOU,2026-06-13T23:10:00Z,Scheduled,4,Mike Burrows,681347,R,48.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",35.0,47.9,23.2,90.4,80.0,32.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,0,Contact streak: 9/27 over last 7 games,"platoon edge; pitcher baseline 9.8% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.42,40.01,89.29,99.707,0.4147,0.1658,0.3221,70.89,14.01,43.91,28.02,13.8,0.1529,9.82,39.41,88.43,0.4355,0.1773,27.54,,,Kauffman Stadium,
129,681508,Mickey Gasper,BOS,TEX,2026-06-13T20:10:00Z,Pre-Game,1,Jacob deGrom,594798,R,47.8,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",19.8,53.5,56.2,93.2,75.0,4.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","switch hitter; pitcher baseline 10.1% barrel, 16.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.68,38.9,89.06,98.6817,0.3012,0.0943,0.264,71.51,11.23,40.8,31.27,0.6,0.074,10.07,43.93,90.87,0.4134,0.1826,32.12,L To R,84,Fenway Park,
130,605141,Mookie Betts,LAD,CWS,2026-06-13T20:10:00Z,Pre-Game,4,Sean Burke,680732,R,47.7,Longshot,Watch List,Premium Lineup Spot,34.1,39.6,59.6,94.9,50.0,4.2,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","same-side matchup; pitcher baseline 7.8% barrel, 11.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,7.46,36.22,89.87,98.2817,0.4255,0.1623,0.3279,69.42,8.35,40.66,38.7,10.2,0.1564,7.77,38.15,89.32,0.3961,0.1557,29.3,L To R,81,Rate Field,
131,683737,Michael Busch,CHC,SF,2026-06-14T02:05:00Z,Scheduled,3,Trevor McDonald,686790,R,47.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",49.6,21.3,19.3,92.1,80.0,64.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 3.9% barrel, 2.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.18,44.43,89.68,100.1551,0.4626,0.2146,0.3598,68.62,5.11,39.3,35.6,15.8,0.1906,3.87,39.93,89.65,0.3557,0.1094,11.7,,,Oracle Park,
132,663886,Tyler Stephenson,CIN,AZ,2026-06-13T20:10:00Z,Pre-Game,8,Michael Soroka,647336,R,47.6,Longshot,Watch List,Strong Barrel,48.0,33.9,61.3,52.4,50.0,52.8,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,1,Contact streak: 7/20 over last 7 games,"same-side matchup; pitcher baseline 7.6% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.19,45.35,90.64,100.2715,0.4158,0.1935,0.3221,70.8,10.15,33.65,34.97,7.4,0.1487,7.61,35.43,88.15,0.3895,0.1497,27.8,L To R,81,Great American Ball Park,
133,663656,Kyle Tucker,LAD,CWS,2026-06-13T20:10:00Z,Pre-Game,6,Sean Burke,680732,R,47.2,Longshot,Watch List,Platoon Edge,32.1,39.6,59.6,76.2,80.0,5.1,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,0,"Last 7 games: 4/26, 0 HR","platoon edge; pitcher baseline 7.8% barrel, 11.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.95,39.14,89.33,98.9204,0.4046,0.1514,0.3377,71.51,22.97,44.64,30.95,10.1,0.1595,7.77,38.15,89.32,0.3961,0.1557,29.3,L To R,81,Rate Field,
134,681198,TJ Rumfield,COL,ATH,2026-06-14T02:05:00Z,Scheduled,3,Joey Estes,683155,R,47.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",22.2,58.2,27.6,92.1,80.0,32.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","platoon edge; pitcher baseline 11.9% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.7,34.9,85.0,97.7418,0.409,0.152,0.334,69.2,10.4,47.2,25.1,8.0,0.163,11.9,33.3,88.5,0.49,0.224,45.2,,,Las Vegas Ballpark,
135,673962,Josh Jung,TEX,BOS,2026-06-13T20:10:00Z,Pre-Game,3,Ranger Suarez,624133,L,47.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",32.7,23.0,56.2,92.1,78.0,46.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,1,"Last 7 games: 9/29, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.2,44.95,89.44,100.1025,0.4399,0.155,0.3383,70.72,8.7,40.07,21.75,9.8,0.1551,6.34,32.43,87.2,0.3622,0.1201,23.47,L To R,84,Fenway Park,
136,650489,Willi Castro,COL,ATH,2026-06-14T02:05:00Z,Scheduled,1,Joey Estes,683155,R,47.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",25.2,57.7,27.6,88.7,75.0,30.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,0,Contact streak: 9/28 over last 7 games,"switch hitter; pitcher baseline 11.9% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.31,40.66,87.75,99.7929,0.3533,0.1239,0.2941,72.37,23.62,42.67,29.71,5.4,0.1113,11.9,33.3,88.5,0.49,0.224,45.2,,,Las Vegas Ballpark,
137,643289,Mauricio Dubón,ATL,NYM,2026-06-13T20:10:00Z,Pre-Game,1,Sean Manaea,640455,L,46.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",13.4,39.4,62.8,93.2,78.0,70.6,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 7.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.63,27.7,85.9,96.207,0.373,0.1148,0.3025,68.76,2.7,30.56,26.21,6.3,0.1371,8.83,38.89,88.4,0.4045,0.1589,24.69,Out To RF,84,Citi Field,
138,661388,William Contreras,MIL,PHI,2026-06-13T23:10:00Z,Scheduled,4,Aaron Nola,605400,R,46.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",35.1,45.4,27.6,90.4,50.0,61.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.1% barrel, 13.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.75,43.74,90.05,101.1828,0.4231,0.1555,0.3336,73.2,35.35,37.44,24.01,9.3,0.1236,9.1,40.71,88.63,0.4303,0.1745,25.64,,,American Family Field,
139,669477,Casey Schmitt,SF,CHC,2026-06-14T02:05:00Z,Scheduled,1,Ben Brown,676962,R,46.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",47.1,37.8,19.3,88.7,50.0,49.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,34,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.8% barrel, 6.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.45,42.75,89.29,100.5036,0.4787,0.2073,0.3392,72.12,25.29,42.25,32.31,14.1,0.2144,7.83,43.87,90.93,0.3506,0.1284,23.55,,,Oracle Park,
