rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,682987,Spencer Jones,NYY,TB,2026-09-23T23:05:00Z,Pre-Game,5,Mason Englert,669438,R,66.8,Tier 3,Watch List,"Strong Barrel, Platoon Edge",67.7,65.0,51.7,86.4,80.0,36.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 13.2% barrel, 7.5 HR allowed",EV profile; pitcher allows elevated contact,15.4,54.7,94.1,104.2393,0.447,0.212,0.325,77.1,71.8,34.9,38.9,11.0,0.189,13.25,40.74,89.98,0.5045,0.2272,30.22,In From LF,63,Yankee Stadium,
2,700250,Ben Rice,NYY,TB,2026-09-23T23:05:00Z,Pre-Game,1,Mason Englert,669438,R,65.9,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",62.9,65.0,51.7,93.2,80.0,30.3,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","platoon edge; pitcher baseline 13.2% barrel, 7.5 HR allowed",lift-pull EV profile; pitcher allows elevated contact,14.35,50.43,92.32,102.4413,0.5194,0.2492,0.3798,72.84,27.45,44.68,30.88,35.1,0.2587,13.25,40.74,89.98,0.5045,0.2272,30.22,In From LF,63,Yankee Stadium,
3,808959,Munetaka Murakami,CWS,KC,2026-09-23T23:40:00Z,Pre-Game,4,Seth Lugo,607625,R,65.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",73.6,53.9,34.7,94.9,80.0,45.9,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.9% barrel, 24.2 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.8,55.5,93.6,104.19,0.448,0.249,0.344,74.7,49.7,46.5,38.0,33.0,0.266,8.93,43.52,90.0,0.4618,0.1918,28.97,In From RF,71,Kauffman Stadium,
4,804668,Rafael Flores Jr.,PIT,STL,2026-09-23T22:40:00Z,Pre-Game,2,Matthew Liberatore,669461,L,65.0,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",65.2,54.2,35.8,100.0,78.0,81.2,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.6% barrel, 24.6 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.18,52.28,92.07,102.4091,0.5091,0.2549,0.3589,73.75,37.99,40.26,38.06,7.0,0.2254,9.62,41.66,90.18,0.4552,0.1878,28.38,In From CF,65,PNC Park,
5,670541,Yordan Alvarez,HOU,SEA,2026-09-24T02:10:00Z,Scheduled,2,George Kirby,669923,R,65.0,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",78.4,40.6,25.4,95.5,80.0,99.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.2% barrel, 19.2 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.55,53.32,94.42,104.8055,0.6162,0.3063,0.4294,76.1,61.59,40.95,36.03,30.5,0.2487,7.2,41.17,89.83,0.4067,0.1465,23.96,,,T-Mobile Park,
6,682998,Corbin Carroll,AZ,COL,2026-09-24T00:40:00Z,Pre-Game,7,Mason Adams,690279,R,63.6,Tier 3,Watch List,"Strong Barrel, Platoon Edge",58.1,69.3,57.7,64.3,80.0,59.1,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.8% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.24,48.92,91.89,102.5637,0.4758,0.2215,0.3531,75.23,54.12,42.54,30.6,24.7,0.2463,10.8,55.4,92.2,0.49,0.228,33.8,L To R,69,Coors Field,
7,663457,Lars Nootbaar,AZ,COL,2026-09-24T00:40:00Z,Pre-Game,1,Mason Adams,690279,R,63.2,Tier 3,Watch List,"Premium Lineup Spot, Platoon Edge",47.7,69.3,57.7,93.2,80.0,39.2,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","platoon edge; pitcher baseline 10.8% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.92,50.14,91.93,101.838,0.4245,0.1816,0.3338,73.26,35.12,38.49,27.99,8.8,0.1354,10.8,55.4,92.2,0.49,0.228,33.8,L To R,69,Coors Field,
8,545361,Mike Trout,LAA,ATH,2026-09-24T01:40:00Z,Pre-Game,2,Jeffrey Springs,605488,L,63.0,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",59.8,45.5,68.4,100.0,78.0,21.1,Yes,No,2,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,0,"Last 7 games: 6/23, 0 HR","platoon edge; pitcher baseline 8.8% barrel, 31.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,15.87,46.92,90.27,102.8812,0.4824,0.2334,0.3734,74.49,46.51,36.02,30.93,22.5,0.1874,8.8,35.34,87.67,0.4394,0.189,32.09,Out To RF,89,Sutter Health Park,
9,624413,Pete Alonso,BAL,TOR,2026-09-23T22:35:00Z,Pre-Game,2,CJ Van Eyk,669310,R,62.8,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",73.6,40.1,45.6,100.0,50.0,70.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,6,Hot streak: 6 HR in last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 1.0 HR allowed",EV profile; pitcher allows elevated contact,15.96,55.66,93.78,104.285,0.558,0.278,0.3937,74.78,48.79,36.78,30.81,39.4,0.2471,6.5,45.2,87.5,0.467,0.173,32.3,In From CF,63,Oriole Park at Camden Yards,
10,656941,Kyle Schwarber,PHI,MIL,2026-09-23T22:40:00Z,Pre-Game,1,Logan Henderson,701656,R,62.6,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",74.1,38.7,51.3,93.2,80.0,18.3,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,1,"Last 7 games: 2/22, 1 HR","platoon edge; pitcher baseline 8.8% barrel, 10.7 HR allowed",lift-pull EV profile; pitcher allows elevated contact,17.44,52.25,92.9,104.0136,0.518,0.2791,0.3751,77.16,75.21,54.21,33.39,48.3,0.2894,8.81,36.58,88.8,0.3597,0.1477,31.84,In From RF,68,Citizens Bank Park,
