rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
35,696100,Hunter Goodman,COL,BOS,2026-06-24T00:40:00Z,Pre-Game,3,Sonny Gray,543243,R,55.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",57.3,37.8,54.7,96.6,50.0,25.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","same-side matchup; pitcher baseline 8.1% barrel, 13.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.07,45.71,90.87,102.6385,0.4506,0.2189,0.3205,74.96,49.35,49.4,31.92,24.0,0.2623,8.12,38.46,88.83,0.4048,0.1509,20.75,In From RF,82,Coors Field,
36,663993,Nathaniel Lowe,CIN,MIL,2026-06-23T23:10:00Z,Pre-Game,5,Brandon Sproat,687075,R,55.3,Longshot,Watch List,"Strong Barrel, Good Environment, Platoon Edge",41.6,39.6,75.3,86.4,80.0,29.4,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,19,0,"Last 7 games: 6/19, 0 HR","platoon edge; pitcher baseline 7.6% barrel, 9.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.43,40.94,88.72,100.857,0.4493,0.1912,0.3464,73.89,36.13,40.21,24.59,11.7,0.2034,7.6,41.47,89.44,0.4116,0.1577,23.74,Out To RF,78,Great American Ball Park,
37,683357,Owen Caissie,MIA,TEX,2026-06-23T22:40:00Z,Pre-Game,5,Cal Quantrill,615698,R,55.0,Longshot,Watch List,"Strong Barrel, Platoon Edge",43.2,53.6,35.0,86.4,80.0,66.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,19,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.6% barrel, 8.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.44,37.5,90.03,100.3121,0.3628,0.1636,0.2726,74.87,53.38,28.8,29.43,5.9,0.1771,10.61,40.66,88.72,0.4827,0.2073,27.54,None,72,loanDepot park,
38,621566,Matt Olson,ATL,SD,2026-06-24T01:40:00Z,Scheduled,3,,,,54.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",65.6,41.2,22.6,92.1,60.0,24.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,0,"Last 7 games: 7/25, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",EV profile; pitcher fly-ball pressure modest,13.91,51.76,93.16,104.0486,0.5123,0.258,0.3635,74.67,48.72,36.25,32.22,22.7,0.2484,,,,,,,,,Petco Park,
39,672284,Jarred Kelenic,TEX,MIA,2026-06-23T22:40:00Z,Pre-Game,7,Sandy Alcantara,645261,R,54.3,Longshot,Watch List,"Strong Barrel, Platoon Edge",70.2,34.9,35.0,64.3,80.0,24.9,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,14,0,"Last 7 games: 4/14, 0 HR","platoon edge; pitcher baseline 6.9% barrel, 15.0 HR allowed",EV profile; pitcher fly-ball pressure modest,20.5,48.37,92.95,102.7547,0.4659,0.2363,0.3294,73.47,33.16,26.98,37.27,1.3,0.1015,6.92,38.49,88.74,0.3975,0.1358,24.66,None,72,loanDepot park,
40,545341,Randal Grichuk,CWS,CLE,2026-06-23T23:40:00Z,Pre-Game,2,Parker Messick,800048,L,54.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",59.6,22.7,37.1,100.0,78.0,52.0,Yes,No,2,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.8% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.15,47.61,91.14,102.4527,0.5221,0.2348,0.3624,73.9,39.0,45.24,31.16,8.3,0.257,5.8,33.23,87.96,0.3554,0.1219,22.73,In From LF,69,Rate Field,
41,683737,Michael Busch,CHC,NYM,2026-06-23T23:10:00Z,Pre-Game,3,Kodai Senga,673540,R,53.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",49.1,48.3,36.3,92.1,80.0,12.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","platoon edge; pitcher baseline 10.7% barrel, 8.5 HR allowed",fly-ball profile; pitcher allows elevated contact,13.04,44.01,89.54,100.0396,0.4612,0.2153,0.3605,68.62,4.83,38.67,35.81,15.8,0.1829,10.66,38.92,89.18,0.4073,0.1711,31.22,In From LF,71,Citi Field,
42,677594,Julio Rodríguez,SEA,PIT,2026-06-23T22:40:00Z,Pre-Game,3,Mitch Keller,656605,R,53.8,Longshot,Watch List,Premium Lineup Spot,47.7,37.2,66.3,96.6,50.0,24.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,1,"Last 7 games: 4/25, 1 HR","same-side matchup; pitcher baseline 6.8% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.59,44.78,90.54,102.7854,0.4727,0.2055,0.344,76.54,66.28,35.97,25.35,19.4,0.1902,6.82,41.84,89.05,0.4251,0.1486,21.53,Out To RF,76,PNC Park,
43,682985,Riley Greene,DET,NYY,2026-06-23T22:40:00Z,Pre-Game,4,Carlos Rodón,607074,L,53.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",58.2,31.2,50.1,94.9,50.0,36.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,1,"Last 7 games: 6/25, 1 HR","same-side matchup; pitcher baseline 6.2% barrel, 8.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.23,48.86,91.02,102.6973,0.4651,0.2158,0.3488,75.53,56.85,37.65,32.33,17.1,0.1776,6.2,38.41,90.21,0.3363,0.1303,27.95,L To R,70,Comerica Park,
44,701358,Cam Smith,HOU,TOR,2026-06-23T20:07:00Z,Pre-Game,6,Shane Bieber,669456,R,53.7,Longshot,Watch List,Strong Barrel,42.9,66.4,49.9,76.2,50.0,19.5,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","same-side matchup; pitcher baseline 12.3% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.47,44.37,89.23,101.8382,0.4187,0.1739,0.3243,76.32,64.68,34.55,24.3,7.6,0.1311,12.3,48.2,93.2,0.465,0.204,25.4,In From CF,75,Rogers Centre,
45,695600,Carter Jensen,KC,TB,2026-06-23T22:40:00Z,Pre-Game,5,Shane McClanahan,663556,L,53.7,Longshot,Watch List,"Strong Barrel, Hot Hitter/Streak",52.6,39.5,41.1,86.4,50.0,81.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.5% barrel, 3.0 HR allowed",EV profile; pitcher fly-ball pressure modest,12.33,48.22,92.25,103.1305,0.444,0.1892,0.3371,74.34,40.92,40.02,28.46,7.9,0.208,8.5,42.0,90.0,0.38,0.142,26.1,None,72,Tropicana Field,
46,607043,Brandon Nimmo,TEX,MIA,2026-06-23T22:40:00Z,Pre-Game,3,Sandy Alcantara,645261,R,53.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",52.5,34.9,35.0,96.6,80.0,38.9,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,29,0,Contact streak: 11/29 over last 7 games,"platoon edge; pitcher baseline 6.9% barrel, 15.0 HR allowed",EV profile; pitcher fly-ball pressure modest,10.55,51.88,92.25,102.3611,0.4827,0.2034,0.3588,72.44,27.13,30.65,27.8,12.4,0.1565,6.92,38.49,88.74,0.3975,0.1358,24.66,None,72,loanDepot park,
47,669477,Casey Schmitt,SF,ATH,2026-06-24T01:45:00Z,Scheduled,3,Aaron Civale,650644,R,53.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",49.2,58.1,19.3,92.1,50.0,63.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,14,27,1,Contact streak: 14/27 over last 7 games,"same-side matchup; pitcher baseline 9.8% barrel, 13.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.87,43.24,89.43,100.5987,0.4976,0.2129,0.3518,72.19,25.85,41.06,32.52,14.8,0.2137,9.8,45.33,90.18,0.4741,0.204,32.88,,,Oracle Park,
48,664023,Ian Happ,CHC,NYM,2026-06-23T23:10:00Z,Pre-Game,5,Kodai Senga,673540,R,53.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",50.7,47.4,36.3,81.9,75.0,35.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,1,"Last 7 games: 7/30, 1 HR","switch hitter; pitcher baseline 10.7% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.64,44.75,90.0,101.4944,0.4409,0.2196,0.3351,71.91,19.37,43.7,34.21,18.1,0.2204,10.66,38.92,89.18,0.4073,0.1711,31.22,In From LF,71,Citi Field,
49,686948,Drake Baldwin,ATL,SD,2026-06-24T01:40:00Z,Scheduled,1,,,,53.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",65.0,41.2,22.6,88.7,60.0,18.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,28,1,"Last 7 games: 3/28, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",EV profile; pitcher fly-ball pressure modest,15.83,51.21,92.05,103.1186,0.5255,0.2479,0.3775,75.02,53.11,33.48,24.06,15.5,0.2153,,,,,,,,,Petco Park,
50,660821,Jesús Sánchez,TOR,HOU,2026-06-23T20:07:00Z,Pre-Game,3,Peter Lambert,663567,R,53.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",47.8,31.9,49.9,96.6,80.0,34.4,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.1,45.64,91.09,102.0886,0.4599,0.1902,0.3363,74.43,49.14,35.5,23.39,9.1,0.1657,6.3,39.1,88.6,0.351,0.139,34.5,In From CF,75,Rogers Centre,
51,700932,Kyle Manzardo,CLE,CWS,2026-06-23T23:40:00Z,Pre-Game,2,Sean Burke,680732,R,53.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",44.0,42.8,37.1,95.5,80.0,48.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 13.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.29,42.96,89.39,99.5145,0.4115,0.185,0.3185,70.18,7.93,42.29,32.71,14.4,0.1846,8.19,38.22,89.18,0.408,0.1669,30.98,In From LF,69,Rate Field,
52,671739,Michael Harris,ATL,SD,2026-06-24T01:40:00Z,Scheduled,2,,,,53.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.7,41.2,22.6,95.5,60.0,44.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.51,49.42,91.67,104.0914,0.5171,0.2194,0.364,74.72,46.93,32.93,23.4,15.8,0.1929,,,,,,,,,Petco Park,
53,679529,Spencer Torkelson,DET,NYY,2026-06-23T22:40:00Z,Pre-Game,5,Carlos Rodón,607074,L,52.9,Longshot,Watch List,"Strong Barrel, Platoon Edge",51.2,31.2,50.1,86.4,78.0,37.8,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","platoon edge; pitcher baseline 6.2% barrel, 8.7 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.5,44.68,90.06,100.4466,0.4189,0.2027,0.3221,72.93,23.32,47.42,36.6,17.7,0.2062,6.2,38.41,90.21,0.3363,0.1303,27.95,L To R,70,Comerica Park,
54,683734,Andrew Vaughn,MIL,CIN,2026-06-23T23:10:00Z,Pre-Game,5,Nick Lodolo,666157,L,52.9,Longshot,Watch List,"Projected Lineup, Good Environment, Platoon Edge",31.5,48.9,75.3,81.9,78.0,19.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,0,"Last 7 games: 4/16, 0 HR","platoon edge; pitcher baseline 8.8% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.84,43.78,90.2,99.9692,0.4384,0.143,0.3574,70.07,9.47,37.78,22.87,5.6,0.1689,8.76,39.87,89.5,0.4692,0.1904,27.8,Out To RF,78,Great American Ball Park,
55,669003,Garrett Mitchell,MIL,CIN,2026-06-23T23:10:00Z,Pre-Game,7,Nick Lodolo,666157,L,52.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Good Environment",46.1,48.9,75.3,59.8,50.0,34.4,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","same-side matchup; pitcher baseline 8.8% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.46,46.54,91.87,103.3009,0.3914,0.1596,0.3174,76.73,73.94,34.98,18.81,3.5,0.137,8.76,39.87,89.5,0.4692,0.1904,27.8,Out To RF,78,Great American Ball Park,
56,521692,Salvador Perez,KC,TB,2026-06-23T22:40:00Z,Pre-Game,4,Shane McClanahan,663556,L,52.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",44.1,39.5,41.1,94.9,78.0,35.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,1,"Last 7 games: 7/30, 1 HR","platoon edge; pitcher baseline 8.5% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.09,42.99,89.09,100.6478,0.4374,0.1974,0.3108,71.99,21.89,41.21,30.29,16.0,0.1554,8.5,42.0,90.0,0.38,0.142,26.1,None,72,Tropicana Field,
57,683002,Gunnar Henderson,BAL,LAA,2026-06-24T01:38:00Z,Scheduled,2,Ryan Johnson,696270,R,52.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",40.4,47.0,28.2,95.5,80.0,56.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 4.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.67,46.68,90.35,101.3568,0.4082,0.1602,0.32,74.74,47.66,42.34,23.94,16.3,0.1906,8.5,40.06,88.87,0.471,0.1882,33.39,,,Angel Stadium,
58,687263,Zach Neto,LAA,BAL,2026-06-24T01:38:00Z,Scheduled,1,Shane Baz,669358,R,52.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",50.2,43.8,28.2,88.7,50.0,78.4,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 8.6% barrel, 13.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.37,41.07,90.37,100.0611,0.4327,0.2167,0.323,70.91,10.78,49.44,36.85,19.7,0.2254,8.59,40.31,89.98,0.4147,0.1581,24.45,,,Angel Stadium,
59,681715,Heriberto Hernández,MIA,TEX,2026-06-23T22:40:00Z,Pre-Game,6,Cal Quantrill,615698,R,52.0,Longshot,Watch List,No major boost,49.7,53.6,35.0,76.2,50.0,46.4,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.6% barrel, 8.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.74,48.97,91.53,101.7059,0.4581,0.2019,0.3438,74.24,45.38,47.31,29.43,7.9,0.1678,10.61,40.66,88.72,0.4827,0.2073,27.54,None,72,loanDepot park,
60,682848,Endy Rodríguez,PIT,SEA,2026-06-23T22:40:00Z,Pre-Game,6,George Kirby,669923,R,51.9,Longshot,Watch List,Platoon Edge,42.3,35.5,66.3,76.2,75.0,42.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,1,"Last 7 games: 5/18, 1 HR","switch hitter; pitcher baseline 6.9% barrel, 10.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,9.53,44.07,92.34,100.247,0.3929,0.1589,0.3337,72.06,20.87,44.88,30.7,2.1,0.1463,6.92,42.43,89.9,0.3857,0.1332,24.17,Out To RF,76,PNC Park,
61,592885,Christian Yelich,MIL,CIN,2026-06-23T23:10:00Z,Pre-Game,1,Nick Lodolo,666157,L,51.9,Longshot,Watch List,"Projected Lineup, Good Environment, Premium Lineup Spot",32.1,48.9,75.3,88.7,50.0,27.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,1,"Last 7 games: 5/28, 1 HR","same-side matchup; pitcher baseline 8.8% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.64,41.01,88.8,100.5407,0.3907,0.1576,0.3069,73.05,31.47,35.99,18.74,12.2,0.1579,8.76,39.87,89.5,0.4692,0.1904,27.8,Out To RF,78,Great American Ball Park,
62,694212,Samuel Basallo,BAL,LAA,2026-06-24T01:38:00Z,Scheduled,4,Ryan Johnson,696270,R,51.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",46.9,47.0,28.2,90.4,80.0,20.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","platoon edge; pitcher baseline 8.5% barrel, 4.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.79,44.33,90.71,102.7597,0.4317,0.1882,0.319,75.08,52.1,41.76,29.19,8.2,0.1818,8.5,40.06,88.87,0.471,0.1882,33.39,,,Angel Stadium,
63,668227,Randy Arozarena,SEA,PIT,2026-06-23T22:40:00Z,Pre-Game,5,Mitch Keller,656605,R,51.7,Longshot,Watch List,No major boost,40.1,37.2,66.3,86.4,50.0,60.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,1,Contact streak: 10/25 over last 7 games,"same-side matchup; pitcher baseline 6.8% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.77,45.56,91.58,101.1522,0.4247,0.1669,0.3452,71.32,24.69,35.03,21.51,13.0,0.1663,6.82,41.84,89.05,0.4251,0.1486,21.53,Out To RF,76,PNC Park,
64,670623,Isaac Paredes,HOU,TOR,2026-06-23T20:07:00Z,Pre-Game,4,Shane Bieber,669456,R,51.6,Longshot,Watch List,Premium Lineup Spot,21.8,66.4,49.9,94.9,50.0,63.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,23,1,Contact streak: 10/23 over last 7 games,"same-side matchup; pitcher baseline 12.3% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.51,31.99,87.12,97.353,0.3772,0.1355,0.3249,68.02,7.47,55.22,31.57,13.0,0.1802,12.3,48.2,93.2,0.465,0.204,25.4,In From CF,75,Rogers Centre,
65,680869,Zack Gelof,ATH,SF,2026-06-24T01:45:00Z,Scheduled,1,Robbie Ray,592662,L,51.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",35.8,57.4,19.3,88.7,78.0,74.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 11.1% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.72,43.7,88.94,99.6631,0.3648,0.1592,0.2757,73.29,26.8,41.42,26.47,8.3,0.1806,11.07,39.24,89.46,0.4396,0.2045,37.02,,,Oracle Park,
66,673548,Seiya Suzuki,CHC,NYM,2026-06-23T23:10:00Z,Pre-Game,4,Kodai Senga,673540,R,51.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",45.5,48.3,36.3,90.4,50.0,45.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,25,0,Contact streak: 11/25 over last 7 games,"same-side matchup; pitcher baseline 10.7% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.07,43.31,89.97,101.5766,0.4496,0.1935,0.3429,73.05,33.63,42.11,28.26,16.6,0.1931,10.66,38.92,89.18,0.4073,0.1711,31.22,In From LF,71,Citi Field,
67,695657,Colson Montgomery,CWS,CLE,2026-06-23T23:40:00Z,Pre-Game,4,Parker Messick,800048,L,51.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",58.7,22.7,37.1,94.9,50.0,62.0,Yes,No,4,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 5.8% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.5,45.69,89.89,102.5002,0.4632,0.2444,0.3305,76.44,67.5,50.0,33.93,20.3,0.2753,5.8,33.23,87.96,0.3554,0.1219,22.73,In From LF,69,Rate Field,
68,502671,Paul Goldschmidt,NYY,DET,2026-06-23T22:40:00Z,Pre-Game,4,Casey Mize,663554,R,51.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",41.9,36.3,50.1,90.4,50.0,79.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.3% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.59,41.11,88.16,99.9675,0.4668,0.2029,0.3416,71.83,17.63,33.81,27.25,11.4,0.2137,8.29,37.74,88.25,0.3679,0.1448,30.25,L To R,70,Comerica Park,
69,665862,Jazz Chisholm,NYY,DET,2026-06-23T22:40:00Z,Pre-Game,5,Casey Mize,663554,R,51.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",41.9,36.3,50.1,81.9,80.0,48.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.3% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.66,40.71,89.7,100.1241,0.4026,0.1847,0.3124,73.2,33.22,53.1,29.98,17.0,0.1963,8.29,37.74,88.25,0.3679,0.1448,30.25,L To R,70,Comerica Park,
