rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,660271,Shohei Ohtani,LAD,COL,2026-08-20T00:40:00Z,Pre-Game,1,Kyle Freeland,607536,L,73.1,Tier 2,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",81.8,59.0,66.2,93.2,50.0,88.7,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,29,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 10.2% barrel, 22.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.81,54.36,93.92,104.5062,0.6042,0.3134,0.4152,74.96,52.94,46.63,32.41,37.5,0.2868,10.24,44.08,90.47,0.4779,0.1952,28.52,R To L,92,Coors Field,
2,694673,Abimelec Ortiz,WSH,TEX,2026-08-20T00:05:00Z,Warmup,2,Kumar Rocker,677958,R,69.6,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",80.8,47.5,42.1,100.0,80.0,79.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 14.5 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,18.2,48.5,91.9,101.6985,0.631,0.354,0.386,76.1,67.1,54.5,36.4,5.0,0.372,8.79,42.74,89.52,0.4413,0.178,23.56,None,74,Globe Life Field,
3,691728,Zac Veen,COL,LAD,2026-08-20T00:40:00Z,Pre-Game,5,Roki Sasaki,808963,R,65.8,Tier 3,Watch List,"Strong Barrel, Platoon Edge",60.5,54.9,66.2,86.4,80.0,68.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,6,5,15,2,Hot streak: 2 HR in last 6 games,"platoon edge; pitcher baseline 10.5% barrel, 16.5 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,15.5,37.0,88.45,100.4071,0.5283,0.2982,0.3448,72.33,24.34,55.5,45.5,1.7,0.362,10.47,44.7,90.18,0.4237,0.1831,28.0,R To L,92,Coors Field,
4,681624,Andy Pages,LAD,COL,2026-08-20T00:40:00Z,Pre-Game,2,Kyle Freeland,607536,L,60.4,Tier 3,Watch List,"Premium Lineup Spot, Platoon Edge",36.2,59.0,66.2,100.0,78.0,66.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.2% barrel, 22.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.98,40.98,88.81,99.7763,0.4364,0.1679,0.3328,72.85,26.26,38.46,28.37,22.8,0.189,10.24,44.08,90.47,0.4779,0.1952,28.52,R To L,92,Coors Field,
5,666160,Mickey Moniak,COL,LAD,2026-08-20T00:40:00Z,Pre-Game,2,Roki Sasaki,808963,R,60.3,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",48.5,54.9,66.2,100.0,80.0,0.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,24,0,"Last 7 games: 2/24, 0 HR","platoon edge; pitcher baseline 10.5% barrel, 16.5 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.7,42.29,89.35,100.2491,0.4382,0.207,0.3048,74.19,44.37,45.68,38.1,20.5,0.2592,10.47,44.7,90.18,0.4237,0.1831,28.0,R To L,92,Coors Field,
6,670541,Yordan Alvarez,HOU,LAA,2026-08-20T00:10:00Z,Warmup,2,Walbert Ureña,700712,R,59.8,Longshot,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",81.9,14.3,41.6,100.0,80.0,37.8,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","platoon edge; pitcher baseline 4.8% barrel, 6.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,16.46,53.18,94.56,104.9884,0.6393,0.3238,0.4399,76.1,61.73,41.72,36.38,27.0,0.255,4.8,33.6,87.0,0.296,0.097,22.9,None,73,Daikin Park,
7,606192,Teoscar Hernández,LAD,COL,2026-08-20T00:40:00Z,Pre-Game,3,Kyle Freeland,607536,L,59.8,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",42.9,59.0,66.2,96.6,78.0,19.5,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","platoon edge; pitcher baseline 10.2% barrel, 22.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.96,44.56,89.99,101.1321,0.4284,0.1815,0.3188,72.41,24.78,33.52,29.8,15.2,0.1692,10.24,44.08,90.47,0.4779,0.1952,28.52,R To L,92,Coors Field,
8,608369,Corey Seager,TEX,WSH,2026-08-20T00:05:00Z,Warmup,2,Cade Cavalli,676917,R,58.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",61.3,32.7,42.1,100.0,80.0,48.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,1,Contact streak: 8/25 over last 7 games,"platoon edge; pitcher baseline 6.5% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.09,49.26,91.92,102.637,0.4892,0.2406,0.3573,72.01,16.07,40.64,32.25,14.7,0.1964,6.46,40.96,88.68,0.3818,0.1354,21.75,None,74,Globe Life Field,
9,518692,Freddie Freeman,LAD,COL,2026-08-20T00:40:00Z,Pre-Game,4,Kyle Freeland,607536,L,56.4,Longshot,Watch List,Premium Lineup Spot,41.4,59.0,66.2,94.9,50.0,18.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","same-side matchup; pitcher baseline 10.2% barrel, 22.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.14,43.18,90.06,100.296,0.4796,0.1895,0.3675,70.15,8.26,36.26,26.93,17.7,0.1769,10.24,44.08,90.47,0.4779,0.1952,28.52,R To L,92,Coors Field,
10,545361,Mike Trout,LAA,HOU,2026-08-20T00:10:00Z,Warmup,2,Ethan Pecko,814490,R,56.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",61.2,41.2,41.6,100.0,50.0,23.4,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,0,"Last 7 games: 8/29, 0 HR","same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.8,47.27,90.27,102.9912,0.4908,0.2418,0.3755,74.63,48.26,37.56,32.96,21.8,0.2007,,,,,,,None,73,Daikin Park,
