hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hitter_hand,barrel_pct,iso,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hard_hit_pct,hr_total,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,pitcher_hr_allowed,pitcher_hr_allowed_vs_lhh,pitcher_hr_allowed_vs_rhh,ballpark,park_hr_factor,weather_temp,wind_speed,wind_direction,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,public_attention,odds
592885,Christian Yelich,MIL,STL,2026-07-07T23:45:00Z,Pre-Game,1,Hunter Dobbins,690928,R,L,8.27,0.1523,89.22,100.7436,0.3886,0.1625,0.3062,73.19,32.8,36.83,20.63,42.55,12.9,12.47,49.75,90.84,0.4619,0.1964,17.84,3.9,3.9,3.9,Busch Stadium,90,87,7,In From RF,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,28,1,"Last 7 games: 4/28, 1 HR","platoon edge; pitcher baseline 12.5% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
800325,Luis Lara,MIL,STL,2026-07-07T23:45:00Z,Pre-Game,2,Hunter Dobbins,690928,R,S,,,,,,,,,,,,,,12.47,49.75,90.84,0.4619,0.1964,17.84,3.9,3.9,3.9,Busch Stadium,90,87,7,In From RF,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H: P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,0,0,0,0,Recent form unavailable,"switch hitter; pitcher baseline 12.5% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
668930,Brice Turang,MIL,STL,2026-07-07T23:45:00Z,Pre-Game,3,Hunter Dobbins,690928,R,L,8.0,0.175,90.82,100.6107,0.4353,0.1782,0.342,70.18,12.08,26.81,22.94,44.11,13.8,12.47,49.75,90.84,0.4619,0.1964,17.84,3.9,3.9,3.9,Busch Stadium,90,87,7,In From RF,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,31,0,Contact streak: 10/31 over last 7 games,"platoon edge; pitcher baseline 12.5% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
683734,Andrew Vaughn,MIL,STL,2026-07-07T23:45:00Z,Pre-Game,4,Hunter Dobbins,690928,R,R,5.98,0.1724,90.27,99.8212,0.4216,0.1388,0.3504,70.14,8.49,35.75,23.64,43.01,5.6,12.47,49.75,90.84,0.4619,0.1964,17.84,3.9,3.9,3.9,Busch Stadium,90,87,7,In From RF,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,0,"Last 7 games: 5/18, 0 HR","same-side matchup; pitcher baseline 12.5% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
641343,Jake Bauers,MIL,STL,2026-07-07T23:45:00Z,Pre-Game,5,Hunter Dobbins,690928,R,L,13.56,0.2102,92.33,103.1152,0.4661,0.216,0.3561,76.64,70.56,38.59,29.7,51.2,13.3,12.47,49.75,90.84,0.4619,0.1964,17.84,3.9,3.9,3.9,Busch Stadium,90,87,7,In From RF,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","platoon edge; pitcher baseline 12.5% barrel, 3.9 HR allowed",EV profile; pitcher fly-ball pressure modest,,
596142,Gary Sánchez,MIL,STL,2026-07-07T23:45:00Z,Pre-Game,6,Hunter Dobbins,690928,R,R,9.99,0.2192,90.22,101.6051,0.456,0.2146,0.357,72.19,27.29,46.68,28.77,44.29,7.1,12.47,49.75,90.84,0.4619,0.1964,17.84,3.9,3.9,3.9,Busch Stadium,90,87,7,In From RF,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,1,"Last 7 games: 3/18, 1 HR","same-side matchup; pitcher baseline 12.5% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
686217,Sal Frelick,MIL,STL,2026-07-07T23:45:00Z,Pre-Game,7,Hunter Dobbins,690928,R,L,2.47,0.0981,85.78,96.5475,0.3348,0.0819,0.2941,68.34,3.79,39.74,19.92,27.89,5.7,12.47,49.75,90.84,0.4619,0.1964,17.84,3.9,3.9,3.9,Busch Stadium,90,87,7,In From RF,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","platoon edge; pitcher baseline 12.5% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
806198,Cooper Pratt,MIL,STL,2026-07-07T23:45:00Z,Pre-Game,8,Hunter Dobbins,690928,R,R,7.1,0.018,87.6,97.313,0.414,0.11,0.368,69.8,7.4,29.5,15.9,29.5,0.0,12.47,49.75,90.84,0.4619,0.1964,17.84,3.9,3.9,3.9,Busch Stadium,90,87,7,In From RF,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","same-side matchup; pitcher baseline 12.5% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
687401,Joey Ortiz,MIL,STL,2026-07-07T23:45:00Z,Pre-Game,9,Hunter Dobbins,690928,R,R,3.14,0.0667,86.79,98.2013,0.32,0.0799,0.2862,72.54,25.31,28.27,20.94,32.45,3.5,12.47,49.75,90.84,0.4619,0.1964,17.84,3.9,3.9,3.9,Busch Stadium,90,87,7,In From RF,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,18,0,Contact streak: 6/18 over last 7 games,"same-side matchup; pitcher baseline 12.5% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
802139,JJ Wetherholt,STL,MIL,2026-07-07T23:45:00Z,Pre-Game,1,Robert Gasser,688107,L,L,7.4,0.145,90.1,99.466,0.442,0.177,0.354,72.5,22.7,38.5,30.8,45.6,13.0,8.16,33.9,88.41,0.3596,0.1544,27.94,5.2,5.2,5.2,Busch Stadium,90,87,7,In From RF,Yes,No,1,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,1,Contact streak: 9/28 over last 7 games,"same-side matchup; pitcher baseline 8.2% barrel, 5.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,
