rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,660271,Shohei Ohtani,LAD,MIN,2026-06-22T23:40:00Z,Scheduled,1,Zebby Matthews,805673,R,66.5,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",82.2,51.6,27.1,88.7,80.0,67.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 10.9% barrel, 9.2 HR allowed",lift-pull EV profile; pitcher allows elevated contact,19.16,55.13,94.06,104.3163,0.5944,0.3057,0.4222,74.96,52.66,48.66,33.32,27.7,0.2798,10.88,39.01,89.41,0.4295,0.1844,31.79,,,Target Field,
2,656941,Kyle Schwarber,PHI,WSH,2026-06-22T22:45:00Z,Scheduled,2,Foster Griffin,656492,L,65.9,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",83.7,49.1,28.2,95.5,50.0,87.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,5,Hot streak: 5 HR in last 7 games,"same-side matchup; pitcher baseline 11.0% barrel, 15.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,21.22,54.35,93.6,104.6136,0.5593,0.3113,0.3919,77.09,76.19,56.17,36.4,37.1,0.3405,11.0,37.6,87.9,0.431,0.182,27.8,,,Nationals Park,
3,621439,Byron Buxton,MIN,LAD,2026-06-22T23:40:00Z,Scheduled,2,Eric Lauer,641778,L,65.2,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",70.6,58.7,27.1,95.5,78.0,67.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,31,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.3% barrel, 15.7 HR allowed",fly-ball profile; pitcher allows elevated contact,18.26,50.44,91.38,102.6853,0.5161,0.2674,0.3514,74.37,43.08,47.19,35.96,27.3,0.3073,10.27,39.87,89.55,0.4743,0.2154,38.86,,,Target Field,
4,665742,Juan Soto,NYM,CHC,2026-06-22T23:10:00Z,Scheduled,3,Shota Imanaga,684007,L,62.8,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",73.9,55.0,24.8,92.1,50.0,81.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.8% barrel, 21.2 HR allowed",lift-pull EV profile; pitcher allows elevated contact,15.75,51.59,93.45,103.4586,0.608,0.3084,0.4241,72.62,31.03,38.41,32.33,24.8,0.2704,10.76,39.86,89.16,0.4228,0.194,34.04,,,Citi Field,
5,695657,Colson Montgomery,CWS,CLE,2026-06-22T23:40:00Z,Scheduled,4,Gavin Williams,668909,R,62.2,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",59.0,62.3,27.6,90.4,80.0,74.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 11.9% barrel, 17.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.5,45.69,89.89,102.5002,0.4681,0.2465,0.334,76.44,67.5,50.0,33.93,20.3,0.2781,11.94,47.66,91.03,0.44,0.1978,24.18,,,Rate Field,
6,695578,James Wood,WSH,PHI,2026-06-22T22:45:00Z,Scheduled,1,,,,62.1,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot",86.2,41.2,28.2,88.7,60.0,34.9,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",EV profile; pitcher fly-ball pressure modest,22.0,58.96,95.35,106.5737,0.5826,0.3086,0.4114,76.35,64.66,28.86,27.81,23.3,0.2505,,,,,,,,,Nationals Park,
7,676475,Alec Burleson,STL,AZ,2026-06-22T23:45:00Z,Scheduled,3,Merrill Kelly,518876,R,60.8,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Pitcher Vulnerable, Premium Lineup Spot, Platoon Edge",54.0,72.8,22.1,92.1,80.0,41.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,1,"Last 7 games: 8/29, 1 HR","platoon edge; pitcher baseline 13.5% barrel, 17.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.55,46.92,91.56,101.642,0.5291,0.2389,0.3765,72.75,27.73,43.26,29.36,14.5,0.1935,13.5,43.29,90.27,0.543,0.2517,27.9,,,Busch Stadium,
8,670541,Yordan Alvarez,HOU,TOR,2026-06-22T23:07:00Z,Scheduled,2,Dylan Cease,656302,R,60.6,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",85.3,22.2,30.4,95.5,80.0,40.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","platoon edge; pitcher baseline 6.2% barrel, 9.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,17.44,53.6,94.56,105.2106,0.6715,0.3455,0.4567,75.96,59.99,41.16,36.31,19.3,0.2697,6.15,37.22,87.08,0.3198,0.1114,21.83,,,Rogers Centre,
9,663457,Lars Nootbaar,STL,AZ,2026-06-22T23:45:00Z,Scheduled,5,Merrill Kelly,518876,R,59.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Pitcher Vulnerable, Platoon Edge",56.1,72.8,22.1,81.9,80.0,34.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,0,Contact streak: 8/23 over last 7 games,"platoon edge; pitcher baseline 13.5% barrel, 17.4 HR allowed",EV profile; pitcher fly-ball pressure modest,10.41,53.71,93.47,102.0854,0.477,0.2145,0.3506,73.75,41.93,32.26,28.06,5.3,0.1641,13.5,43.29,90.27,0.543,0.2517,27.9,,,Busch Stadium,
10,641343,Jake Bauers,MIL,CIN,2026-06-22T23:10:00Z,Scheduled,5,Brady Singer,663903,R,58.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",59.6,59.0,39.3,81.9,80.0,10.6,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,0,"Last 7 games: 4/21, 0 HR","platoon edge; pitcher baseline 10.6% barrel, 17.6 HR allowed",EV profile; pitcher fly-ball pressure modest,13.28,52.11,92.4,103.2409,0.4619,0.2132,0.3568,76.85,72.66,38.87,28.58,11.2,0.2074,10.59,41.89,91.0,0.4706,0.2003,28.54,,,Great American Ball Park,
11,802139,JJ Wetherholt,STL,AZ,2026-06-22T23:45:00Z,Scheduled,1,Merrill Kelly,518876,R,58.8,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",41.1,72.8,22.1,88.7,80.0,97.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,30,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 13.5% barrel, 17.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.6,44.7,90.2,99.5578,0.448,0.185,0.36,72.6,24.4,40.4,31.6,12.0,0.16,13.5,43.29,90.27,0.543,0.2517,27.9,,,Busch Stadium,
12,691718,Pete Crow-Armstrong,CHC,NYM,2026-06-22T23:10:00Z,Scheduled,1,Kodai Senga,673540,R,58.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",56.3,48.3,24.8,88.7,80.0,100.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,16,29,5,Hot streak: 5 HR in last 7 games,"platoon edge; pitcher baseline 10.7% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.91,48.32,90.83,101.9338,0.4939,0.2344,0.3532,74.24,43.97,48.48,34.87,20.5,0.2347,10.66,38.92,89.18,0.4073,0.1711,31.22,,,Citi Field,
