player,team,opponent,pitcher,hitter_hand,pitcher_hand,barrel_pct,iso,avg_exit_velocity,hard_hit_pct,hr_total,pitcher_barrel_pct_allowed,pitcher_hr_allowed,pitcher_hr_allowed_vs_lhh,pitcher_hr_allowed_vs_rhh,ballpark,park_hr_factor,weather_temp,wind_speed,wind_direction,batting_order,confirmed_lineup,public_attention,odds

